카테고리,경상북도 안동시,경상북도 안동시 풍산읍,경상북도 안동시 와룡면,경상북도 안동시 북후면,경상북도 안동시 서후면,경상북도 안동시 풍천면,경상북도 안동시 일직면,경상북도 안동시 남후면,경상북도 안동시 남선면,경상북도 안동시 임하면,경상북도 안동시 길안면,경상북도 안동시 임동면,경상북도 안동시 예안면,경상북도 안동시 도산면,경상북도 안동시 녹전면,경상북도 안동시 중구동,경상북도 안동시 명륜동,경상북도 안동시 용상동,경상북도 안동시 서구동,경상북도 안동시 태화동,경상북도 안동시 평화동,경상북도 안동시 안기동,경상북도 안동시 옥동,경상북도 안동시 송하동,경상북도 안동시 강남동
2020년11월_남_30~39세,"8,030",220,115,106,135,553,66,54,81,88,74,38,48,41,48,238,216,"1,281",413,841,328,311,"1,213","1,000",522
2020년11월_남_40~49세,"11,625",355,218,216,228,439,154,108,112,180,132,98,80,89,88,352,379,"1,779",711,978,464,449,"1,818","1,222",976
2020년11월_남_50~59세,"13,566",609,395,327,355,526,258,164,237,322,298,183,203,166,167,442,480,"1,762",733,"1,101",483,577,"1,703","1,265",810
2020년11월_남_60~69세,"12,354",713,465,332,452,483,297,204,248,371,373,250,261,217,262,390,386,"1,295",663,"1,032",512,526,"1,202",960,460
2020년11월_남_70~79세,"7,420",519,345,257,260,345,248,161,153,227,222,147,165,162,176,312,239,705,446,635,319,303,485,355,234
2020년11월_남_80~89세,"3,322",258,209,151,134,165,130,97,78,101,129,85,95,85,80,121,80,285,188,242,125,91,180,135,78
2020년11월_남_90~99세,310,32,23,15,16,20,13,4,9,18,12,7,7,10,6,9,8,20,18,14,7,10,16,9,7
2020년11월_남_100세 이상,14,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,1,2,0
2020년11월_여_총인구수,"80,171","3,172","1,992","1,438","1,693","3,217","1,434",897,"1,031","1,382","1,352",855,905,781,854,"2,598","2,620","11,225","4,763","6,753","3,287","3,173","11,471","8,038","5,240"
2020년11월_여_연령구간인구수,"80,171","3,172","1,992","1,438","1,693","3,217","1,434",897,"1,031","1,382","1,352",855,905,781,854,"2,598","2,620","11,225","4,763","6,753","3,287","3,173","11,471","8,038","5,240"
2020년11월_여_0~9세,"5,080",90,46,29,46,197,23,14,26,33,28,11,19,13,11,106,137,912,301,463,203,158,988,698,528
2020년11월_여_10~19세,"6,554",130,81,35,54,172,47,27,41,55,36,25,19,20,39,160,221,"1,127",434,436,253,288,"1,288",836,730
2020년11월_여_20~29세,"7,553",188,133,48,136,411,63,32,62,76,56,32,29,26,29,229,246,"1,299",387,652,278,318,"1,352",863,608
2020년11월_여_30~39세,"7,439",156,88,59,79,427,50,26,56,63,49,22,31,21,26,255,224,"1,271",420,731,275,251,"1,280",982,597
2020년11월_여_40~49세,"10,734",223,129,110,137,336,96,56,61,98,49,52,38,33,47,281,338,"1,788",692,886,447,444,"1,986","1,318","1,089"
2020년11월_여_50~59세,"12,959",507,301,220,256,413,191,127,201,203,217,129,180,118,130,403,471,"1,757",728,"1,160",562,613,"1,900","1,427",745
2020년11월_여_60~69세,"13,160",693,423,322,401,490,336,183,229,329,317,210,222,219,202,522,453,"1,478",834,"1,193",645,615,"1,388",985,471
2020년11월_여_70~79세,"9,222",590,398,299,278,419,313,200,170,257,330,200,191,179,180,388,313,933,569,768,375,322,750,524,276
2020년11월_여_80~89세,"6,283",505,330,264,246,297,259,186,154,220,235,154,156,127,167,208,189,561,341,396,198,138,454,336,162
2020년11월_여_90~99세,"1,139",85,59,51,60,53,53,45,31,46,34,16,18,25,23,46,28,96,52,63,49,26,84,65,31
2020년11월_여_100세 이상,48,5,4,1,0,2,3,1,0,2,1,4,2,0,0,0,0,3,5,5,2,0,1,4,3
