카테고리,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 남구 구룡포읍,경상북도 포항시 남구 연일읍,경상북도 포항시 남구 오천읍,경상북도 포항시 남구 대송면,경상북도 포항시 남구 동해면,경상북도 포항시 남구 장기면,경상북도 포항시 남구 호미곶면,경상북도 포항시 남구 상대동,경상북도 포항시 남구 해도동,경상북도 포항시 남구 송도동,경상북도 포항시 남구 청림동,경상북도 포항시 남구 제철동,경상북도 포항시 남구 효곡동,경상북도 포항시 남구 대이동,경상북도 포항시 북구,경상북도 포항시 북구 흥해읍,경상북도 포항시 북구 신광면,경상북도 포항시 북구 청하면,경상북도 포항시 북구 송라면,경상북도 포항시 북구 기계면,경상북도 포항시 북구 죽장면,경상북도 포항시 북구 죽장면상옥출장소,경상북도 포항시 북구 기북면,경상북도 포항시 북구 중앙동,경상북도 포항시 북구 양학동,경상북도 포항시 북구 죽도동,경상북도 포항시 북구 용흥동,경상북도 포항시 북구 우창동,경상북도 포항시 북구 두호동,경상북도 포항시 북구 장량동,경상북도 포항시 북구 환여동
2020년07월_여_10~19세,"22,412","10,124",109,"1,783","2,736",77,390,69,31,737,381,344,130,97,"1,784","1,456","12,288","1,752",31,104,42,107,24,7,16,409,880,494,975,"1,463","1,182","4,232",570
2020년07월_여_20~29세,"24,327","10,951",198,"1,551","2,567",121,442,78,44,"1,381",715,471,209,139,"1,477","1,558","13,376","1,819",73,121,73,119,17,18,25,753,936,"1,051","1,060","1,758","1,277","3,867",409
2020년07월_여_30~39세,"28,768","12,767",209,"1,609","3,848",109,435,78,35,"1,272",696,449,221,136,"2,046","1,624","16,001","2,554",55,122,35,81,26,0,22,758,899,"1,039","1,151","2,158","1,157","5,330",614
2020년07월_여_40~49세,"38,659","17,351",289,"2,729","4,578",124,611,98,57,"1,550",974,668,213,160,"2,846","2,454","21,308","3,120",79,208,72,152,42,17,48,928,"1,511","1,195","1,746","2,643","1,813","6,888",846
2020년07월_여_50~59세,"45,241","20,155",629,"2,929","3,935",338,885,324,154,"2,376","1,696","1,186",394,234,"2,738","2,337","25,086","3,527",232,395,212,426,180,57,93,"1,437","1,849","1,861","2,192","3,242","2,512","6,104",767
2020년07월_여_60~69세,"38,902","18,054",979,"1,980","2,985",423,874,485,236,"2,669","2,241","1,642",488,190,"1,676","1,186","20,848","2,827",350,557,323,619,287,97,160,"1,769","1,253","2,290","2,127","2,136","1,754","3,557",742
2020년07월_여_70~79세,"19,448","8,907",780,826,"1,357",278,618,454,229,"1,121","1,074",906,303,97,399,465,"10,541","1,636",277,497,254,501,240,52,152,"1,154",503,"1,198",959,935,702,"1,168",313
2020년07월_여_80~89세,"10,192","4,479",464,446,749,167,332,405,161,359,362,360,120,48,212,294,"5,713","1,036",261,338,217,439,199,36,115,484,225,442,415,497,315,579,115
2020년07월_여_90~99세,"1,701",716,71,66,99,31,60,70,24,61,50,68,18,5,47,46,985,175,52,63,43,72,32,9,20,86,41,75,64,78,50,106,19
2020년07월_여_100세 이상,76,37,2,4,11,1,1,4,1,3,5,3,0,0,1,1,39,6,2,2,0,1,0,0,2,5,4,3,5,3,1,3,2
