카테고리,충청남도 천안시,충청남도 천안시 동남구,충청남도 천안시 동남구 목천읍,충청남도 천안시 동남구 풍세면,충청남도 천안시 동남구 광덕면,충청남도 천안시 동남구 북면,충청남도 천안시 동남구 성남면,충청남도 천안시 동남구 수신면,충청남도 천안시 동남구 병천면,충청남도 천안시 동남구 동면,충청남도 천안시 동남구 중앙동,충청남도 천안시 동남구 문성동,충청남도 천안시 동남구 원성1동,충청남도 천안시 동남구 원성2동,충청남도 천안시 동남구 봉명동,충청남도 천안시 동남구 일봉동,충청남도 천안시 동남구 신방동,충청남도 천안시 동남구 청룡동,충청남도 천안시 동남구 신안동,충청남도 천안시 서북구,충청남도 천안시 서북구 성환읍,충청남도 천안시 서북구 성거읍,충청남도 천안시 서북구 직산읍,충청남도 천안시 서북구 입장면,충청남도 천안시 서북구 성정1동,충청남도 천안시 서북구 성정2동,충청남도 천안시 서북구 쌍용1동,충청남도 천안시 서북구 쌍용2동,충청남도 천안시 서북구 쌍용3동,충청남도 천안시 서북구 백석동,충청남도 천안시 서북구 불당동,충청남도 천안시 서북구 부성1동,충청남도 천안시 서북구 부성2동
2021년09월_남_10~19세,"35,044","13,377","1,364",123,104,120,75,47,190,45,150,124,367,345,753,"1,630","3,028","3,585","1,327","21,667","1,135","1,183",976,271,559,613,597,"2,513","1,247","2,928","4,876","2,076","2,693"
2021년09월_남_20~29세,"50,305","18,398","1,576",244,205,239,138,110,499,78,276,319,606,651,"1,458","1,444","3,334","3,596","3,625","31,907","1,605","1,435","1,503",544,"1,403","3,326","1,212","3,113","1,369","2,659","4,359","5,149","4,230"
2021년09월_남_30~39세,"54,632","16,807","1,263",196,152,193,110,107,340,52,302,333,454,493,"1,396","1,141","3,459","3,965","2,851","37,825","1,114","1,425","1,599",453,"1,473","3,434",995,"2,473","1,106","3,197","6,911","5,312","8,333"
2021년09월_남_40~49세,"57,820","21,640","2,258",270,231,277,194,159,426,118,357,325,640,699,"1,506","2,140","4,483","5,009","2,548","36,180","1,985","2,202","2,098",607,"1,448","2,192",929,"3,036","1,434","3,962","6,999","3,852","5,436"
2021년09월_남_50~59세,"53,101","21,997","2,449",428,435,459,332,248,597,241,581,413,869,920,"1,639","2,014","3,494","4,209","2,669","31,104","2,323","2,047","1,951",991,"1,731","1,979","1,142","3,172","1,679","2,882","4,690","3,426","3,091"
2021년09월_남_60~69세,"34,844","16,885","1,624",517,577,514,418,291,629,293,610,421,761,830,"1,289","1,353","1,803","2,767","2,188","17,959","2,053","1,387","1,280",884,"1,313","1,344",975,"1,736","1,068","1,407","1,531","1,608","1,373"
2021년09월_남_70~79세,"13,894","7,243",721,270,270,253,220,153,298,176,310,161,394,454,504,543,593,"1,027",896,"6,651","1,127",552,517,433,575,443,352,527,351,426,401,572,375
2021년09월_남_80~89세,"5,448","2,950",323,122,121,129,103,92,144,92,132,65,140,208,153,211,203,379,333,"2,498",479,230,231,200,187,135,121,192,151,121,134,212,105
2021년09월_남_90~99세,503,277,28,13,15,14,7,5,19,7,12,13,16,13,13,18,23,38,23,226,39,14,13,34,16,10,14,22,12,11,13,18,10
2021년09월_남_100세 이상,19,11,1,0,1,1,1,0,0,1,0,0,1,0,1,2,1,1,0,8,2,2,0,0,1,1,0,1,0,0,1,0,0
2021년09월_여_총인구수,"321,615","126,022","11,868","1,847","2,132","2,069","1,481","1,024","2,861",967,"2,549","2,058","4,174","4,478","8,806","11,605","21,800","27,532","18,771","195,593","11,410","10,279","9,079","3,880","8,227","11,873","7,042","19,002","9,740","20,116","34,998","22,764","27,183"
2021년09월_여_연령구간인구수,"321,615","126,022","11,868","1,847","2,132","2,069","1,481","1,024","2,861",967,"2,549","2,058","4,174","4,478","8,806","11,605","21,800","27,532","18,771","195,593","11,410","10,279","9,079","3,880","8,227","11,873","7,042","19,002","9,740","20,116","34,998","22,764","27,183"
2021년09월_여_0~9세,"29,057","9,271",759,48,58,52,36,23,119,11,85,77,173,135,513,"1,000","2,074","2,749","1,359","19,786",513,863,649,134,408,441,377,"1,576",677,"2,656","5,026","1,948","4,518"
2021년09월_여_10~19세,"32,654","12,320","1,241",107,81,102,79,36,170,25,126,103,285,295,645,"1,543","2,751","3,393","1,338","20,334","1,037","1,148",869,241,560,615,609,"2,283","1,071","2,726","4,684","1,977","2,514"
2021년09월_여_20~29세,"45,304","16,370","1,279",133,140,146,92,59,263,50,264,320,444,494,"1,380","1,248","2,760","3,276","4,022","28,934","1,184","1,104",982,333,"1,207","3,229","1,174","2,844","1,236","2,407","4,326","5,065","3,843"
2021년09월_여_30~39세,"47,923","15,103","1,162",121,140,128,63,59,212,37,191,244,376,334,"1,085","1,264","3,076","3,952","2,659","32,820",885,"1,221","1,081",247,"1,065","2,167",833,"2,436","1,147","3,372","7,227","4,094","7,045"
2021년09월_여_40~49세,"53,568","20,225","2,062",164,186,235,119,69,306,48,288,246,548,599,"1,377","2,168","4,357","5,043","2,410","33,343","1,590","1,873","1,536",415,"1,136","1,595",947,"3,470","1,632","3,932","7,252","3,632","4,333"
2021년09월_여_50~59세,"50,328","21,260","2,102",315,403,373,254,165,532,163,440,322,825,870,"1,579","2,019","3,475","4,271","3,152","29,068","1,903","1,689","1,607",766,"1,544","1,646","1,305","3,538","1,863","2,817","4,214","3,342","2,834"
2021년09월_여_60~69세,"34,036","16,679","1,630",447,514,501,369,245,580,251,571,400,792,864,"1,284","1,248","1,871","2,804","2,308","17,357","2,024","1,260","1,215",821,"1,263","1,253","1,082","1,706","1,099","1,370","1,437","1,523","1,304"
2021년09월_여_70~79세,"16,631","8,440",896,261,294,259,233,185,350,177,357,218,426,524,584,694,811,"1,224",947,"8,191","1,320",645,642,511,674,562,431,703,572,490,466,721,454
2021년09월_여_80~89세,"10,255","5,361",631,207,256,216,187,159,276,163,201,111,255,318,306,362,541,685,487,"4,894",826,412,434,345,315,297,237,384,373,291,296,400,284
2021년09월_여_90~99세,"1,792",956,104,43,59,57,46,23,51,39,24,16,47,45,52,57,82,128,83,836,124,63,61,66,51,65,46,62,69,50,66,60,53
2021년09월_여_100세 이상,67,37,2,1,1,0,3,1,2,3,2,1,3,0,1,2,2,7,6,30,4,1,3,1,4,3,1,0,1,5,4,2,1
