카테고리,부산광역시 해운대구,부산광역시 해운대구 우제1동,부산광역시 해운대구 우제2동,부산광역시 해운대구 우제3동,부산광역시 해운대구 중제1동,부산광역시 해운대구 중제2동,부산광역시 해운대구 좌제1동,부산광역시 해운대구 좌제2동,부산광역시 해운대구 좌제3동,부산광역시 해운대구 좌제4동,부산광역시 해운대구 송정동,부산광역시 해운대구 반여제1동,부산광역시 해운대구 반여제2동,부산광역시 해운대구 반여제3동,부산광역시 해운대구 반여제4동,부산광역시 해운대구 반송제1동,부산광역시 해운대구 반송제2동,부산광역시 해운대구 재송제1동,부산광역시 해운대구 재송제2동
2020년12월_남_50~59세,"33,395","1,807","2,593","2,215","2,220","1,250","1,556","2,572","1,395","2,043",765,"3,143","1,171",861,"1,395","1,422","2,085","2,726","2,176"
2020년12월_남_60~69세,"27,396","1,688","1,819","1,797","1,611","1,146",872,"1,810","1,037","1,297",877,"2,328","1,170",843,"1,187","1,389","2,419","2,029","2,077"
2020년12월_남_70~79세,"13,582","1,008",956,862,815,492,428,797,493,579,406,"1,044",656,483,502,841,"1,316",976,928
2020년12월_남_80~89세,"4,597",318,338,321,313,149,214,381,244,257,152,311,196,151,94,306,382,244,226
2020년12월_남_90~99세,370,23,30,29,22,16,30,32,30,24,9,29,13,12,7,15,29,13,7
2020년12월_남_100세 이상,46,7,2,2,3,2,1,1,0,0,0,3,2,2,1,10,6,3,1
2020년12월_여_총인구수,"208,551","12,062","16,360","15,103","13,741","8,320","9,741","17,355","8,633","12,280","5,164","17,808","6,864","4,601","8,371","7,159","12,472","19,450","13,067"
2020년12월_여_연령구간인구수,"208,551","12,062","16,360","15,103","13,741","8,320","9,741","17,355","8,633","12,280","5,164","17,808","6,864","4,601","8,371","7,159","12,472","19,450","13,067"
2020년12월_여_0~9세,"13,758",665,"1,399","1,380",976,639,632,994,540,826,224,"1,276",254,121,624,187,447,"1,928",646
2020년12월_여_10~19세,"18,423",779,"1,559","1,571","1,166",548,958,"1,425",875,"1,486",231,"2,007",317,246,778,379,732,"2,376",990
2020년12월_여_20~29세,"23,335","1,535","1,685","1,366","1,626",799,"1,494","2,697",911,"1,429",553,"1,922",669,444,973,711,"1,118","1,954","1,449"
2020년12월_여_30~39세,"23,993","1,485","2,095","1,981","1,741","1,172","1,144","2,352",857,"1,270",594,"1,916",707,346,"1,013",486,901,"2,560","1,373"
2020년12월_여_40~49세,"34,606","1,828","2,914","2,693","2,448","1,401","1,835","2,828","1,416","2,287",616,"3,366",849,532,"1,344",746,"1,466","4,075","1,962"
2020년12월_여_50~59세,"36,895","2,064","2,806","2,622","2,407","1,507","1,623","3,162","1,600","2,283",971,"3,147","1,290",882,"1,601","1,343","2,214","2,789","2,584"
2020년12월_여_60~69세,"30,506","1,969","2,095","1,978","1,774","1,300",948,"1,988","1,197","1,374","1,042","2,341","1,404","1,038","1,258","1,445","2,698","2,249","2,408"
2020년12월_여_70~79세,"17,214","1,155","1,130",980,"1,045",639,648,"1,158",702,788,566,"1,166",918,635,513,"1,221","1,852","1,023","1,075"
2020년12월_여_80~89세,"8,377",478,552,451,482,260,411,661,471,464,308,560,398,315,230,535,889,417,495
2020년12월_여_90~99세,"1,328",85,119,79,62,49,47,89,64,73,55,106,45,38,36,89,138,75,79
2020년12월_여_100세 이상,116,19,6,2,14,6,1,1,0,0,4,1,13,4,1,17,17,4,6
