,경기도 용인시,경기도 용인시 처인구,경기도 용인시 처인구 포곡읍,경기도 용인시 처인구 모현읍,경기도 용인시 처인구 이동읍,경기도 용인시 처인구 남사면,경기도 용인시 처인구 원삼면,경기도 용인시 처인구 백암면,경기도 용인시 처인구 양지면,경기도 용인시 처인구 중앙동,경기도 용인시 처인구 역삼동,경기도 용인시 처인구 유림동,경기도 용인시 처인구 동부동,경기도 용인시 기흥구,경기도 용인시 기흥구 신갈동,경기도 용인시 기흥구 영덕1동,경기도 용인시 기흥구 영덕2동,경기도 용인시 기흥구 구갈동,경기도 용인시 기흥구 상갈동,경기도 용인시 기흥구 보라동,경기도 용인시 기흥구 기흥동,경기도 용인시 기흥구 서농동,경기도 용인시 기흥구 구성동,경기도 용인시 기흥구 마북동,경기도 용인시 기흥구 동백1동,경기도 용인시 기흥구 동백2동,경기도 용인시 기흥구 동백3동,경기도 용인시 기흥구 상하동,경기도 용인시 기흥구 보정동,경기도 용인시 수지구,경기도 용인시 수지구 풍덕천1동,경기도 용인시 수지구 풍덕천2동,경기도 용인시 수지구 신봉동,경기도 용인시 수지구 죽전1동,경기도 용인시 수지구 죽전2동,경기도 용인시 수지구 동천동,경기도 용인시 수지구 상현1동,경기도 용인시 수지구 상현2동,경기도 용인시 수지구 성복동
2020년10월_계_80~89세,"27,385","7,350",930,782,739,614,482,649,598,666,753,780,357,"10,904","1,045",447,579,649,405,851,558,334,"1,294","1,149",607,525,740,638,"1,083","9,131",979,907,"1,041","1,488",463,860,"1,074",921,"1,398"
2020년10월_계_90~99세,"4,141","1,159",121,120,133,105,78,94,114,99,123,107,65,"1,641",139,76,156,107,46,123,88,39,197,167,87,81,81,94,160,"1,341",128,108,139,204,89,158,162,139,214
2020년10월_계_100세 이상,202,76,0,8,9,5,4,6,11,13,10,3,7,72,9,2,2,7,2,8,3,2,6,7,3,5,2,6,8,54,13,5,2,6,2,4,10,4,8
2020년10월_남_총인구수,"533,921","132,715","17,314","13,629","10,315","11,797","4,281","4,841","10,865","12,414","22,326","18,130","6,803","217,772","19,376","15,295","8,710","21,050","6,947","16,733","10,537","13,207","19,099","15,868","15,949","13,401","11,424","12,206","17,970","183,434","18,316","20,515","18,596","27,494","9,147","24,366","23,613","16,649","24,738"
2020년10월_남_연령구간인구수,"533,921","132,715","17,314","13,629","10,315","11,797","4,281","4,841","10,865","12,414","22,326","18,130","6,803","217,772","19,376","15,295","8,710","21,050","6,947","16,733","10,537","13,207","19,099","15,868","15,949","13,401","11,424","12,206","17,970","183,434","18,316","20,515","18,596","27,494","9,147","24,366","23,613","16,649","24,738"
2020년10월_남_0~9세,"51,907","10,892","1,195","1,011",803,"1,608",168,131,675,792,"2,541","1,613",355,"22,219","1,718","1,810",964,"2,270",543,"1,631",932,"1,621","1,752","1,426","1,776","1,397","1,541","1,060","1,778","18,796","1,428","2,404","1,807","2,597",798,"2,977","2,415","1,773","2,597"
2020년10월_남_10~19세,"63,514","14,094","2,082","1,228",942,908,293,535,"1,794","1,143","2,276","2,259",634,"26,245","1,876","1,845",662,"1,741",650,"2,262","1,129","1,236","2,508","1,601","2,915","2,441","1,533","1,475","2,371","23,175","1,916","2,977","2,726","3,607",837,"2,764","3,133","2,193","3,022"
2020년10월_남_20~29세,"71,258","18,784","2,681","1,833","1,212","1,021",416,551,"1,458","2,285","3,670","2,600","1,057","29,234","2,590","2,010","1,300","3,270","1,033","2,044","1,338","2,875","2,237","2,107","1,778","1,614","1,085","1,767","2,186","23,240","2,786","2,428","2,112","3,892","1,406","2,790","3,080","1,952","2,794"
2020년10월_남_30~39세,"72,148","17,927","2,148","1,592","1,273","2,081",424,443,"1,332","1,716","3,779","2,335",804,"29,388","3,238","2,357","1,645","3,990","1,034","1,934","1,367","2,313","2,077","2,018","1,536","1,068","1,480","1,383","1,948","24,833","3,303","2,964","1,892","3,335","1,662","3,738","3,257","2,063","2,619"
2020년10월_남_40~49세,"99,102","22,933","3,112","2,396","1,826","2,247",613,615,"1,679","2,039","3,944","3,435","1,027","41,278","3,359","3,000","1,399","3,638","1,267","3,289","1,915","2,251","3,768","2,643","3,794","2,911","2,443","2,145","3,456","34,891","2,985","4,418","3,723","5,242","1,503","4,723","4,477","3,171","4,649"
2020년10월_남_50~59세,"83,575","22,300","3,095","2,512","1,929","1,549",859,895,"1,767","2,103","3,114","3,160","1,317","33,445","3,172","2,381","1,315","3,297","1,227","2,596","1,685","1,547","2,835","2,475","2,393","2,258","1,346","2,182","2,736","27,830","2,749","3,055","2,966","4,286","1,419","3,534","3,550","2,507","3,764"
2020년10월_남_60~69세,"50,001","15,461","1,820","1,835","1,401","1,371",841,971,"1,355","1,419","1,819","1,621","1,008","19,048","1,906","1,203",797,"1,691",606,"1,545","1,240",879,"1,893","1,737",902,931,845,"1,257","1,616","15,492","1,673","1,165","1,564","2,357",823,"2,206","1,883","1,372","2,449"
2020년10월_남_70~79세,"29,927","7,382",825,881,666,760,478,449,575,643,865,795,445,"11,854","1,035",535,359,872,400,"1,025",679,354,"1,400","1,279",583,550,772,677,"1,334","10,691","1,035",692,"1,269","1,480",486,"1,221","1,284","1,146","2,078"
2020년10월_남_80~89세,"11,342","2,667",331,316,240,224,169,228,203,247,288,286,135,"4,583",436,141,214,254,175,366,239,121,584,522,243,209,345,237,497,"4,092",403,375,500,634,184,373,496,424,703
2020년10월_남_90~99세,"1,109",262,25,23,22,28,20,22,26,22,27,26,21,460,43,13,54,26,11,39,13,9,44,57,29,20,32,23,47,387,36,35,37,64,29,40,37,48,61
2020년10월_남_100세 이상,38,13,0,2,1,0,0,1,1,5,3,0,0,18,3,0,1,1,1,2,0,1,1,3,0,2,2,0,1,7,2,2,0,0,0,0,1,0,2
2020년10월_여_총인구수,"541,569","125,640","16,078","12,346","9,858","11,650","3,946","4,113","9,212","12,114","22,221","17,782","6,320","223,054","19,461","15,462","8,860","21,133","6,512","16,954","10,772","12,534","20,363","16,579","17,121","13,901","12,056","12,739","18,607","192,875","18,485","21,284","19,672","29,480","9,379","25,097","25,207","17,525","26,746"
2020년10월_여_연령구간인구수,"541,569","125,640","16,078","12,346","9,858","11,650","3,946","4,113","9,212","12,114","22,221","17,782","6,320","223,054","19,461","15,462","8,860","21,133","6,512","16,954","10,772","12,534","20,363","16,579","17,121","13,901","12,056","12,739","18,607","192,875","18,485","21,284","19,672","29,480","9,379","25,097","25,207","17,525","26,746"
2020년10월_여_0~9세,"49,740","10,464","1,145",915,792,"1,613",164,105,619,804,"2,380","1,591",336,"21,040","1,697","1,759",935,"2,129",458,"1,487",927,"1,602","1,652","1,301","1,789","1,286","1,439",961,"1,618","18,236","1,356","2,347","1,784","2,580",734,"2,787","2,437","1,660","2,551"
2020년10월_여_10~19세,"59,697","12,459","1,819","1,125",854,928,283,414,"1,160","1,074","2,175","2,104",523,"24,790","1,768","1,724",634,"1,678",654,"2,098","1,021","1,210","2,353","1,517","2,831","2,289","1,459","1,366","2,188","22,448","1,800","2,845","2,586","3,560",781,"2,614","3,075","2,049","3,138"
2020년10월_여_20~29세,"66,028","15,702","2,062","1,461",906,924,334,355,"1,059","2,056","3,449","2,259",837,"27,184","2,562","1,805","1,177","3,432",918,"1,973","1,174","2,038","2,050","1,994","1,742","1,522","1,121","1,652","2,024","23,142","2,641","2,473","1,967","3,913","1,388","2,774","3,276","1,948","2,762"
2020년10월_여_30~39세,"74,064","16,011","1,809","1,445","1,070","2,145",305,287,"1,014","1,432","3,646","2,246",612,"30,663","2,978","2,431","1,575","3,936",861,"2,031","1,410","2,290","2,233","2,119","1,935","1,427","1,696","1,457","2,284","27,390","2,913","3,363","2,239","3,758","1,633","4,254","3,601","2,303","3,326"
2020년10월_여_40~49세,"101,284","20,593","2,903","2,020","1,510","1,820",473,399,"1,418","1,846","3,836","3,383",985,"42,802","3,305","3,062","1,375","3,440","1,169","3,300","1,885","2,136","4,046","2,788","4,158","3,391","2,507","2,370","3,870","37,889","3,173","4,646","4,314","5,713","1,546","4,864","4,930","3,441","5,262"
2020년10월_여_50~59세,"80,754","20,807","2,748","2,117","1,771","1,558",753,734,"1,619","2,096","3,224","2,906","1,281","32,877","3,073","2,368","1,449","3,242","1,035","2,539","1,803","1,635","2,953","2,595","2,172","1,938","1,320","2,184","2,571","27,070","2,692","2,685","2,732","4,369","1,469","3,447","3,472","2,519","3,685"
2020년10월_여_60~69세,"55,110","15,375","1,808","1,721","1,502","1,455",796,814,"1,222","1,488","1,924","1,688",957,"21,781","2,018","1,330",864,"1,809",644,"1,758","1,408",924,"2,415","1,993","1,178","1,012","1,158","1,413","1,857","17,954","1,938","1,255","1,883","2,699",921,"2,378","2,191","1,673","3,016"
2020년10월_여_70~79세,"35,653","8,586","1,089",973,835,735,463,507,608,814,"1,019","1,027",516,"14,361","1,349",612,383,985,507,"1,193",747,455,"1,793","1,531",891,656,912,858,"1,489","12,706","1,293","1,062","1,522","1,888",566,"1,370","1,513","1,340","2,152"
2020년10월_여_80~89세,"16,043","4,683",599,466,499,390,313,421,395,419,465,494,222,"6,321",609,306,365,395,230,485,319,213,710,627,364,316,395,401,586,"5,039",576,532,541,854,279,487,578,497,695
2020년10월_여_90~99세,"3,032",897,96,97,111,77,58,72,88,77,96,81,44,"1,181",96,63,102,81,35,84,75,30,153,110,58,61,49,71,113,954,92,73,102,140,60,118,125,91,153
2020년10월_여_100세 이상,164,63,0,6,8,5,4,5,10,8,7,3,7,54,6,2,1,6,1,6,3,1,5,4,3,3,0,6,7,47,11,3,2,6,2,4,9,4,6
