카테고리,경상북도 김천시,경상북도 김천시 아포읍,경상북도 김천시 농소면,경상북도 김천시 남면,경상북도 김천시 개령면,경상북도 김천시 감문면,경상북도 김천시 어모면,경상북도 김천시 봉산면,경상북도 김천시 대항면,경상북도 김천시 감천면,경상북도 김천시 조마면,경상북도 김천시 구성면,경상북도 김천시 지례면,경상북도 김천시 부항면,경상북도 김천시 대덕면,경상북도 김천시 증산면,경상북도 김천시 자산동,경상북도 김천시 평화남산동,경상북도 김천시 양금동,경상북도 김천시 대신동,경상북도 김천시 대곡동,경상북도 김천시 지좌동,경상북도 김천시 율곡동
2021년05월_남_30~39세,"7,782",280,128,106,87,96,115,112,112,82,75,75,46,33,63,10,339,413,132,"1,459",992,739,"2,288"
2021년05월_남_40~49세,"10,149",470,191,188,128,145,231,172,182,113,112,121,60,68,83,46,486,476,221,"1,975","1,448",936,"2,297"
2021년05월_남_50~59세,"12,363",758,328,336,257,322,405,320,378,205,227,299,153,125,198,125,590,672,352,"2,141","1,767",991,"1,414"
2021년05월_남_60~69세,"11,271",779,340,388,321,465,492,417,438,223,289,374,211,186,259,157,691,702,398,"1,422","1,451",708,560
2021년05월_남_70~79세,"5,859",376,186,214,174,245,294,230,200,134,166,228,118,88,173,63,454,429,288,589,712,329,169
2021년05월_남_80~89세,"2,739",182,126,107,72,143,139,87,108,81,83,111,74,55,97,45,170,219,140,255,308,95,42
2021년05월_남_90~99세,275,20,12,10,11,17,12,16,8,7,9,19,13,8,9,4,13,12,14,24,22,10,5
2021년05월_남_100세 이상,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2021년05월_여_총인구수,"70,039","3,485","1,444","1,515","1,206","1,667","1,979","1,523","1,681",948,"1,111","1,420",777,635,"1,160",539,"3,264","3,908","2,040","12,844","10,200","5,430","11,263"
2021년05월_여_연령구간인구수,"70,039","3,485","1,444","1,515","1,206","1,667","1,979","1,523","1,681",948,"1,111","1,420",777,635,"1,160",539,"3,264","3,908","2,040","12,844","10,200","5,430","11,263"
2021년05월_여_0~9세,"4,917",161,64,28,18,27,69,43,37,17,25,28,20,9,17,3,84,103,60,981,673,436,"2,014"
2021년05월_여_10~19세,"5,653",197,58,66,52,51,65,56,88,29,39,29,20,17,155,15,183,191,105,"1,536",933,467,"1,301"
2021년05월_여_20~29세,"6,386",222,100,79,59,53,111,111,105,67,56,77,29,26,43,17,266,348,153,"1,689",969,642,"1,164"
2021년05월_여_30~39세,"6,989",253,91,88,59,73,102,62,87,37,51,51,25,21,44,13,199,272,118,"1,398",967,565,"2,413"
2021년05월_여_40~49세,"9,138",355,109,116,72,95,178,103,130,68,76,65,41,37,63,38,318,378,185,"2,117","1,505",881,"2,208"
2021년05월_여_50~59세,"11,286",654,226,255,215,263,325,272,331,170,196,231,107,87,162,87,477,658,302,"2,173","1,926",946,"1,223"
2021년05월_여_60~69세,"11,566",718,327,328,300,391,449,384,390,213,257,333,169,142,238,145,855,922,478,"1,472","1,681",802,572
2021년05월_여_70~79세,"7,490",480,249,259,211,318,350,270,249,155,178,273,182,134,197,93,535,622,380,830,889,420,216
2021년05월_여_80~89세,"5,580",363,190,238,187,331,268,195,213,161,199,274,162,137,206,113,304,349,226,566,552,223,123
2021년05월_여_90~99세,"1,005",81,29,56,32,65,61,27,48,31,32,59,21,23,32,15,43,63,32,76,104,47,28
2021년05월_여_100세 이상,29,1,1,2,1,0,1,0,3,0,2,0,1,2,3,0,0,2,1,6,1,1,1
