,경기도 평택시,경기도 평택시 팽성읍,경기도 평택시 안중읍,경기도 평택시 포승읍,경기도 평택시 청북읍,경기도 평택시 진위면,경기도 평택시 서탄면,경기도 평택시 고덕면,경기도 평택시 오성면,경기도 평택시 현덕면,경기도 평택시 중앙동,경기도 평택시 서정동,경기도 평택시 송탄동,경기도 평택시 지산동,경기도 평택시 송북동,경기도 평택시 신장1동,경기도 평택시 신장2동,경기도 평택시 신평동,경기도 평택시 원평동,경기도 평택시 통복동,경기도 평택시 비전1동,경기도 평택시 비전2동,경기도 평택시 용이동,경기도 평택시 세교동
2020년05월_남_30~39세,"42,252","1,680","3,114","2,625","2,532",859,225,"1,866",374,228,"2,956","1,749","1,770","1,237","1,346",660,387,"1,651",878,243,"7,465","4,091","2,430","1,886"
2020년05월_남_40~49세,"48,330","2,197","4,445","3,006","2,849",996,296,"1,708",534,395,"3,886","2,269","1,917","1,117","1,935",633,480,"1,817",826,305,"7,418","4,472","2,664","2,165"
2020년05월_남_50~59세,"44,608","2,811","3,704","2,417","1,602","1,173",395,"1,472",767,609,"4,120","2,483","1,628",996,"2,066",571,533,"2,184","1,035",457,"5,239","4,198","1,700","2,448"
2020년05월_남_60~69세,"25,646","2,099","1,802","1,351","1,023",909,382,900,559,559,"2,060","1,477",860,573,"1,252",355,443,"1,386",713,350,"2,436","2,223",666,"1,268"
2020년05월_남_70~79세,"12,241","1,196",824,646,546,491,210,440,334,381,940,769,337,273,529,171,269,677,390,209,949,889,245,526
2020년05월_남_80~89세,"4,739",572,315,210,161,165,86,170,138,157,313,289,117,106,225,79,118,275,145,69,322,408,76,223
2020년05월_남_90~99세,503,49,36,19,26,12,4,13,21,16,34,41,14,10,28,12,18,29,15,8,29,40,7,22
2020년05월_남_100세 이상,72,15,0,0,1,1,1,3,0,0,8,8,2,1,6,5,9,3,4,0,2,2,0,1
2020년05월_여_총인구수,"253,002","13,453","21,383","9,742","12,141","5,141","1,649","9,102","3,182","2,566","21,556","12,950","9,278","5,684","11,058","3,643","2,857","11,158","5,218","1,968","37,518","26,650","11,941","13,164"
2020년05월_여_연령구간인구수,"253,002","13,453","21,383","9,742","12,141","5,141","1,649","9,102","3,182","2,566","21,556","12,950","9,278","5,684","11,058","3,643","2,857","11,158","5,218","1,968","37,518","26,650","11,941","13,164"
2020년05월_여_0~9세,"23,729",756,"2,144","1,031","1,961",260,62,"1,114",154,79,"1,509",730,"1,134",363,855,278,87,545,299,65,"4,736","2,780","1,696","1,091"
2020년05월_여_10~19세,"25,527",822,"2,927",940,"1,430",390,91,811,243,142,"2,490","1,200",923,490,"1,095",234,149,872,341,100,"4,109","2,915","1,471","1,342"
2020년05월_여_20~29세,"32,203","1,248","2,632","1,060",971,603,144,"1,128",316,197,"3,115","1,707","1,185",973,"1,357",450,321,"1,789",713,258,"4,993","3,589","1,526","1,928"
2020년05월_여_30~39세,"35,815","1,309","2,721","1,388","2,376",490,141,"1,599",248,155,"2,465","1,386","1,568",895,"1,328",551,237,"1,278",642,157,"6,982","3,980","2,241","1,678"
2020년05월_여_40~49세,"42,979","1,749","4,258","1,619","2,140",722,169,"1,371",366,241,"3,903","2,056","1,579",883,"1,797",563,323,"1,668",785,251,"7,129","4,856","2,393","2,158"
2020년05월_여_50~59세,"40,418","2,383","3,078","1,444","1,277",964,301,"1,381",577,448,"3,937","2,447","1,501",880,"2,030",531,488,"2,123",904,392,"5,091","4,303","1,449","2,489"
2020년05월_여_60~69세,"26,103","2,402","1,762","1,119",993,828,316,838,548,540,"2,117","1,705",730,586,"1,297",500,521,"1,462",735,365,"2,505","2,274",685,"1,275"
2020년05월_여_70~79세,"15,819","1,650","1,100",647,544,524,236,484,391,409,"1,227","1,087",385,407,819,343,443,909,479,244,"1,214","1,225",296,756
2020년05월_여_80~89세,"8,846",953,642,417,365,313,168,311,300,300,688,548,229,173,403,154,237,442,267,118,652,620,160,386
2020년05월_여_90~99세,"1,396",147,109,73,75,42,19,62,37,52,95,75,40,30,71,33,38,62,42,15,101,97,24,57
2020년05월_여_100세 이상,167,34,10,4,9,5,2,3,2,3,10,9,4,4,6,6,13,8,11,3,6,11,0,4
