카테고리,인천광역시 연수구,인천광역시 연수구 옥련1동,인천광역시 연수구 옥련2동,인천광역시 연수구 선학동,인천광역시 연수구 연수1동,인천광역시 연수구 연수2동,인천광역시 연수구 연수3동,인천광역시 연수구 청학동,인천광역시 연수구 동춘1동,인천광역시 연수구 동춘2동,인천광역시 연수구 동춘3동,인천광역시 연수구 송도1동,인천광역시 연수구 송도2동,인천광역시 연수구 송도3동,인천광역시 연수구 송도4동,인천광역시 연수구 송도5동
2021년07월_여_연령구간인구수,"196,550","9,857","10,383","8,327","8,907","10,822","8,593","11,960","13,023","9,485","9,610","19,277","18,764","24,979","12,705","19,858"
2021년07월_여_0~9세,"18,652",634,721,409,431,640,443,599,"1,131",657,756,"1,508","2,390","3,379","1,828","3,126"
2021년07월_여_10~19세,"20,959",910,"1,044",518,692,818,592,829,"1,332",934,"1,378","2,694","3,106","2,936","1,459","1,717"
2021년07월_여_20~29세,"24,813","1,178","1,357","1,043","1,338","1,539","1,091","1,467","1,640","1,266","1,192","3,224","1,775","3,178","1,395","2,130"
2021년07월_여_30~39세,"29,222","1,090","1,236",967,"1,001","1,518","1,025","1,287","1,926","1,290",992,"2,278","2,550","4,927","2,480","4,655"
2021년07월_여_40~49세,"35,034","1,576","1,645","1,045","1,341","1,552","1,130","1,645","2,148","1,523","1,836","3,584","4,564","5,083","2,629","3,733"
2021년07월_여_50~59세,"32,896","1,895","2,052","1,716","1,819","2,028","1,670","2,520","2,502","1,864","1,710","3,180","2,602","3,060","1,691","2,587"
2021년07월_여_60~69세,"20,321","1,330","1,267","1,503","1,268","1,463","1,311","1,967","1,484","1,158",970,"1,750","1,074","1,551",849,"1,376"
2021년07월_여_70~79세,"8,508",771,610,667,618,664,693,960,478,438,458,611,425,550,240,325
2021년07월_여_80~89세,"5,016",403,371,375,330,491,504,574,304,308,254,347,221,262,112,160
2021년07월_여_90~99세,"1,087",70,76,78,64,107,126,109,74,45,64,99,54,53,20,48
2021년07월_여_100세 이상,42,0,4,6,5,2,8,3,4,2,0,2,3,0,2,1
