카테고리,전라남도 신안군,전라남도 신안군 지도읍,전라남도 신안군 지도읍선도출장소,전라남도 신안군 압해읍,전라남도 신안군 압해읍매화출장소,전라남도 신안군 압해읍고이도출장소,전라남도 신안군 증도면,전라남도 신안군 증도면병풍출장소,전라남도 신안군 임자면,전라남도 신안군 자은면,전라남도 신안군 비금면,전라남도 신안군 도초면,전라남도 신안군 도초면우이도출장소,전라남도 신안군 흑산면,전라남도 신안군 흑산면가거도출장소,전라남도 신안군 흑산면태도출장소,전라남도 신안군 흑산면홍도출장소,전라남도 신안군 흑산면대둔도출장소,전라남도 신안군 하의면,전라남도 신안군 신의면,전라남도 신안군 장산면,전라남도 신안군 안좌면,전라남도 신안군 안좌면자라출장소,전라남도 신안군 팔금면,전라남도 신안군 암태면
2021년05월_계_80~89세,"4,084",470,40,494,25,28,179,29,252,272,351,313,15,201,24,20,32,18,199,123,197,361,27,141,273
2021년05월_계_90~99세,523,62,2,74,2,2,19,1,19,24,53,29,2,43,1,1,1,8,24,15,23,62,3,22,31
2021년05월_계_100세 이상,11,0,0,1,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,2,2,1,0,0,0
2021년05월_남_총인구수,"20,671","2,205",126,"3,116",115,130,798,182,"1,709","1,197","1,868","1,275",124,"1,242",288,122,276,189,924,832,824,"1,406",154,493,"1,076"
2021년05월_남_연령구간인구수,"20,671","2,205",126,"3,116",115,130,798,182,"1,709","1,197","1,868","1,275",124,"1,242",288,122,276,189,924,832,824,"1,406",154,493,"1,076"
2021년05월_남_0~9세,774,80,2,111,3,11,18,4,76,42,78,52,6,34,7,6,11,4,34,31,43,53,8,11,49
2021년05월_남_10~19세,"1,034",115,2,137,1,3,24,9,121,52,97,97,3,65,12,10,15,11,54,55,28,52,6,19,46
2021년05월_남_20~29세,"1,623",166,9,280,5,5,55,10,142,82,110,102,3,119,36,9,21,19,72,74,48,124,14,40,78
2021년05월_남_30~39세,"1,665",155,9,266,12,11,64,14,122,93,148,108,6,118,44,12,39,15,66,70,63,103,18,36,73
2021년05월_남_40~49세,"2,833",282,13,399,14,16,130,26,276,140,251,160,22,214,59,20,62,32,128,142,109,147,16,55,120
2021년05월_남_50~59세,"4,260",450,32,639,19,20,198,46,357,244,398,224,41,274,69,26,67,46,196,164,158,279,23,76,214
2021년05월_남_60~69세,"4,285",497,34,699,35,26,133,32,326,251,382,257,23,218,40,26,35,37,177,163,176,313,37,120,248
2021년05월_남_70~79세,"2,856",305,13,393,19,24,115,28,222,185,286,187,18,136,14,10,19,21,141,98,133,211,25,94,159
2021년05월_남_80~89세,"1,241",143,12,179,6,13,58,13,65,102,111,81,2,61,7,3,6,3,52,30,61,111,5,39,78
2021년05월_남_90~99세,96,12,0,13,1,1,3,0,2,6,7,7,0,2,0,0,1,1,4,4,4,12,2,3,11
2021년05월_남_100세 이상,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
2021년05월_여_총인구수,"18,053","2,020",115,"2,640",117,94,659,135,"1,504","1,086","1,652","1,221",93,985,160,92,203,131,813,700,733,"1,306",132,493,969
2021년05월_여_연령구간인구수,"18,053","2,020",115,"2,640",117,94,659,135,"1,504","1,086","1,652","1,221",93,985,160,92,203,131,813,700,733,"1,306",132,493,969
2021년05월_여_0~9세,747,63,3,100,5,4,21,7,89,32,63,56,2,42,4,6,10,6,35,39,37,57,8,13,45
2021년05월_여_10~19세,982,113,4,156,3,2,20,1,110,52,104,109,3,46,9,7,11,10,49,49,37,45,2,13,27
2021년05월_여_20~29세,"1,066",104,3,192,4,2,40,9,86,56,103,64,5,72,17,7,25,11,42,57,28,77,8,9,45
2021년05월_여_30~39세,963,100,6,152,5,3,23,3,92,40,77,59,8,66,9,4,13,10,50,49,39,71,12,27,45
2021년05월_여_40~49세,"1,415",158,5,221,6,5,47,10,133,82,145,105,6,84,20,6,24,10,64,65,48,72,10,29,60
2021년05월_여_50~59세,"2,696",306,15,454,15,11,95,19,229,186,222,155,20,152,30,15,37,17,116,105,80,172,21,69,155
2021년05월_여_60~69세,"3,499",390,23,560,26,23,117,38,276,233,330,205,21,158,30,16,38,26,144,122,158,250,28,96,191
2021년05월_여_70~79세,"3,408",409,26,428,33,28,159,31,285,216,322,213,13,182,23,13,19,19,146,109,150,262,20,116,186
2021년05월_여_80~89세,"2,843",327,28,315,19,15,121,16,187,170,240,232,13,140,17,17,26,15,147,93,136,250,22,102,195
2021년05월_여_90~99세,427,50,2,61,1,1,16,1,17,18,46,22,2,41,1,1,0,7,20,11,19,50,1,19,20
2021년05월_여_100세 이상,7,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0
