카테고리,서울특별시 도봉구,서울특별시 도봉구 창제1동,서울특별시 도봉구 창제2동,서울특별시 도봉구 창제3동,서울특별시 도봉구 창제4동,서울특별시 도봉구 창제5동,서울특별시 도봉구 도봉제1동,서울특별시 도봉구 도봉제2동,서울특별시 도봉구 쌍문제1동,서울특별시 도봉구 쌍문제2동,서울특별시 도봉구 쌍문제3동,서울특별시 도봉구 쌍문제4동,서울특별시 도봉구 방학제1동,서울특별시 도봉구 방학제2동,서울특별시 도봉구 방학제3동
2020년10월_계_100세 이상,181,8,3,10,9,13,18,28,17,19,9,7,12,18,10
2020년10월_남_총인구수,"159,356","12,109","14,538","7,188","13,116","12,154","10,996","13,660","10,556","9,329","8,154","9,172","14,466","10,302","13,616"
2020년10월_남_연령구간인구수,"159,356","12,109","14,538","7,188","13,116","12,154","10,996","13,660","10,556","9,329","8,154","9,172","14,466","10,302","13,616"
2020년10월_남_0~9세,"9,863",815,969,416,926,828,443,831,631,550,427,654,779,496,"1,098"
2020년10월_남_10~19세,"13,359","1,108","1,215",576,"1,359","1,011",649,916,797,756,535,"1,028","1,152",787,"1,470"
2020년10월_남_20~29세,"22,287","1,652","2,050",977,"1,907","1,845","1,432","1,722","1,474","1,302","1,221","1,317","2,034","1,494","1,860"
2020년10월_남_30~39세,"21,085","1,735","2,103",907,"1,658","1,825","1,325","1,880","1,341","1,361","1,235","1,138","1,731","1,222","1,624"
2020년10월_남_40~49세,"24,234","2,012","2,334","1,133","2,102","1,707","1,599","1,962","1,648","1,406","1,267","1,378","2,124","1,548","2,014"
2020년10월_남_50~59세,"27,317","1,953","2,487","1,310","2,339","2,057","1,921","2,197","1,796","1,512","1,311","1,556","2,737","1,885","2,256"
2020년10월_남_60~69세,"23,582","1,611","1,927","1,043","1,668","1,703","1,876","2,332","1,564","1,416","1,155","1,324","2,230","1,660","2,073"
2020년10월_남_70~79세,"12,727",864,"1,039",612,801,830,"1,295","1,330",950,712,722,546,"1,283",886,857
2020년10월_남_80~89세,"4,408",321,387,202,306,308,410,445,326,277,258,198,359,288,323
2020년10월_남_90~99세,444,36,27,9,46,36,43,39,22,29,22,32,35,31,37
2020년10월_남_100세 이상,50,2,0,3,4,4,3,6,7,8,1,1,2,5,4
2020년10월_여_총인구수,"167,261","13,304","15,197","7,192","14,142","13,147","10,727","14,282","11,333","10,042","8,655","10,166","14,621","10,064","14,389"
2020년10월_여_연령구간인구수,"167,261","13,304","15,197","7,192","14,142","13,147","10,727","14,282","11,333","10,042","8,655","10,166","14,621","10,064","14,389"
2020년10월_여_0~9세,"9,230",786,895,390,872,763,445,828,587,493,400,586,792,465,928
2020년10월_여_10~19세,"12,577","1,089","1,102",519,"1,304",967,574,846,854,675,495,"1,035","1,109",700,"1,308"
2020년10월_여_20~29세,"21,404","1,674","2,071",886,"1,837","1,919","1,228","1,669","1,631","1,249","1,287","1,262","1,893","1,244","1,554"
2020년10월_여_30~39세,"20,201","1,738","2,078",797,"1,762","1,735","1,075","1,807","1,276","1,284","1,153","1,223","1,640","1,010","1,623"
2020년10월_여_40~49세,"24,690","2,133","2,284","1,052","2,369","1,903","1,337","1,892","1,602","1,414","1,183","1,643","2,163","1,437","2,278"
2020년10월_여_50~59세,"29,966","2,259","2,702","1,324","2,590","2,412","1,926","2,338","1,935","1,819","1,525","1,908","2,692","1,933","2,603"
2020년10월_여_60~69세,"25,819","1,861","2,177","1,099","1,797","1,904","2,038","2,574","1,749","1,603","1,296","1,425","2,356","1,662","2,278"
2020년10월_여_70~79세,"14,959","1,123","1,268",763,944,950,"1,419","1,483","1,102",949,916,637,"1,302","1,068","1,035"
2020년10월_여_80~89세,"7,090",556,544,311,571,492,595,696,503,460,338,366,553,450,655
2020년10월_여_90~99세,"1,194",79,73,44,91,93,75,127,84,85,54,75,111,82,121
2020년10월_여_100세 이상,131,6,3,7,5,9,15,22,10,11,8,6,10,13,6
