카테고리,부산광역시 남구,부산광역시 남구 대연제1동,부산광역시 남구 대연제3동,부산광역시 남구 대연제4동,부산광역시 남구 대연제5동,부산광역시 남구 대연제6동,부산광역시 남구 용호제1동,부산광역시 남구 용호제2동,부산광역시 남구 용호제3동,부산광역시 남구 용호제4동,부산광역시 남구 용당동,부산광역시 남구 감만제1동,부산광역시 남구 감만제2동,부산광역시 남구 우암동,부산광역시 남구 문현제1동,부산광역시 남구 문현제2동,부산광역시 남구 문현제3동,부산광역시 남구 문현제4동
2020년12월_남_연령구간인구수,"131,037","8,017","16,071","6,145","8,190","7,512","21,689","8,528","6,103","4,229","4,161","7,074","3,471","6,567","6,856","4,405","7,717","4,302"
2020년12월_남_0~9세,"9,210",253,"1,454",538,576,872,"1,741",751,239,295,266,374,165,356,397,185,576,172
2020년12월_남_10~19세,"11,937",479,"1,621",452,731,802,"2,641",962,470,312,381,541,258,469,627,216,661,314
2020년12월_남_20~29세,"18,617","1,966","3,183",635,"1,320",882,"2,702",916,790,489,609,903,383,739,916,606,"1,013",565
2020년12월_남_30~39세,"15,476","1,064","2,100",905,994,"1,083","1,966",927,650,553,415,753,362,691,690,713,"1,137",473
2020년12월_남_40~49세,"21,055","1,102","2,789","1,010","1,310","1,329","3,637","1,439",841,689,636,"1,093",581,993,"1,093",670,"1,197",646
2020년12월_남_50~59세,"20,869","1,090","2,202",873,"1,203","1,073","3,802","1,310","1,041",644,748,"1,200",597,"1,088","1,243",719,"1,286",750
2020년12월_남_60~69세,"18,822","1,040","1,562",911,"1,093",823,"3,019","1,290","1,143",709,666,"1,267",565,"1,216","1,071",687,"1,022",738
2020년12월_남_70~79세,"11,141",736,850,596,681,485,"1,589",725,731,410,332,713,416,775,613,435,604,450
2020년12월_남_80~89세,"3,639",271,287,214,263,149,535,194,186,113,102,217,140,224,196,158,206,184
2020년12월_남_90~99세,248,14,21,10,18,14,55,13,12,12,5,10,4,14,9,13,15,9
2020년12월_남_100세 이상,23,2,2,1,1,0,2,1,0,3,1,3,0,2,1,3,0,1
2020년12월_여_총인구수,"136,694","7,971","16,991","6,457","8,687","8,096","23,331","8,790","6,492","4,523","3,997","6,776","3,566","6,706","7,197","4,430","8,195","4,489"
2020년12월_여_연령구간인구수,"136,694","7,971","16,991","6,457","8,687","8,096","23,331","8,790","6,492","4,523","3,997","6,776","3,566","6,706","7,197","4,430","8,195","4,489"
2020년12월_여_0~9세,"8,842",284,"1,364",509,504,925,"1,761",696,266,242,230,336,145,279,368,171,578,184
2020년12월_여_10~19세,"11,098",462,"1,507",413,695,731,"2,513",841,456,338,377,450,231,434,599,176,630,245
2020년12월_여_20~29세,"16,622","1,626","3,188",598,"1,311",880,"2,324",755,666,436,423,654,296,568,811,694,927,465
2020년12월_여_30~39세,"14,710",793,"2,194",878,969,"1,143","2,252",913,520,507,356,644,291,599,628,591,"1,049",383
2020년12월_여_40~49세,"20,838",963,"2,893",863,"1,333","1,416","4,161","1,472",817,660,622,911,480,860,"1,084",529,"1,226",548
2020년12월_여_50~59세,"21,930","1,173","2,434",995,"1,252","1,160","4,046","1,418","1,134",730,709,"1,146",557,"1,094","1,275",628,"1,373",806
2020년12월_여_60~69세,"22,096","1,335","1,830","1,080","1,358","1,006","3,320","1,502","1,389",911,674,"1,355",773,"1,481","1,216",711,"1,265",890
2020년12월_여_70~79세,"13,742",925,"1,029",761,864,565,"1,963",773,859,482,423,860,554,894,816,570,763,641
2020년12월_여_80~89세,"5,828",351,453,314,355,225,850,349,328,183,150,367,209,410,348,311,341,284
2020년12월_여_90~99세,874,49,86,38,41,38,136,63,51,27,32,41,26,78,48,40,41,39
2020년12월_여_100세 이상,114,10,13,8,5,7,5,8,6,7,1,12,4,9,4,9,2,4
