카테고리,인천광역시 부평구,인천광역시 부평구 부평1동,인천광역시 부평구 부평2동,인천광역시 부평구 부평3동,인천광역시 부평구 부평4동,인천광역시 부평구 부평5동,인천광역시 부평구 부평6동,인천광역시 부평구 산곡1동,인천광역시 부평구 산곡2동,인천광역시 부평구 산곡3동,인천광역시 부평구 산곡4동,인천광역시 부평구 청천1동,인천광역시 부평구 청천2동,인천광역시 부평구 갈산1동,인천광역시 부평구 갈산2동,인천광역시 부평구 삼산1동,인천광역시 부평구 삼산2동,인천광역시 부평구 부개1동,인천광역시 부평구 부개2동,인천광역시 부평구 부개3동,인천광역시 부평구 일신동,인천광역시 부평구 십정1동,인천광역시 부평구 십정2동
2021년06월_남_50~59세,"43,371","2,920","1,340","1,152","2,954","2,457","1,249","1,294","2,706","1,901","1,527",818,"3,141","1,601","1,581","3,194","2,705","1,449","1,612","2,872","1,022","1,398","2,478"
2021년06월_남_60~69세,"33,517","2,239","1,027","1,055","2,194","1,745","1,069","1,088","1,949","1,736","1,197",648,"2,342","1,194","1,592","2,217","1,495","1,376","1,254","1,932","1,052","1,091","2,025"
2021년06월_남_70~79세,"14,196",973,577,505,983,747,472,526,787,876,461,243,870,471,635,806,506,737,565,730,403,480,843
2021년06월_남_80~89세,"4,889",407,166,176,342,254,195,160,234,338,194,57,318,153,173,284,187,207,190,246,123,184,301
2021년06월_남_90~99세,431,38,18,21,23,27,10,16,22,35,17,8,20,7,24,35,13,20,11,25,10,17,14
2021년06월_남_100세 이상,22,1,0,0,1,2,1,0,0,2,0,4,2,0,4,0,0,0,3,0,0,0,2
2021년06월_여_총인구수,"248,149","19,152","7,642","6,436","18,376","16,346","7,702","6,527","15,979","11,437","9,363","3,247","17,555","8,097","9,743","17,280","14,970","8,141","9,765","16,255","6,152","6,774","11,210"
2021년06월_여_연령구간인구수,"248,149","19,152","7,642","6,436","18,376","16,346","7,702","6,527","15,979","11,437","9,363","3,247","17,555","8,097","9,743","17,280","14,970","8,141","9,765","16,255","6,152","6,774","11,210"
2021년06월_여_0~9세,"15,475","1,137",422,292,"1,179","1,187",484,294,"1,296",549,573,168,"1,316",421,571,"1,080","1,164",406,665,886,466,356,563
2021년06월_여_10~19세,"20,318","1,439",566,401,"1,105","1,121",441,463,"1,774",939,837,255,"1,396",542,668,"1,717","2,007",506,880,"1,584",478,506,693
2021년06월_여_20~29세,"33,451","3,095",985,764,"3,003","2,573","1,110",745,"1,918","1,331","1,274",388,"2,337","1,175","1,189","2,201","1,809",974,"1,253","2,342",683,846,"1,456"
2021년06월_여_30~39세,"32,102","2,825",957,788,"3,049","2,727","1,189",738,"1,892","1,107","1,103",361,"2,526","1,007","1,310","1,891","1,536",916,"1,300","2,060",814,725,"1,281"
2021년06월_여_40~49세,"37,621","2,860","1,123",873,"2,702","2,440","1,053",883,"2,843","1,562","1,433",453,"2,554","1,108","1,202","2,866","3,064","1,074","1,503","2,665",840,"1,024","1,496"
2021년06월_여_50~59세,"45,439","3,223","1,345","1,144","3,089","2,706","1,334","1,210","2,876","2,122","1,837",653,"3,282","1,676","1,921","3,274","2,670","1,440","1,770","3,239","1,135","1,252","2,241"
2021년06월_여_60~69세,"35,291","2,557","1,221","1,108","2,369","1,999","1,136","1,194","1,995","1,952","1,260",541,"2,435","1,244","1,607","2,262","1,497","1,549","1,362","1,931","1,026","1,112","1,934"
2021년06월_여_70~79세,"17,235","1,206",667,648,"1,190",982,567,590,862,"1,046",595,259,"1,054",575,723,"1,094",726,844,654,906,455,604,988
2021년06월_여_80~89세,"9,442",676,309,347,596,513,326,335,442,677,385,133,556,288,449,762,402,380,335,541,218,297,475
2021년06월_여_90~99세,"1,681",126,46,68,93,89,53,72,79,140,66,28,97,57,101,130,91,50,40,99,36,49,71
2021년06월_여_100세 이상,94,8,1,3,1,9,9,3,2,12,0,8,2,4,2,3,4,2,3,2,1,3,12
