,서울특별시 강서구,서울특별시 강서구 염창동,서울특별시 강서구 등촌제1동,서울특별시 강서구 등촌제2동,서울특별시 강서구 등촌제3동,서울특별시 강서구 화곡제1동,서울특별시 강서구 화곡제2동,서울특별시 강서구 화곡제3동,서울특별시 강서구 화곡제4동,서울특별시 강서구 화곡본동,서울특별시 강서구 화곡제6동,서울특별시 강서구 화곡제8동,서울특별시 강서구 가양제1동,서울특별시 강서구 가양제2동,서울특별시 강서구 가양제3동,서울특별시 강서구 발산제1동,서울특별시 강서구 우장산동,서울특별시 강서구 공항동,서울특별시 강서구 방화제1동,서울특별시 강서구 방화제2동,서울특별시 강서구 방화제3동
2021년01월_계_80~89세,"14,900",697,665,446,"1,460","1,184",396,577,595,689,555,615,488,765,650,772,768,653,"1,078",896,951
2021년01월_계_90~99세,"2,532",95,134,85,297,165,68,102,90,129,94,81,82,138,117,137,127,101,178,124,188
2021년01월_계_100세 이상,243,11,7,2,12,22,7,25,7,9,6,8,5,4,3,11,23,28,14,26,13
2021년01월_남_총인구수,"279,458","20,337","11,328","10,283","14,945","25,414","8,978","10,418","10,318","16,880","12,142","12,071","15,761","6,827","7,211","17,680","20,906","13,649","21,535","11,451","11,324"
2021년01월_남_연령구간인구수,"279,458","20,337","11,328","10,283","14,945","25,414","8,978","10,418","10,318","16,880","12,142","12,071","15,761","6,827","7,211","17,680","20,906","13,649","21,535","11,451","11,324"
2021년01월_남_0~9세,"19,953","2,124",681,675,875,"1,381",625,701,588,"1,146",620,666,893,244,367,"1,761","1,880","1,333","2,092",606,695
2021년01월_남_10~19세,"22,779","2,334",777,911,"1,071","1,271",712,834,716,"1,310",938,810,963,256,295,"2,385","2,659",879,"2,121",763,774
2021년01월_남_20~29세,"40,137","2,515","2,002","1,643","2,134","4,226","1,328","1,468","1,537","2,763","1,999","1,898","2,823",758,880,"2,271","2,508","1,900","2,564","1,592","1,328"
2021년01월_남_30~39세,"50,054","3,481","2,919","1,784","2,386","5,584","1,527","1,587","1,755","3,409","2,147","2,210","4,212","1,229","1,554","2,064","2,628","2,596","3,160","1,910","1,912"
2021년01월_남_40~49세,"45,467","3,753","1,602","1,498","1,871","3,920","1,571","1,548","1,683","2,835","1,855","2,019","2,408",769,"1,008","3,443","4,030","2,317","3,884","1,696","1,757"
2021년01월_남_50~59세,"41,198","2,925","1,482","1,574","2,448","3,513","1,351","1,574","1,622","2,317","1,869","1,682","2,047","1,019","1,070","2,747","3,282","1,938","3,182","1,843","1,713"
2021년01월_남_60~69세,"35,592","2,100","1,067","1,335","2,467","3,174","1,072","1,597","1,414","1,846","1,698","1,530","1,636","1,597","1,175","1,734","2,307","1,589","2,718","1,724","1,812"
2021년01월_남_70~79세,"18,252",832,511,682,"1,145","1,841",621,877,759,963,802,985,577,701,635,969,"1,269",803,"1,367",952,961
2021년01월_남_80~89세,"5,371",249,240,164,463,454,158,204,225,261,195,248,178,224,205,282,307,269,397,321,327
2021년01월_남_90~99세,578,24,44,17,80,41,11,22,17,27,18,20,23,28,21,21,30,14,44,33,43
2021년01월_남_100세 이상,77,0,3,0,5,9,2,6,2,3,1,3,1,2,1,3,6,11,6,11,2
2021년01월_여_총인구수,"299,718","21,524","12,864","10,701","16,467","26,890","9,449","11,249","10,766","17,715","12,759","13,032","18,454","7,592","8,232","19,569","22,858","13,221","22,631","11,728","12,017"
2021년01월_여_연령구간인구수,"299,718","21,524","12,864","10,701","16,467","26,890","9,449","11,249","10,766","17,715","12,759","13,032","18,454","7,592","8,232","19,569","22,858","13,221","22,631","11,728","12,017"
2021년01월_여_0~9세,"19,090","2,000",636,625,827,"1,361",600,598,553,"1,082",626,661,815,254,339,"1,637","1,896","1,237","2,128",549,666
2021년01월_여_10~19세,"21,794","2,227",574,706,982,"1,229",715,810,660,"1,117",724,808,937,220,291,"2,602","2,836",840,"2,114",682,720
2021년01월_여_20~29세,"46,512","2,886","3,006","1,647","2,019","5,124","1,291","1,640","1,456","3,180","2,249","1,973","5,540",922,953,"2,331","2,767","1,846","2,736","1,712","1,234"
2021년01월_여_30~39세,"48,652","3,861","3,112","1,736","2,248","4,951","1,382","1,572","1,606","2,959","2,038","2,010","4,169","1,169","1,548","2,311","2,895","2,404","3,273","1,623","1,785"
2021년01월_여_40~49세,"45,252","3,910","1,645","1,568","2,039","3,577","1,536","1,679","1,576","2,699","1,814","1,968","2,202",736,912,"3,795","4,607","1,976","3,792","1,509","1,712"
2021년01월_여_50~59세,"44,831","3,043","1,573","1,851","2,898","3,950","1,514","1,735","1,802","2,571","2,094","2,067","2,209","1,157","1,208","2,957","3,288","1,866","3,344","1,853","1,851"
2021년01월_여_60~69세,"41,154","2,137","1,178","1,528","2,823","3,887","1,391","1,850","1,765","2,418","1,934","2,016","1,600","1,638","1,503","2,154","2,684","1,683","2,956","1,928","2,081"
2021년01월_여_70~79세,"20,784",930,621,688,"1,410","1,944",720,893,900,"1,153",839,"1,096",609,843,935,"1,168","1,310",881,"1,465","1,191","1,188"
2021년01월_여_80~89세,"9,529",448,425,282,997,730,238,373,370,428,360,367,310,541,445,490,461,384,681,575,624
2021년01월_여_90~99세,"1,954",71,90,68,217,124,57,80,73,102,76,61,59,110,96,116,97,87,134,91,145
2021년01월_여_100세 이상,166,11,4,2,7,13,5,19,5,6,5,5,4,2,2,8,17,17,8,15,11
