카테고리,부산광역시 금정구,부산광역시 금정구 서제1동,부산광역시 금정구 서제2동,부산광역시 금정구 서제3동,부산광역시 금정구 금사회동동,부산광역시 금정구 부곡제1동,부산광역시 금정구 부곡제2동,부산광역시 금정구 부곡제3동,부산광역시 금정구 부곡제4동,부산광역시 금정구 장전제1동,부산광역시 금정구 장전제2동,부산광역시 금정구 선두구동,부산광역시 금정구 청룡노포동,부산광역시 금정구 남산동,부산광역시 금정구 구서제1동,부산광역시 금정구 구서제2동,부산광역시 금정구 금성동
2020년12월_여_연령구간인구수,"119,071","2,902","4,921","5,746","3,890","4,470","8,780","8,462","6,906","8,716","14,181","1,123","5,146","15,143","10,442","17,686",557
2020년12월_여_0~9세,"6,370",53,170,170,123,138,404,584,268,484,"1,256",34,253,600,667,"1,127",39
2020년12월_여_10~19세,"8,573",126,241,285,165,237,682,674,379,580,"1,108",49,335,"1,050",983,"1,627",52
2020년12월_여_20~29세,"15,395",252,514,551,375,405,"1,247","1,108",753,"2,429","1,665",88,474,"2,081","1,244","2,176",33
2020년12월_여_30~39세,"12,099",189,438,488,352,372,887,980,684,863,"1,986",79,456,"1,372","1,147","1,764",42
2020년12월_여_40~49세,"16,166",307,545,597,382,501,"1,267","1,216",876,"1,083","2,377",107,655,"1,877","1,615","2,674",87
2020년12월_여_50~59세,"21,353",546,"1,002","1,180",780,786,"1,603","1,515","1,250","1,185","2,040",227,943,"2,984","1,968","3,259",85
2020년12월_여_60~69세,"20,680",730,"1,143","1,262",932,986,"1,423","1,302","1,495","1,099","1,858",247,"1,059","2,707","1,549","2,776",112
2020년12월_여_70~79세,"11,789",438,576,819,533,694,807,646,836,640,"1,127",173,625,"1,611",802,"1,401",61
2020년12월_여_80~89세,"5,585",221,244,340,209,314,393,371,310,302,557,107,299,743,396,741,38
2020년12월_여_90~99세,905,30,38,44,36,36,61,63,52,42,132,10,43,113,64,134,7
2020년12월_여_100세 이상,156,10,10,10,3,1,6,3,3,9,75,2,4,5,7,7,1
