카테고리,부산광역시 남구,부산광역시 남구 대연제1동,부산광역시 남구 대연제3동,부산광역시 남구 대연제4동,부산광역시 남구 대연제5동,부산광역시 남구 대연제6동,부산광역시 남구 용호제1동,부산광역시 남구 용호제2동,부산광역시 남구 용호제3동,부산광역시 남구 용호제4동,부산광역시 남구 용당동,부산광역시 남구 감만제1동,부산광역시 남구 감만제2동,부산광역시 남구 우암동,부산광역시 남구 문현제1동,부산광역시 남구 문현제2동,부산광역시 남구 문현제3동,부산광역시 남구 문현제4동
2021년06월_계_90~99세,"1,137",61,114,51,60,53,207,78,57,38,38,52,31,87,58,50,54,48
2021년06월_계_100세 이상,66,10,5,2,1,1,1,6,3,8,1,15,2,3,0,3,0,5
2021년06월_남_총인구수,"129,199","7,966","15,951","6,108","8,127","7,466","21,476","8,320","5,970","4,147","4,195","6,798","3,355","6,423","6,727","4,295","7,669","4,206"
2021년06월_남_연령구간인구수,"129,199","7,966","15,951","6,108","8,127","7,466","21,476","8,320","5,970","4,147","4,195","6,798","3,355","6,423","6,727","4,295","7,669","4,206"
2021년06월_남_0~9세,"8,801",238,"1,381",526,562,850,"1,663",696,233,273,268,326,137,343,386,190,564,165
2021년06월_남_10~19세,"11,715",467,"1,629",470,707,824,"2,578",921,449,315,394,512,266,454,604,201,641,283
2021년06월_남_20~29세,"18,327","1,970","3,231",632,"1,315",869,"2,638",902,754,463,604,842,358,699,895,584,"1,012",559
2021년06월_남_30~39세,"14,880","1,062","1,992",869,971,"1,015","1,904",884,609,534,417,726,337,649,649,723,"1,082",457
2021년06월_남_40~49세,"20,638","1,075","2,783","1,001","1,282","1,346","3,541","1,395",841,674,639,"1,050",535,968,"1,060",652,"1,201",595
2021년06월_남_50~59세,"20,671","1,103","2,179",874,"1,212","1,071","3,855","1,284","1,007",631,751,"1,158",581,"1,059","1,212",677,"1,276",741
2021년06월_남_60~69세,"18,984","1,011","1,588",923,"1,104",830,"3,080","1,284","1,136",713,677,"1,242",579,"1,221","1,100",682,"1,058",756
2021년06월_남_70~79세,"11,163",733,863,591,693,490,"1,610",754,735,409,330,696,405,786,607,409,607,445
2021년06월_남_80~89세,"3,768",291,284,209,266,158,551,187,196,117,111,232,152,233,206,167,215,193
2021년06월_남_90~99세,239,14,20,13,14,13,56,12,10,15,4,11,5,10,8,10,13,11
2021년06월_남_100세 이상,13,2,1,0,1,0,0,1,0,3,0,3,0,1,0,0,0,1
2021년06월_여_총인구수,"134,899","7,873","16,732","6,386","8,733","8,061","23,097","8,621","6,351","4,431","4,058","6,538","3,470","6,564","7,092","4,358","8,133","4,401"
2021년06월_여_연령구간인구수,"134,899","7,873","16,732","6,386","8,733","8,061","23,097","8,621","6,351","4,431","4,058","6,538","3,470","6,564","7,092","4,358","8,133","4,401"
2021년06월_여_0~9세,"8,461",263,"1,307",503,497,908,"1,655",668,244,226,236,300,130,268,344,170,575,167
2021년06월_여_10~19세,"10,992",458,"1,532",413,684,731,"2,476",850,427,331,377,434,213,434,588,178,630,236
2021년06월_여_20~29세,"16,287","1,640","3,113",587,"1,392",852,"2,259",714,628,422,433,612,281,545,775,681,901,452
2021년06월_여_30~39세,"14,129",760,"2,061",838,975,"1,102","2,113",905,492,471,358,608,278,565,626,599,"1,008",370
2021년06월_여_40~49세,"20,493",954,"2,887",878,"1,293","1,436","4,079","1,410",789,644,633,865,464,839,"1,057",524,"1,221",520
2021년06월_여_50~59세,"21,583","1,113","2,398",949,"1,271","1,177","4,095","1,368","1,093",698,717,"1,102",542,"1,046","1,265",601,"1,356",792
2021년06월_여_60~69세,"22,211","1,326","1,868","1,093","1,341","1,018","3,413","1,498","1,407",921,686,"1,331",778,"1,473","1,204",695,"1,281",878
2021년06월_여_70~79세,"13,753",931,"1,021",754,871,558,"1,978",787,861,489,429,861,527,919,820,541,762,644
2021년06월_여_80~89세,"6,039",373,447,331,363,238,877,350,360,201,154,372,229,396,363,326,358,301
2021년06월_여_90~99세,898,47,94,38,46,40,151,66,47,23,34,41,26,77,50,40,41,37
2021년06월_여_100세 이상,53,8,4,2,0,1,1,5,3,5,1,12,2,2,0,3,0,4
