카테고리,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 남구 구룡포읍,경상북도 포항시 남구 연일읍,경상북도 포항시 남구 오천읍,경상북도 포항시 남구 대송면,경상북도 포항시 남구 동해면,경상북도 포항시 남구 장기면,경상북도 포항시 남구 호미곶면,경상북도 포항시 남구 상대동,경상북도 포항시 남구 해도동,경상북도 포항시 남구 송도동,경상북도 포항시 남구 청림동,경상북도 포항시 남구 제철동,경상북도 포항시 남구 효곡동,경상북도 포항시 남구 대이동,경상북도 포항시 북구,경상북도 포항시 북구 흥해읍,경상북도 포항시 북구 신광면,경상북도 포항시 북구 청하면,경상북도 포항시 북구 송라면,경상북도 포항시 북구 기계면,경상북도 포항시 북구 죽장면,경상북도 포항시 북구 죽장면상옥출장소,경상북도 포항시 북구 기북면,경상북도 포항시 북구 중앙동,경상북도 포항시 북구 양학동,경상북도 포항시 북구 죽도동,경상북도 포항시 북구 용흥동,경상북도 포항시 북구 우창동,경상북도 포항시 북구 두호동,경상북도 포항시 북구 장량동,경상북도 포항시 북구 환여동
2021년05월_남_연령구간인구수,"254,933","119,382","3,750","15,527","29,574","1,786","4,985","1,994",924,"12,885","8,816","6,219","2,568","1,736","15,606","13,012","135,551","20,526","1,432","2,363","1,226","2,410","1,050",309,639,"7,644","8,429","9,831","10,797","15,785","11,423","36,995","4,692"
2021년05월_남_0~9세,"20,023","8,820",67,"1,197","2,837",28,279,40,14,602,322,230,94,92,"1,843","1,175","11,203","2,020",31,52,15,37,19,4,7,279,594,392,730,"1,600",824,"4,149",450
2021년05월_남_10~19세,"24,374","11,114",135,"1,885","3,116",63,388,48,43,782,399,368,135,97,"2,098","1,557","13,260","1,925",49,107,43,85,32,8,25,405,976,475,"1,049","1,622","1,234","4,639",586
2021년05월_남_20~29세,"32,757","15,858",273,"2,077","4,036",161,544,123,58,"1,908",995,567,425,519,"2,134","2,038","16,899","2,399",111,185,85,172,43,13,26,867,"1,220","1,250","1,315","2,050","1,633","5,043",487
2021년05월_남_30~39세,"31,117","14,411",237,"1,520","4,400",153,527,108,52,"1,716",950,600,293,225,"1,809","1,821","16,706","2,571",72,149,71,149,36,14,35,980,953,"1,386","1,110","2,255","1,306","5,027",592
2021년05월_남_40~49세,"38,711","18,406",455,"2,469","5,590",190,666,189,122,"1,807","1,242",772,329,190,"2,431","1,954","20,305","3,184",133,269,119,222,78,23,51,"1,019","1,177","1,338","1,552","2,280","1,529","6,523",808
2021년05월_남_50~59세,"44,944","21,383",807,"3,051","4,640",363,942,393,184,"2,217","1,664","1,187",439,267,"2,669","2,560","23,561","3,550",242,497,257,476,224,61,120,"1,369","1,617","1,648","1,925","2,744","2,147","5,979",705
2021년05월_남_60~69세,"39,692","18,553",982,"2,224","3,346",493,948,493,233,"2,363","1,909","1,470",484,219,"2,009","1,380","21,139","3,038",429,560,313,654,309,99,196,"1,536","1,290","1,887","1,904","2,293","1,849","4,110",672
2021년05월_남_70~79세,"17,620","8,362",542,869,"1,209",263,504,376,151,"1,246","1,074",791,285,96,526,430,"9,258","1,320",228,362,221,401,192,65,116,880,476,"1,115",908,744,688,"1,236",306
2021년05월_남_80~89세,"5,300","2,326",236,224,375,69,173,205,64,232,252,213,80,30,83,90,"2,974",478,132,169,94,191,109,17,55,291,116,313,278,184,195,269,83
2021년05월_남_90~99세,381,139,14,10,25,3,13,19,3,12,8,20,2,1,3,6,242,40,5,13,8,23,8,5,8,17,10,27,25,13,17,20,3
2021년05월_남_100세 이상,14,10,2,1,0,0,1,0,0,0,1,1,2,0,1,1,4,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2021년05월_여_총인구수,"248,647","111,702","3,682","14,921","25,942","1,659","4,875","2,093",958,"11,989","8,356","6,184","2,152","1,174","15,084","12,633","136,945","20,342","1,451","2,429","1,292","2,542","1,063",298,673,"7,940","8,609","10,041","11,244","16,518","11,609","36,084","4,810"
2021년05월_여_연령구간인구수,"248,647","111,702","3,682","14,921","25,942","1,659","4,875","2,093",958,"11,989","8,356","6,184","2,152","1,174","15,084","12,633","136,945","20,342","1,451","2,429","1,292","2,542","1,063",298,673,"7,940","8,609","10,041","11,244","16,518","11,609","36,084","4,810"
2021년05월_여_0~9세,"18,606","8,211",66,"1,085","2,700",34,253,23,14,528,283,185,97,57,"1,821","1,065","10,395","1,799",31,48,23,42,21,3,9,286,586,369,677,"1,428",767,"3,882",424
2021년05월_여_10~19세,"22,058","9,996",102,"1,744","2,752",66,379,74,27,705,376,320,129,94,"1,829","1,399","12,062","1,765",31,84,43,107,26,9,14,394,850,438,928,"1,459","1,147","4,215",552
2021년05월_여_20~29세,"24,119","10,829",167,"1,477","2,660",101,427,70,35,"1,382",648,453,211,152,"1,464","1,582","13,290","1,770",62,118,66,110,18,13,27,743,883,"1,083","1,011","1,694","1,240","4,043",409
2021년05월_여_30~39세,"27,493","12,124",192,"1,474","3,639",94,438,78,32,"1,218",636,408,196,121,"1,990","1,608","15,369","2,401",51,109,33,78,27,0,24,761,883,978,"1,039","2,190","1,164","5,036",595
2021년05월_여_40~49세,"38,166","17,185",271,"2,625","4,723",114,575,100,61,"1,498",924,649,200,164,"2,868","2,413","20,981","3,099",81,179,70,149,43,14,43,910,"1,447","1,163","1,690","2,589","1,771","6,885",848
2021년05월_여_50~59세,"44,400","19,674",585,"2,928","3,969",305,873,307,133,"2,222","1,624","1,089",368,224,"2,626","2,421","24,726","3,513",229,400,207,431,162,52,88,"1,331","1,786","1,786","2,138","3,206","2,492","6,170",735
2021년05월_여_60~69세,"41,405","19,084",983,"2,176","3,203",448,901,509,221,"2,807","2,288","1,714",500,206,"1,824","1,304","22,321","3,067",371,591,322,623,306,110,178,"1,782","1,353","2,400","2,258","2,391","1,912","3,894",763
2021년05월_여_70~79세,"19,905","9,135",762,859,"1,387",279,616,433,237,"1,198","1,133",919,307,103,410,492,"10,770","1,651",268,484,257,498,228,51,145,"1,137",543,"1,250",993,957,740,"1,222",346
2021년05월_여_80~89세,"10,600","4,655",483,483,791,177,349,416,164,358,390,377,123,46,195,303,"5,945","1,073",270,348,225,428,201,38,121,500,228,484,441,519,328,620,121
2021년05월_여_90~99세,"1,840",780,70,67,110,39,62,79,33,70,52,70,21,7,55,45,"1,060",202,56,67,46,75,30,8,21,93,47,87,67,83,47,114,17
2021년05월_여_100세 이상,55,29,1,3,8,2,2,4,1,3,2,0,0,0,2,1,26,2,1,1,0,1,1,0,3,3,3,3,2,2,1,3,0
