카테고리,대구광역시 수성구,대구광역시 수성구 범어1동,대구광역시 수성구 범어2동,대구광역시 수성구 범어3동,대구광역시 수성구 범어4동,대구광역시 수성구 만촌1동,대구광역시 수성구 만촌2동,대구광역시 수성구 만촌3동,대구광역시 수성구 수성1가동,대구광역시 수성구 수성2.3가동,대구광역시 수성구 수성4가동,대구광역시 수성구 황금1동,대구광역시 수성구 황금2동,대구광역시 수성구 중동,대구광역시 수성구 상동,대구광역시 수성구 파동,대구광역시 수성구 두산동,대구광역시 수성구 지산1동,대구광역시 수성구 지산2동,대구광역시 수성구 범물1동,대구광역시 수성구 범물2동,대구광역시 수성구 고산1동,대구광역시 수성구 고산2동,대구광역시 수성구 고산3동
2020년04월_계_80~89세,"13,594",522,407,329,366,828,419,452,854,350,622,553,384,484,670,552,333,931,780,719,423,771,840,"1,005"
2020년04월_계_90~99세,"1,738",60,45,44,45,97,44,51,97,30,77,90,53,60,105,76,46,130,98,98,60,103,122,107
2020년04월_계_100세 이상,98,5,2,8,1,3,2,2,5,6,7,6,0,3,7,8,3,5,2,4,3,5,4,7
2020년04월_남_총인구수,"207,610","7,963","7,572","7,918","9,231","11,533","5,911","10,803","8,837","6,033","7,293","11,882","5,483","5,721","8,205","6,424","6,968","10,970","9,295","5,452","7,723","15,512","14,031","16,850"
2020년04월_남_연령구간인구수,"207,610","7,963","7,572","7,918","9,231","11,533","5,911","10,803","8,837","6,033","7,293","11,882","5,483","5,721","8,205","6,424","6,968","10,970","9,295","5,452","7,723","15,512","14,031","16,850"
2020년04월_남_0~9세,"15,930",718,516,994,827,"1,006",292,835,670,634,464,"1,071",295,361,580,552,489,580,605,191,586,"1,213","1,045","1,406"
2020년04월_남_10~19세,"28,114","1,072",958,"1,011","2,218","1,369",712,"2,673","1,069",908,763,"2,238",462,419,701,567,617,"1,163","1,007",392,980,"2,530","1,920","2,365"
2020년04월_남_20~29세,"30,185","1,099","1,216","1,087","1,007","1,662","1,100","1,454","1,216",668,"1,121","1,488",882,773,"1,095",724,"1,191","1,793","1,385",778,"1,104","2,410","2,214","2,718"
2020년04월_남_30~39세,"21,264",729,948,981,572,"1,186",647,646,828,561,775,929,702,778,"1,088",831,935,"1,216",999,519,781,"1,377","1,503","1,733"
2020년04월_남_40~49세,"34,036","1,376","1,190","1,548","2,092","1,778",839,"2,033","1,501","1,228","1,000","2,223",886,951,"1,213",988,"1,108","1,528","1,351",688,"1,212","2,553","2,148","2,602"
2020년04월_남_50~59세,"36,617","1,449","1,289","1,270","1,428","2,017","1,063","1,780","1,539",915,"1,408","2,098",967,"1,006","1,420",964,"1,294","2,006","1,685","1,036","1,343","2,871","2,512","3,257"
2020년04월_남_60~69세,"23,772",791,829,575,599,"1,389",713,777,991,626,952,"1,114",689,781,"1,191",947,828,"1,516","1,336","1,064","1,109","1,604","1,624","1,727"
2020년04월_남_70~79세,"12,346",483,449,310,336,772,385,427,673,360,532,518,429,443,669,634,374,838,621,581,463,647,721,681
2020년04월_남_80~89세,"4,915",225,167,128,139,328,149,166,322,125,250,183,160,193,234,201,122,303,275,181,132,278,314,340
2020년04월_남_90~99세,404,20,10,11,12,26,10,11,27,7,27,17,11,16,14,15,9,27,30,21,12,26,28,17
2020년04월_남_100세 이상,27,1,0,3,1,0,1,1,1,1,1,3,0,0,0,1,1,0,1,1,1,3,2,4
2020년04월_여_총인구수,"220,515","8,705","7,994","8,629","9,631","12,098","5,815","9,830","10,170","6,377","8,203","12,791","5,926","5,847","8,747","6,826","7,372","12,047","10,311","6,476","8,198","16,463","14,177","17,882"
2020년04월_여_연령구간인구수,"220,515","8,705","7,994","8,629","9,631","12,098","5,815","9,830","10,170","6,377","8,203","12,791","5,926","5,847","8,747","6,826","7,372","12,047","10,311","6,476","8,198","16,463","14,177","17,882"
2020년04월_여_0~9세,"15,096",710,499,"1,015",725,960,254,602,709,565,462,"1,059",294,334,512,541,485,538,566,211,563,"1,181","1,043","1,268"
2020년04월_여_10~19세,"24,839","1,134",844,"1,032","2,031","1,258",539,"1,408","1,170",893,760,"2,111",472,378,664,451,591,876,932,370,880,"2,374","1,566","2,105"
2020년04월_여_20~29세,"25,735",961,"1,176","1,025",836,"1,348",842,"1,001","1,067",590,"1,043","1,251",908,689,998,570,"1,033","1,555","1,232",672,881,"2,087","1,678","2,292"
2020년04월_여_30~39세,"22,750",889,"1,049","1,242",744,"1,302",561,859,900,674,795,"1,151",710,726,"1,039",846,961,"1,148","1,038",469,807,"1,493","1,488","1,859"
2020년04월_여_40~49세,"40,453","1,639","1,391","1,728","2,567","2,069",954,"2,631","1,767","1,297","1,337","2,789",925,920,"1,328",985,"1,258","1,838","1,622",741,"1,450","3,298","2,607","3,312"
2020년04월_여_50~59세,"38,778","1,469","1,349","1,286","1,276","2,115","1,107","1,557","1,672",899,"1,561","2,095","1,012",997,"1,506","1,135","1,427","2,305","2,017","1,248","1,561","3,054","2,633","3,497"
2020년04월_여_60~69세,"26,767",914,895,659,693,"1,530",798,865,"1,308",734,"1,118","1,239",801,900,"1,347","1,199",945,"1,856","1,536","1,271","1,233","1,556","1,652","1,718"
2020년04월_여_70~79세,"16,013",648,514,403,499,942,455,580,971,472,699,650,538,565,819,680,422,"1,195",794,876,482,848,888,"1,073"
2020년04월_여_80~89세,"8,679",297,240,201,227,500,270,286,532,225,372,370,224,291,436,351,211,628,505,538,291,493,526,665
2020년04월_여_90~99세,"1,334",40,35,33,33,71,34,40,70,23,50,73,42,44,91,61,37,103,68,77,48,77,94,90
2020년04월_여_100세 이상,71,4,2,5,0,3,1,1,4,5,6,3,0,3,7,7,2,5,1,3,2,2,2,3
