카테고리,전라남도 나주시,전라남도 나주시 남평읍,전라남도 나주시 세지면,전라남도 나주시 왕곡면,전라남도 나주시 반남면,전라남도 나주시 공산면,전라남도 나주시 동강면,전라남도 나주시 다시면,전라남도 나주시 문평면,전라남도 나주시 노안면,전라남도 나주시 금천면,전라남도 나주시 산포면,전라남도 나주시 다도면,전라남도 나주시 봉황면,전라남도 나주시 송월동,전라남도 나주시 영강동,전라남도 나주시 금남동,전라남도 나주시 성북동,전라남도 나주시 영산동,전라남도 나주시 이창동,전라남도 나주시 빛가람동
2020년02월_남_40~49세,"9,241","1,007",158,186,87,158,145,210,121,304,312,264,117,273,660,246,350,732,214,294,"3,403"
2020년02월_남_50~59세,"9,423",973,315,360,160,223,248,370,211,523,474,413,252,472,648,242,490,764,393,381,"1,511"
2020년02월_남_60~69세,"7,788",922,292,315,161,269,301,408,215,569,451,355,228,454,362,189,403,475,321,337,761
2020년02월_남_70~79세,"4,907",492,213,226,124,172,191,270,155,350,324,221,165,373,165,114,322,317,219,204,290
2020년02월_남_80~89세,"1,867",153,87,85,48,77,98,128,83,163,117,90,63,151,70,48,108,88,89,60,61
2020년02월_남_90~99세,207,20,5,6,7,8,10,10,11,19,13,14,7,18,10,4,12,12,13,4,4
2020년02월_남_100세 이상,11,1,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,5,0
2020년02월_여_총인구수,"56,942","6,087","1,402","1,479",773,"1,211","1,316","1,809","1,034","2,319","2,134","1,700",948,"2,135","3,928","1,437","2,591","4,621","1,721","1,713","16,584"
2020년02월_여_연령구간인구수,"56,942","6,087","1,402","1,479",773,"1,211","1,316","1,809","1,034","2,319","2,134","1,700",948,"2,135","3,928","1,437","2,591","4,621","1,721","1,713","16,584"
2020년02월_여_0~9세,"5,033",562,32,48,14,45,29,36,19,42,71,50,22,68,330,82,113,415,51,80,"2,924"
2020년02월_여_10~19세,"4,550",388,78,71,26,64,39,67,26,101,109,72,31,96,438,118,168,459,183,116,"1,900"
2020년02월_여_20~29세,"5,796",597,107,128,42,71,84,100,61,169,177,138,50,158,549,153,260,614,126,173,"2,039"
2020년02월_여_30~39세,"7,095",834,59,70,25,60,56,77,36,111,139,108,49,113,476,142,197,545,107,127,"3,764"
2020년02월_여_40~49세,"7,088",768,82,93,46,91,72,111,53,142,168,150,53,140,634,196,298,690,133,173,"2,995"
2020년02월_여_50~59세,"7,943","1,012",210,220,121,171,186,295,164,382,331,290,164,292,607,237,438,714,267,266,"1,576"
2020년02월_여_60~69세,"7,551",877,265,289,165,232,257,361,194,484,406,341,195,417,400,205,434,531,305,310,883
2020년02월_여_70~79세,"6,573",603,289,290,159,253,329,385,246,453,432,297,205,469,283,176,421,383,311,266,323
2020년02월_여_80~89세,"4,531",386,226,234,146,200,235,319,206,363,245,222,158,321,187,104,224,228,206,165,156
2020년02월_여_90~99세,729,56,50,34,29,20,29,56,28,67,52,32,21,56,23,23,34,39,28,29,23
2020년02월_여_100세 이상,53,4,4,2,0,4,0,2,1,5,4,0,0,5,1,1,4,3,4,8,1
