,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 덕양구 주교동,경기도 고양시 덕양구 원신동,경기도 고양시 덕양구 흥도동,경기도 고양시 덕양구 성사1동,경기도 고양시 덕양구 성사2동,경기도 고양시 덕양구 효자동,경기도 고양시 덕양구 삼송동,경기도 고양시 덕양구 창릉동,경기도 고양시 덕양구 고양동,경기도 고양시 덕양구 관산동,경기도 고양시 덕양구 능곡동,경기도 고양시 덕양구 화정1동,경기도 고양시 덕양구 화정2동,경기도 고양시 덕양구 행주동,경기도 고양시 덕양구 행신1동,경기도 고양시 덕양구 행신2동,경기도 고양시 덕양구 행신3동,경기도 고양시 덕양구 화전동,경기도 고양시 덕양구 대덕동,경기도 고양시 일산동구,경기도 고양시 일산동구 식사동,경기도 고양시 일산동구 중산동,경기도 고양시 일산동구 정발산동,경기도 고양시 일산동구 풍산동,경기도 고양시 일산동구 백석1동,경기도 고양시 일산동구 백석2동,경기도 고양시 일산동구 마두1동,경기도 고양시 일산동구 마두2동,경기도 고양시 일산동구 장항1동,경기도 고양시 일산동구 장항2동,경기도 고양시 일산동구 고봉동,경기도 고양시 일산서구,경기도 고양시 일산서구 일산1동,경기도 고양시 일산서구 일산2동,경기도 고양시 일산서구 일산3동,경기도 고양시 일산서구 탄현동,경기도 고양시 일산서구 주엽1동,경기도 고양시 일산서구 주엽2동,경기도 고양시 일산서구 대화동,경기도 고양시 일산서구 송포동,경기도 고양시 일산서구 송산동
2021년07월_계_80~89세,"34,427","15,606",616,538,"1,094",838,568,242,681,443,"1,104","1,457",593,"1,576","1,098",759,763,"1,043","1,557",529,107,"9,145",716,"1,676",778,"1,095",811,712,729,689,177,850,912,"9,676",962,716,836,"1,472","1,323","1,474","1,015",613,"1,265"
2021년07월_계_90~99세,"5,022","2,130",83,79,145,122,70,34,71,69,137,206,83,189,140,112,103,131,237,105,14,"1,446",108,289,111,178,104,97,124,103,37,113,182,"1,446",129,111,158,223,174,220,155,83,193
2021년07월_계_100세 이상,177,91,4,0,5,10,4,8,2,3,6,9,2,9,3,2,4,7,2,7,4,42,5,6,1,1,6,5,5,2,1,6,4,44,6,4,3,4,8,3,7,4,5
2021년07월_남_총인구수,"529,135","237,593","7,618","11,276","23,196","10,887","5,511","6,673","11,687","11,153","15,062","18,658","7,998","18,351","15,976","9,882","10,659","15,725","22,215","13,683","1,383","146,087","18,027","22,707","11,335","18,761","14,546","10,082","11,611","7,744","5,873","13,171","12,230","145,455","13,183","9,160","17,239","25,377","13,108","13,569","17,666","10,690","25,463"
2021년07월_남_연령구간인구수,"529,135","237,593","7,618","11,276","23,196","10,887","5,511","6,673","11,687","11,153","15,062","18,658","7,998","18,351","15,976","9,882","10,659","15,725","22,215","13,683","1,383","146,087","18,027","22,707","11,335","18,761","14,546","10,082","11,611","7,744","5,873","13,171","12,230","145,455","13,183","9,160","17,239","25,377","13,108","13,569","17,666","10,690","25,463"
2021년07월_남_0~9세,"40,827","19,317",286,"1,448","2,668",657,289,"1,027","1,220","1,375","1,047","1,047",453,991,"1,262",373,696,"1,130","1,326","1,987",35,"10,486","1,872","1,672",650,"1,551",995,434,705,601,757,547,702,"11,024",957,412,"1,326","2,303",877,995,"1,127",809,"2,218"
2021년07월_남_10~19세,"52,730","21,097",618,"1,002","2,164",944,519,458,829,837,"1,639","1,455",646,"1,834","1,864",615,964,"1,394","2,369",889,57,"14,890","2,496","2,262","1,038","2,254","1,360",645,"1,632","1,125",489,775,814,"16,743","1,296",764,"2,897","2,763","1,603","1,590","1,581","1,137","3,112"
2021년07월_남_20~29세,"76,227","32,255","1,145","1,106","2,603","1,579",808,735,"1,313","1,176","1,913","2,345","1,172","3,104","2,300","1,554","1,572","2,540","3,576","1,480",234,"22,411","2,491","3,598","1,998","2,706","2,368","1,609","1,878","1,097",685,"2,314","1,667","21,561","2,003","1,422","2,404","3,770","1,913","1,877","3,013","1,660","3,499"
2021년07월_남_30~39세,"71,037","34,569",869,"1,762","3,895","1,309",647,"1,404","2,250","2,514","1,599","2,170",982,"2,209","2,096","1,286","1,395","2,502","2,615","2,896",169,"18,874","1,863","2,663","1,522","2,255","2,189","1,633","1,055",682,868,"2,508","1,636","17,594","1,594",962,"1,694","3,437","1,555","1,578","2,727","1,360","2,687"
2021년07월_남_40~49세,"87,021","39,372","1,047","2,218","4,531","1,718",806,"1,308","2,072","2,045","2,578","2,999","1,078","2,605","2,802","1,419","1,652","2,310","3,394","2,623",167,"23,936","3,368","3,429","1,616","3,144","2,272","1,794","1,783","1,276","1,079","2,288","1,887","23,713","1,976","1,248","3,069","4,333","2,006","2,150","2,631","1,733","4,567"
2021년07월_남_50~59세,"96,283","41,631","1,662","1,542","3,284","2,184",993,837,"1,622","1,409","2,732","3,613","1,609","3,668","2,886","2,135","2,055","2,875","4,542","1,704",279,"27,346","3,330","4,224","2,061","3,331","2,690","1,982","2,328","1,502","1,002","2,457","2,439","27,306","2,493","2,024","3,206","4,734","2,348","2,378","3,242","1,976","4,905"
2021년07월_남_60~69세,"64,696","29,957","1,243","1,363","2,432","1,496",828,583,"1,407","1,102","2,014","3,014","1,274","2,265","1,660","1,616","1,481","1,856","2,746","1,308",269,"17,744","1,731","3,019","1,494","2,213","1,732","1,244","1,444",853,677,"1,393","1,944","16,995","1,697","1,510","1,743","2,537","1,616","1,679","2,130","1,231","2,852"
2021년07월_남_70~79세,"26,521","13,155",520,621,"1,193",662,395,233,705,499,"1,067","1,417",528,990,668,599,537,736,"1,092",572,121,"6,724",580,"1,181",652,851,611,494,499,326,239,506,785,"6,642",760,536,566,931,668,754,829,501,"1,097"
2021년07월_남_80~89세,"12,479","5,692",203,197,392,314,209,80,254,170,428,562,239,618,393,268,279,349,497,192,48,"3,300",267,585,274,406,304,223,255,244,69,342,331,"3,487",372,254,292,517,464,499,346,259,484
2021년07월_남_90~99세,"1,271",528,23,17,34,23,16,4,15,26,44,34,17,65,44,16,27,32,58,30,3,361,27,73,29,50,23,23,31,37,8,37,23,382,35,28,41,52,56,68,39,21,42
2021년07월_남_100세 이상,43,20,2,0,0,1,1,4,0,0,1,2,0,2,1,1,1,1,0,2,1,15,2,1,1,0,2,1,1,1,0,4,2,8,0,0,1,0,2,1,1,3,0
2021년07월_여_총인구수,"551,910","243,460","7,160","12,281","24,648","10,968","5,872","7,077","12,585","11,194","14,916","18,097","7,564","19,367","16,997","8,982","11,147","16,247","23,474","13,876","1,008","154,145","18,962","24,307","12,162","20,223","16,054","10,843","12,492","8,604","5,619","13,809","11,070","154,305","14,087","9,324","18,314","26,460","14,880","15,460","18,709","10,926","26,145"
2021년07월_여_연령구간인구수,"551,910","243,460","7,160","12,281","24,648","10,968","5,872","7,077","12,585","11,194","14,916","18,097","7,564","19,367","16,997","8,982","11,147","16,247","23,474","13,876","1,008","154,145","18,962","24,307","12,162","20,223","16,054","10,843","12,492","8,604","5,619","13,809","11,070","154,305","14,087","9,324","18,314","26,460","14,880","15,460","18,709","10,926","26,145"
2021년07월_여_0~9세,"39,200","18,597",245,"1,495","2,665",613,298,"1,032","1,244","1,282","1,026",981,404,914,"1,200",320,586,"1,061","1,258","1,930",43,"9,941","1,732","1,634",585,"1,534",977,441,665,569,637,502,665,"10,662",938,449,"1,186","2,181",868,925,"1,095",839,"2,181"
2021년07월_여_10~19세,"50,362","20,132",505,"1,055","2,130",844,490,543,762,781,"1,470","1,344",547,"1,715","1,770",539,"1,007","1,313","2,350",914,53,"14,076","2,348","2,079","1,024","2,134","1,301",613,"1,587","1,074",466,763,687,"16,154","1,324",685,"2,792","2,656","1,559","1,562","1,387","1,075","3,114"
2021년07월_여_20~29세,"72,718","30,184",918,"1,085","2,761","1,387",676,878,"1,463","1,270","1,622","1,950",956,"3,030","2,267","1,273","1,503","2,270","3,261","1,465",149,"22,139","2,508","3,215","1,882","2,657","2,483","1,891","1,822","1,092",627,"2,727","1,235","20,395","1,884","1,243","2,262","3,564","1,846","1,879","3,219","1,343","3,155"
2021년07월_여_30~39세,"71,854","34,019",677,"2,060","4,186","1,225",628,"1,564","2,364","2,535","1,526","1,851",830,"2,092","2,140",987,"1,274","2,376","2,521","3,091",92,"19,522","2,236","2,746","1,390","2,378","2,293","1,695","1,216",864,992,"2,355","1,357","18,313","1,588",944,"1,794","3,534","1,728","1,705","2,599","1,475","2,946"
2021년07월_여_40~49세,"92,711","39,278",978,"2,132","4,411","1,667",870,"1,137","2,019","1,912","2,538","2,682","1,106","2,990","3,214","1,171","1,778","2,495","3,778","2,279",121,"26,579","3,905","3,799","1,905","3,560","2,641","1,851","2,258","1,614","1,050","2,424","1,572","26,854","2,176","1,257","3,872","4,691","2,524","2,534","2,904","1,927","4,969"
2021년07월_여_50~59세,"99,603","41,920","1,504","1,749","3,534","2,062","1,099",847,"1,868","1,388","2,419","3,410","1,532","3,844","2,962","1,808","2,171","3,061","4,760","1,734",168,"28,867","3,315","4,927","2,377","3,678","3,071","1,928","2,409","1,568",946,"2,463","2,185","28,816","2,692","2,075","3,383","4,896","2,690","2,799","3,595","2,034","4,652"
2021년07월_여_60~69세,"64,489","30,568","1,185","1,568","2,725","1,620",863,612,"1,537","1,158","2,175","3,077","1,158","2,179","1,605","1,485","1,442","1,791","2,795","1,412",181,"17,245","1,587","3,046","1,607","2,290","1,818","1,208","1,306",826,554,"1,258","1,745","16,676","1,776","1,411","1,564","2,434","1,667","1,727","2,098","1,214","2,785"
2021년07월_여_70~79세,"35,140","17,175",673,734,"1,418",918,532,268,843,549,"1,366","1,728",609,"1,514","1,036",811,823,"1,081","1,510",634,128,"8,819",798,"1,549",806,"1,174",878,649,658,485,209,731,882,"9,146","1,019",711,798,"1,374","1,015","1,200","1,021",602,"1,406"
2021년07월_여_80~89세,"21,948","9,914",413,341,702,524,359,162,427,273,676,895,354,958,705,491,484,694,"1,060",337,59,"5,845",449,"1,091",504,689,507,489,474,445,108,508,581,"6,189",590,462,544,955,859,975,669,354,781
2021년07월_여_90~99세,"3,751","1,602",60,62,111,99,54,30,56,43,93,172,66,124,96,96,76,99,179,75,11,"1,085",81,216,82,128,81,74,93,66,29,76,159,"1,064",94,83,117,171,118,152,116,62,151
2021년07월_여_100세 이상,134,71,2,0,5,9,3,4,2,3,5,7,2,7,2,1,3,6,2,5,3,27,3,5,0,1,4,4,4,1,1,2,2,36,6,4,2,4,6,2,6,1,5
