카테고리,광주광역시 서구,광주광역시 서구 양동,광주광역시 서구 양3동,광주광역시 서구 농성1동,광주광역시 서구 농성2동,광주광역시 서구 광천동,광주광역시 서구 유덕동,광주광역시 서구 치평동,광주광역시 서구 상무1동,광주광역시 서구 상무2동,광주광역시 서구 화정1동,광주광역시 서구 화정2동,광주광역시 서구 화정3동,광주광역시 서구 화정4동,광주광역시 서구 서창동,광주광역시 서구 금호1동,광주광역시 서구 금호2동,광주광역시 서구 풍암동,광주광역시 서구 동천동
2021년02월_남_총인구수,"144,682","1,940","2,304","5,464","2,630","4,350","5,446","14,668","12,451","11,660","7,562","10,474","5,051","7,607","3,069","9,711","14,177","18,408","7,710"
2021년02월_남_연령구간인구수,"144,682","1,940","2,304","5,464","2,630","4,350","5,446","14,668","12,451","11,660","7,562","10,474","5,051","7,607","3,069","9,711","14,177","18,408","7,710"
2021년02월_남_0~9세,"11,092",55,199,285,94,311,468,"1,087",803,633,457,"1,258",301,568,198,659,"1,387","1,531",798
2021년02월_남_10~19세,"16,374",79,195,376,157,295,648,"1,604","1,198",888,561,"1,421",570,875,226,"1,129","2,193","2,754","1,205"
2021년02월_남_20~29세,"23,138",228,268,802,451,580,887,"2,639","2,400","2,115","1,385","1,292",859,"1,178",390,"1,588","2,204","2,842","1,030"
2021년02월_남_30~39세,"18,402",188,300,830,343,547,769,"2,179","1,905","1,560","1,204","1,456",561,865,386,"1,007","1,477","2,055",770
2021년02월_남_40~49세,"23,336",262,399,788,374,724,937,"2,227","2,004","1,656","1,208","1,809",700,"1,025",389,"1,302","2,538","3,427","1,567"
2021년02월_남_50~59세,"24,269",340,330,908,447,814,966,"2,589","2,004","1,977","1,132","1,429",791,"1,147",649,"1,790","2,563","3,172","1,221"
2021년02월_남_60~69세,"16,246",355,330,693,384,606,448,"1,389","1,234","1,625",814,"1,101",725,"1,225",505,"1,423","1,105","1,577",707
2021년02월_남_70~79세,"8,592",300,213,565,265,351,205,643,698,889,539,554,393,546,241,612,515,738,325
2021년02월_남_80~89세,"2,950",124,65,202,110,103,107,281,184,290,241,141,136,162,77,188,177,283,79
2021년02월_남_90~99세,275,7,5,14,5,18,11,29,21,26,21,13,15,16,8,13,17,28,8
2021년02월_남_100세 이상,8,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0
2021년02월_여_총인구수,"150,686","2,014","2,418","5,569","2,434","4,144","5,267","15,968","12,526","12,336","8,277","10,428","5,193","8,126","2,860","10,700","14,804","19,081","8,541"
2021년02월_여_연령구간인구수,"150,686","2,014","2,418","5,569","2,434","4,144","5,267","15,968","12,526","12,336","8,277","10,428","5,193","8,126","2,860","10,700","14,804","19,081","8,541"
2021년02월_여_0~9세,"10,254",41,174,284,78,244,379,"1,091",845,553,415,"1,114",248,496,187,588,"1,245","1,480",792
2021년02월_여_10~19세,"14,780",65,166,282,102,300,621,"1,480","1,241",812,529,980,456,714,194,963,"2,160","2,489","1,226"
2021년02월_여_20~29세,"22,040",190,222,853,416,535,786,"2,872","2,314","2,269","1,697","1,136",692,997,331,"1,409","1,844","2,621",856
2021년02월_여_30~39세,"17,948",155,308,717,251,464,654,"2,183","1,693","1,371","1,149","1,543",506,845,324,"1,044","1,675","2,130",936
2021년02월_여_40~49세,"25,133",176,324,741,297,582,945,"2,701","1,960","1,581","1,068","1,861",718,"1,194",361,"1,648","3,132","4,016","1,828"
2021년02월_여_50~59세,"25,253",310,343,847,445,772,836,"2,823","1,969","2,078","1,224","1,537",946,"1,512",542,"2,146","2,523","3,120","1,280"
2021년02월_여_60~69세,"18,345",418,447,854,415,626,490,"1,410","1,408","1,807","1,078","1,309",866,"1,382",443,"1,564","1,227","1,634",967
2021년02월_여_70~79세,"10,714",441,296,631,275,386,343,882,729,"1,181",683,638,471,619,253,804,628,"1,013",441
2021년02월_여_80~89세,"5,190",182,116,302,132,192,180,466,303,570,362,246,226,306,175,466,303,492,171
2021년02월_여_90~99세,963,30,22,55,22,36,32,59,60,101,69,62,60,57,44,65,60,86,43
2021년02월_여_100세 이상,66,6,0,3,1,7,1,1,4,13,3,2,4,4,6,3,7,0,1
