카테고리,경상북도 안동시,경상북도 안동시 풍산읍,경상북도 안동시 와룡면,경상북도 안동시 북후면,경상북도 안동시 서후면,경상북도 안동시 풍천면,경상북도 안동시 일직면,경상북도 안동시 남후면,경상북도 안동시 남선면,경상북도 안동시 임하면,경상북도 안동시 길안면,경상북도 안동시 임동면,경상북도 안동시 예안면,경상북도 안동시 도산면,경상북도 안동시 녹전면,경상북도 안동시 중구동,경상북도 안동시 명륜동,경상북도 안동시 용상동,경상북도 안동시 서구동,경상북도 안동시 태화동,경상북도 안동시 평화동,경상북도 안동시 안기동,경상북도 안동시 옥동,경상북도 안동시 송하동,경상북도 안동시 강남동
2020년09월_여_총인구수,"80,225","3,179","1,992","1,447","1,707","3,168","1,451",916,"1,039","1,384","1,351",855,912,782,852,"2,605","2,607","11,243","4,787","6,778","3,293","3,192","11,480","7,972","5,233"
2020년09월_여_연령구간인구수,"80,225","3,179","1,992","1,447","1,707","3,168","1,451",916,"1,039","1,384","1,351",855,912,782,852,"2,605","2,607","11,243","4,787","6,778","3,293","3,192","11,480","7,972","5,233"
2020년09월_여_0~9세,"5,123",92,44,32,45,192,24,17,27,36,29,11,19,13,9,113,138,916,308,457,202,170,"1,003",696,530
2020년09월_여_10~19세,"6,579",131,83,36,54,175,48,28,43,53,35,25,19,20,39,160,218,"1,147",433,451,256,292,"1,283",827,723
2020년09월_여_20~29세,"7,518",195,129,47,142,394,62,31,62,75,57,33,29,27,27,225,244,"1,307",399,644,278,313,"1,343",857,598
2020년09월_여_30~39세,"7,525",159,91,61,81,406,54,28,57,63,50,22,33,24,25,267,223,"1,280",425,748,284,259,"1,297",974,614
2020년09월_여_40~49세,"10,763",226,126,107,140,335,97,56,64,99,48,53,40,31,49,283,339,"1,793",694,901,448,452,"1,983","1,315","1,084"
2020년09월_여_50~59세,"13,029",501,303,230,259,402,203,132,207,209,217,129,183,123,134,402,476,"1,760",737,"1,169",565,621,"1,913","1,414",740
2020년09월_여_60~69세,"12,989",686,425,316,396,494,331,184,221,323,316,209,219,217,197,514,442,"1,460",831,"1,173",641,606,"1,369",954,465
2020년09월_여_70~79세,"9,241",598,399,298,280,417,318,208,174,257,337,200,196,176,185,388,312,923,568,769,375,316,742,530,275
2020년09월_여_80~89세,"6,269",504,330,267,245,300,260,187,153,222,230,154,154,125,166,206,188,558,337,397,193,139,454,334,166
2020년09월_여_90~99세,"1,141",82,58,52,65,51,51,44,31,45,31,14,18,26,21,47,27,96,50,64,49,24,92,68,35
2020년09월_여_100세 이상,48,5,4,1,0,2,3,1,0,2,1,5,2,0,0,0,0,3,5,5,2,0,1,3,3
