카테고리,인천광역시 부평구,인천광역시 부평구 부평1동,인천광역시 부평구 부평2동,인천광역시 부평구 부평3동,인천광역시 부평구 부평4동,인천광역시 부평구 부평5동,인천광역시 부평구 부평6동,인천광역시 부평구 산곡1동,인천광역시 부평구 산곡2동,인천광역시 부평구 산곡3동,인천광역시 부평구 산곡4동,인천광역시 부평구 청천1동,인천광역시 부평구 청천2동,인천광역시 부평구 갈산1동,인천광역시 부평구 갈산2동,인천광역시 부평구 삼산1동,인천광역시 부평구 삼산2동,인천광역시 부평구 부개1동,인천광역시 부평구 부개2동,인천광역시 부평구 부개3동,인천광역시 부평구 일신동,인천광역시 부평구 십정1동,인천광역시 부평구 십정2동
2021년10월_계_80~89세,"14,560","1,090",476,541,970,742,533,487,693,"1,037",589,197,879,461,649,"1,054",602,601,537,773,366,499,784
2021년10월_계_90~99세,"2,163",174,62,85,124,107,59,84,102,180,85,39,126,68,125,168,103,72,54,133,47,73,93
2021년10월_계_100세 이상,101,8,0,3,3,7,10,4,2,13,0,13,5,4,7,3,5,2,4,2,1,3,2
2021년10월_남_총인구수,"240,990","17,644","7,469","6,346","18,278","15,638","7,397","6,361","15,387","10,754","8,500","3,689","17,544","8,371","9,150","16,400","14,003","8,117","9,690","14,843","6,418","7,056","11,935"
2021년10월_남_연령구간인구수,"240,990","17,644","7,469","6,346","18,278","15,638","7,397","6,361","15,387","10,754","8,500","3,689","17,544","8,371","9,150","16,400","14,003","8,117","9,690","14,843","6,418","7,056","11,935"
2021년10월_남_0~9세,"15,696","1,074",358,309,"1,214","1,162",550,310,"1,286",599,592,144,"1,405",411,544,"1,139","1,115",404,699,898,515,431,537
2021년10월_남_10~19세,"21,670","1,410",616,435,"1,246","1,069",474,486,"1,969","1,066",881,237,"1,536",695,732,"1,727","2,143",545,877,"1,590",557,573,806
2021년10월_남_20~29세,"34,721","2,775","1,059",837,"2,940","2,455",979,868,"2,053","1,513","1,286",488,"2,471","1,352","1,271","2,415","1,876","1,092","1,353","2,306",892,918,"1,522"
2021년10월_남_30~39세,"34,165","3,055","1,130",889,"3,448","3,034","1,192",819,"1,684","1,166","1,054",448,"2,649","1,191","1,331","1,927","1,385","1,032","1,449","1,906",926,867,"1,583"
2021년10월_남_40~49세,"37,915","2,721","1,194",963,"2,865","2,775","1,211",886,"2,611","1,493","1,268",582,"2,717","1,237","1,248","2,660","2,513","1,264","1,567","2,313",941,"1,086","1,800"
2021년10월_남_50~59세,"43,020","2,903","1,314","1,142","2,935","2,397","1,238","1,235","2,685","1,890","1,505",822,"3,137","1,616","1,559","3,137","2,728","1,441","1,660","2,859",995,"1,382","2,440"
2021년10월_남_60~69세,"34,044","2,271","1,033","1,066","2,251","1,723","1,082","1,062","2,020","1,770","1,222",649,"2,401","1,226","1,614","2,271","1,520","1,381","1,307","1,966","1,045","1,101","2,063"
2021년10월_남_70~79세,"14,306",979,575,512,"1,008",740,459,521,805,884,475,245,884,474,643,807,516,721,568,743,404,487,856
2021년10월_남_80~89세,"4,980",411,171,173,346,254,201,160,252,336,199,62,319,160,180,281,192,217,195,237,131,192,311
2021년10월_남_90~99세,454,44,19,20,24,28,10,14,22,35,18,8,23,9,24,35,15,20,13,25,12,19,17
2021년10월_남_100세 이상,19,1,0,0,1,1,1,0,0,2,0,4,2,0,4,1,0,0,2,0,0,0,0
2021년10월_여_총인구수,"247,102","19,031","7,527","6,370","18,695","16,051","7,622","6,307","15,891","11,375","9,326","3,207","17,549","8,175","9,671","17,105","14,896","8,035","10,187","16,018","6,136","6,845","11,083"
2021년10월_여_연령구간인구수,"247,102","19,031","7,527","6,370","18,695","16,051","7,622","6,307","15,891","11,375","9,326","3,207","17,549","8,175","9,671","17,105","14,896","8,035","10,187","16,018","6,136","6,845","11,083"
2021년10월_여_0~9세,"15,064","1,112",405,285,"1,147","1,155",466,270,"1,271",538,558,161,"1,272",415,545,"1,037","1,131",404,697,835,448,358,554
2021년10월_여_10~19세,"20,055","1,405",553,395,"1,116","1,100",417,444,"1,757",926,829,249,"1,382",556,668,"1,669","1,996",488,897,"1,536",476,520,676
2021년10월_여_20~29세,"33,072","3,050",983,746,"3,148","2,570","1,067",713,"1,850","1,297","1,258",372,"2,322","1,170","1,143","2,162","1,791",921,"1,301","2,299",677,822,"1,410"
2021년10월_여_30~39세,"31,978","2,771",927,759,"3,117","2,684","1,181",705,"1,851","1,099","1,076",365,"2,572","1,027","1,277","1,865","1,517",909,"1,431","2,010",808,749,"1,278"
2021년10월_여_40~49세,"37,175","2,825","1,102",864,"2,743","2,379","1,039",858,"2,831","1,539","1,424",443,"2,495","1,122","1,222","2,779","2,996","1,059","1,573","2,580",828,"1,010","1,464"
2021년10월_여_50~59세,"45,233","3,253","1,323","1,121","3,090","2,634","1,355","1,160","2,857","2,116","1,832",628,"3,309","1,668","1,879","3,297","2,702","1,406","1,833","3,206","1,131","1,257","2,176"
2021년10월_여_60~69세,"35,905","2,576","1,208","1,112","2,407","1,997","1,145","1,196","2,062","1,971","1,296",551,"2,470","1,289","1,643","2,302","1,528","1,580","1,395","1,998","1,047","1,138","1,994"
2021년10월_여_70~79세,"17,249","1,223",678,652,"1,201",959,562,560,889,"1,032",596,263,"1,061",564,721,"1,086",732,830,675,908,450,627,980
2021년10월_여_80~89세,"9,580",679,305,368,624,488,332,327,441,701,390,135,560,301,469,773,410,384,342,536,235,307,473
2021년10월_여_90~99세,"1,709",130,43,65,100,79,49,70,80,145,67,31,103,59,101,133,88,52,41,108,35,54,76
2021년10월_여_100세 이상,82,7,0,3,2,6,9,4,2,11,0,9,3,4,3,2,5,2,2,2,1,3,2
