,대구광역시 북구,대구광역시 북구 고성동,대구광역시 북구 칠성동,대구광역시 북구 침산1동,대구광역시 북구 침산2동,대구광역시 북구 침산3동,대구광역시 북구 산격1동,대구광역시 북구 산격2동,대구광역시 북구 산격3동,대구광역시 북구 산격4동,대구광역시 북구 대현동,대구광역시 북구 복현1동,대구광역시 북구 복현2동,대구광역시 북구 검단동,대구광역시 북구 무태조야동,대구광역시 북구 관문동,대구광역시 북구 태전1동,대구광역시 북구 태전2동,대구광역시 북구 구암동,대구광역시 북구 관음동,대구광역시 북구 읍내동,대구광역시 북구 동천동,대구광역시 북구 노원동,대구광역시 북구 국우동
2021년09월_남_10~19세,"21,891",163,"1,023",116,"1,166","1,122",230,448,237,262,568,185,"1,625",203,"1,996","1,643",898,"1,277","2,528",791,"1,307","2,215",294,"1,594"
2021년09월_남_20~29세,"33,250",303,"1,379",265,"1,059","1,260",563,904,"1,401",737,"1,740","1,413","2,361",402,"2,229","2,041","2,053","1,929","2,880","1,329","2,299","2,206",716,"1,781"
2021년09월_남_30~39세,"27,761",354,"1,783",281,"1,235","1,069",428,628,721,653,"1,135",660,"2,043",450,"2,435","3,063","1,458","1,487","1,684",899,"1,715","1,344",885,"1,351"
2021년09월_남_40~49세,"34,590",363,"2,022",264,"1,771","1,597",600,670,594,568,"1,368",476,"2,266",467,"3,479","3,363","1,520","1,870","2,976","1,194","1,688","2,472",861,"2,141"
2021년09월_남_50~59세,"38,636",405,"1,577",447,"1,379","1,676",942,"1,017",620,766,"1,447",602,"2,511",557,"3,411","2,865","2,034","2,207","3,632","1,736","2,596","2,809","1,186","2,214"
2021년09월_남_60~69세,"27,672",335,"1,316",492,905,"1,194",984,870,591,748,"1,276",492,"1,916",615,"2,102","2,151","1,593","1,666","1,825","1,385","1,957","1,125","1,131","1,003"
2021년09월_남_70~79세,"12,407",213,678,209,434,642,512,403,320,419,733,206,721,300,971,843,696,711,687,523,715,431,584,456
2021년09월_남_80~89세,"4,502",60,319,49,190,243,217,122,120,159,298,80,264,115,272,222,281,260,245,195,283,207,155,146
2021년09월_남_90~99세,309,12,24,8,15,18,9,12,14,6,26,6,13,4,12,10,16,17,18,8,22,13,13,13
2021년09월_남_100세 이상,7,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0
2021년09월_여_총인구수,"219,603","2,542","12,111","1,936","9,915","10,402","4,670","5,607","4,373","4,056","8,940","3,507","15,220","3,283","18,007","18,568","11,164","12,600","18,240","8,313","13,641","14,731","5,652","12,125"
2021년09월_여_연령구간인구수,"219,603","2,542","12,111","1,936","9,915","10,402","4,670","5,607","4,373","4,056","8,940","3,507","15,220","3,283","18,007","18,568","11,164","12,600","18,240","8,313","13,641","14,731","5,652","12,125"
2021년09월_여_0~9세,"15,802",187,"1,155",80,"1,050",811,116,297,129,136,554,79,"1,143",143,"1,618","2,116",618,727,"1,278",415,799,"1,051",300,"1,000"
2021년09월_여_10~19세,"20,206",183,997,86,"1,128","1,081",188,411,222,200,565,162,"1,476",190,"1,880","1,596",799,"1,117","2,307",716,"1,112","2,041",291,"1,458"
2021년09월_여_20~29세,"28,335",261,"1,474",197,"1,009","1,107",400,728,"1,184",543,"1,153",998,"2,006",299,"1,972","1,744","1,879","1,725","2,431","1,025","1,967","1,917",587,"1,729"
2021년09월_여_30~39세,"24,906",332,"1,817",180,"1,410","1,159",299,529,419,381,895,402,"1,844",316,"2,273","3,016","1,152","1,216","1,678",702,"1,458","1,458",628,"1,342"
2021년09월_여_40~49세,"35,936",319,"2,045",203,"1,929","1,811",459,731,443,421,"1,239",337,"2,519",395,"3,399","3,153","1,539","2,002","3,516","1,186","1,998","3,218",687,"2,387"
2021년09월_여_50~59세,"39,243",368,"1,694",397,"1,424","1,779",865,"1,166",595,736,"1,421",601,"2,734",583,"3,028","3,033","2,130","2,462","3,671","1,784","2,848","2,771","1,062","2,091"
2021년09월_여_60~69세,"29,264",441,"1,395",430,"1,062","1,316","1,074",941,678,883,"1,472",513,"2,057",707,"2,157","2,271","1,656","1,866","1,783","1,378","1,918","1,088","1,151","1,027"
2021년09월_여_70~79세,"16,312",285,925,221,588,856,826,514,444,488,997,271,897,404,"1,125","1,077",863,984,975,634,908,724,664,642
2021년09월_여_80~89세,"8,365",142,514,124,282,425,400,256,230,225,553,130,451,217,471,475,453,430,533,425,562,430,246,391
2021년09월_여_90~99세,"1,191",23,94,16,31,54,41,33,28,42,83,14,91,28,83,84,74,69,67,45,67,33,34,57
2021년09월_여_100세 이상,43,1,1,2,2,3,2,1,1,1,8,0,2,1,1,3,1,2,1,3,4,0,2,1
