,경상남도,경상남도 창원시,경상남도 창원시 의창구,경상남도 창원시 성산구,경상남도 창원시 마산합포구,경상남도 창원시 마산회원구,경상남도 창원시 진해구,경상남도 진주시,경상남도 통영시,경상남도 사천시,경상남도 김해시,경상남도 밀양시,경상남도 거제시,경상남도 양산시,경상남도 의령군,경상남도 함안군,경상남도 창녕군,경상남도 고성군,경상남도 남해군,경상남도 하동군,경상남도 산청군,경상남도 함양군,경상남도 거창군,경상남도 합천군
2021년08월_계_80~89세,"129,064","27,470","5,183","3,696","7,355","5,706","5,530","12,950","4,967","5,974","11,936","7,038","5,131","9,285","3,112","4,234","5,106","4,348","4,936","4,478","3,779","3,912","4,952","5,456"
2021년08월_계_90~99세,"18,187","3,649",732,556,"1,055",616,690,"1,850",654,863,"1,471",911,813,"1,184",477,594,677,658,914,794,586,603,785,704
2021년08월_계_100세 이상,521,88,22,11,21,20,14,76,18,27,52,26,29,35,6,11,16,16,16,17,17,17,25,29
2021년08월_남_총인구수,"1,672,737","523,919","111,226","129,076","89,940","94,123","99,554","171,691","63,327","55,613","272,767","51,010","127,156","177,367","13,039","32,084","30,044","25,509","20,581","21,927","16,967","18,706","30,116","20,914"
2021년08월_남_연령구간인구수,"1,672,737","523,919","111,226","129,076","89,940","94,123","99,554","171,691","63,327","55,613","272,767","51,010","127,156","177,367","13,039","32,084","30,044","25,509","20,581","21,927","16,967","18,706","30,116","20,914"
2021년08월_남_0~9세,"131,873","41,534","8,896","9,634","6,878","6,420","9,706","14,115","4,476","4,037","23,963","2,756","12,931","17,067",532,"1,886","1,554","1,186",791,886,641,878,"1,872",768
2021년08월_남_10~19세,"167,425","51,406","10,205","13,690","7,302","9,293","10,916","18,304","6,543","5,253","31,293","3,968","14,547","17,729",774,"3,102","2,195","2,263","1,571","1,488","1,097","1,488","3,180","1,224"
2021년08월_남_20~29세,"205,957","71,156","15,838","21,061","10,566","11,878","11,813","24,626","6,002","6,272","37,067","5,128","13,243","21,404","1,097","3,081","2,641","2,227","1,944","1,898","1,324","1,700","3,471","1,676"
2021년08월_남_30~39세,"202,080","69,562","15,135","18,460","11,341","10,913","13,713","21,064","6,565","6,141","34,684","4,529","17,839","24,633",889,"2,670","2,644","2,004","1,227","1,434","1,069","1,290","2,501","1,335"
2021년08월_남_40~49세,"272,714","84,990","17,463","19,700","14,071","15,020","18,736","26,635","11,227","9,239","48,083","6,746","25,696","31,160","1,560","4,850","3,842","3,400","2,375","2,616","1,853","2,303","3,820","2,319"
2021년08월_남_50~59세,"295,258","91,479","20,197","24,747","14,681","16,765","15,089","28,182","11,352","9,688","50,209","9,244","21,351","29,658","2,504","6,090","5,745","4,853","3,851","4,455","3,452","3,656","5,423","4,066"
2021년08월_남_60~69세,"242,352","73,968","15,946","16,324","14,855","14,799","12,044","23,065","10,347","8,356","31,713","10,680","14,482","22,402","3,062","6,028","6,265","5,085","4,198","4,824","3,992","3,826","5,224","4,835"
2021년08월_남_70~79세,"110,654","29,891","5,750","4,272","7,563","6,863","5,443","11,297","5,116","4,610","11,745","5,632","5,338","9,817","1,613","2,979","3,490","3,021","2,944","2,783","2,307","2,254","2,884","2,933"
2021년08월_남_80~89세,"40,921","9,254","1,662","1,093","2,482","2,059","1,958","4,051","1,574","1,870","3,728","2,144","1,593","3,232",906,"1,287","1,551","1,356","1,520","1,378","1,113","1,187","1,557","1,620"
2021년08월_남_90~99세,"3,409",664,130,92,199,111,132,337,122,139,270,178,128,262,101,108,116,112,159,160,116,122,179,136
2021년08월_남_100세 이상,94,15,4,3,2,2,4,15,3,8,12,5,8,3,1,3,1,2,1,5,3,2,5,2
2021년08월_여_총인구수,"1,649,636","510,231","107,196","123,920","90,855","93,818","94,442","175,716","62,814","54,630","266,459","52,881","115,399","176,431","13,436","30,955","30,345","25,294","21,957","21,969","17,563","19,959","31,283","22,314"
2021년08월_여_연령구간인구수,"1,649,636","510,231","107,196","123,920","90,855","93,818","94,442","175,716","62,814","54,630","266,459","52,881","115,399","176,431","13,436","30,955","30,345","25,294","21,957","21,969","17,563","19,959","31,283","22,314"
2021년08월_여_0~9세,"124,609","38,959","8,516","9,104","6,424","6,056","8,859","13,186","4,423","3,762","22,926","2,624","12,029","16,340",494,"1,837","1,433","1,176",731,795,601,846,"1,736",711
2021년08월_여_10~19세,"153,221","46,911","9,146","12,238","6,841","8,473","10,213","16,432","6,135","4,906","29,132","3,614","13,323","16,886",685,"2,771","1,903","1,877","1,291","1,248",946,"1,377","2,682","1,102"
2021년08월_여_20~29세,"163,188","56,135","12,628","16,548","8,549","9,564","8,846","20,233","4,771","4,226","30,757","3,703","10,126","18,432",822,"2,132","1,951","1,542","1,203","1,291",993,"1,284","2,366","1,221"
2021년08월_여_30~39세,"184,000","61,695","13,453","16,074","10,071","9,755","12,342","19,900","6,228","5,212","32,509","4,042","16,254","23,254",770,"2,516","2,173","1,589","1,138","1,175",936,"1,220","2,336","1,053"
2021년08월_여_40~49세,"257,066","81,826","16,640","21,284","12,583","14,442","16,877","26,858","9,699","8,203","48,665","5,991","21,645","30,111","1,161","4,140","3,056","2,698","2,059","2,083","1,498","1,913","3,708","1,752"
2021년08월_여_50~59세,"281,592","92,751","20,803","26,443","14,751","16,945","13,809","28,808","10,563","8,518","47,654","9,019","18,174","29,194","1,972","4,930","4,902","4,065","3,264","3,633","2,877","3,108","4,928","3,232"
2021년08월_여_60~69세,"245,301","75,615","15,561","14,604","16,587","16,164","12,699","25,316","10,926","8,842","30,351","11,078","13,778","23,345","2,698","5,537","6,300","5,055","4,374","4,443","3,694","3,819","5,455","4,675"
2021년08월_여_70~79세,"137,311","35,065","6,308","4,550","9,301","8,249","6,657","14,510","6,129","6,114","15,016","7,162","5,826","11,862","2,247","3,651","4,496","3,740","3,711","3,555","2,868","3,171","4,051","4,137"
2021년08월_여_80~89세,"88,143","18,216","3,521","2,603","4,873","3,647","3,572","8,899","3,393","4,104","8,208","4,894","3,538","6,053","2,206","2,947","3,555","2,992","3,416","3,100","2,666","2,725","3,395","3,836"
2021년08월_여_90~99세,"14,778","2,985",602,464,856,505,558,"1,513",532,724,"1,201",733,685,922,376,486,561,546,755,634,470,481,606,568
2021년08월_여_100세 이상,427,73,18,8,19,18,10,61,15,19,40,21,21,32,5,8,15,14,15,12,14,15,20,27
