카테고리,서울특별시 강남구,서울특별시 강남구 신사동,서울특별시 강남구 논현1동,서울특별시 강남구 논현2동,서울특별시 강남구 압구정동,서울특별시 강남구 청담동,서울특별시 강남구 삼성1동,서울특별시 강남구 삼성2동,서울특별시 강남구 대치1동,서울특별시 강남구 대치2동,서울특별시 강남구 대치4동,서울특별시 강남구 역삼1동,서울특별시 강남구 역삼2동,서울특별시 강남구 도곡1동,서울특별시 강남구 도곡2동,서울특별시 강남구 개포1동,서울특별시 강남구 개포2동,서울특별시 강남구 개포4동,서울특별시 강남구 세곡동,서울특별시 강남구 일원본동,서울특별시 강남구 일원1동,서울특별시 강남구 일원2동,서울특별시 강남구 수서동
2020년05월_남_40~49세,"46,421","1,370","1,888","1,793","2,284","2,259","1,082","2,985","2,758","3,223","1,768","3,030","4,015","1,855","2,971",461,"1,695","1,429","3,839","2,150","1,142","1,523",901
2020년05월_남_50~59세,"39,889","1,232","1,376","1,415","1,951","1,913","1,166","2,055","2,090","3,534","1,629","2,223","2,584","1,682","2,760",569,"1,891","1,494","2,943","1,781","1,245","1,286","1,070"
2020년05월_남_60~69세,"26,569",818,993,959,"1,341","1,412",841,"1,088",932,"2,000",704,"1,420","1,139","1,249","1,660",551,"1,400","1,070","2,171","1,290","1,128","1,026","1,377"
2020년05월_남_70~79세,"15,810",617,661,703,"1,109",836,509,747,513,"1,025",458,808,796,647,"1,066",354,665,490,"1,295",510,651,592,758
2020년05월_남_80~89세,"4,679",277,201,205,430,243,143,232,150,231,132,241,256,181,337,109,133,139,419,130,151,127,212
2020년05월_남_90~99세,527,27,21,22,40,34,17,20,10,20,7,24,31,32,39,10,13,15,63,17,23,11,31
2020년05월_남_100세 이상,56,1,3,6,2,6,2,2,3,4,2,5,2,3,2,1,1,1,4,1,1,0,4
2020년05월_여_총인구수,"282,757","9,139","12,379","11,576","14,907","14,703","7,398","15,891","12,546","18,795","10,767","18,644","19,764","11,794","18,368","3,527","11,592","9,200","23,474","12,293","8,217","9,281","8,502"
2020년05월_여_연령구간인구수,"282,757","9,139","12,379","11,576","14,907","14,703","7,398","15,891","12,546","18,795","10,767","18,644","19,764","11,794","18,368","3,527","11,592","9,200","23,474","12,293","8,217","9,281","8,502"
2020년05월_여_0~9세,"18,305",487,372,567,"1,182","1,051",417,"1,164",949,942,411,549,"1,509",971,"1,435",196,832,534,"2,375","1,046",389,602,325
2020년05월_여_10~19세,"28,456",854,485,626,"1,480","1,105",607,"1,582","2,454","2,671","1,141",748,"2,894","1,261","2,697",304,"1,335",798,"2,310","1,475",559,735,335
2020년05월_여_20~29세,"39,211","1,298","2,609","1,971","1,727","2,131",974,"2,044","1,248","2,361","1,802","4,343","2,695","1,611","2,216",401,"1,473","1,306","2,843","1,270","1,133",930,825
2020년05월_여_30~39세,"45,714","1,389","3,185","2,576","2,049","2,631","1,160","2,991","1,033","1,845","1,864","5,166","3,102","1,860","2,261",387,"1,515","1,414","3,868","1,705","1,104","1,390","1,219"
2020년05월_여_40~49세,"53,267","1,706","1,964","1,929","2,720","2,606","1,313","3,524","3,474","4,319","2,350","2,967","4,624","2,043","3,669",511,"2,048","1,553","3,907","2,495","1,091","1,637",817
2020년05월_여_50~59세,"40,131","1,268","1,423","1,513","2,049","2,161","1,250","2,001","1,662","3,197","1,596","2,042","2,182","1,836","2,719",568,"1,991","1,576","3,112","1,916","1,381","1,358","1,330"
2020년05월_여_60~69세,"31,591",975,"1,302","1,265","1,779","1,631",947,"1,339",989,"2,030",833,"1,578","1,442","1,273","1,863",640,"1,522","1,230","2,690","1,498","1,388","1,441","1,936"
2020년05월_여_70~79세,"17,551",780,698,797,"1,305",947,513,913,493,979,570,868,943,610,"1,020",349,584,551,"1,382",545,739,845,"1,120"
2020년05월_여_80~89세,"6,646",316,277,251,477,327,163,261,188,340,162,293,282,260,374,122,221,183,791,256,347,280,475
2020년05월_여_90~99세,"1,660",57,48,68,124,95,49,62,44,92,31,72,72,65,100,39,63,49,189,83,81,58,119
2020년05월_여_100세 이상,225,9,16,13,15,18,5,10,12,19,7,18,19,4,14,10,8,6,7,4,5,5,1
