,전라남도,전라남도 목포시,전라남도 여수시,전라남도 순천시,전라남도 나주시,전라남도 광양시,전라남도 담양군,전라남도 곡성군,전라남도 구례군,전라남도 고흥군,전라남도 보성군,전라남도 화순군,전라남도 장흥군,전라남도 강진군,전라남도 해남군,전라남도 영암군,전라남도 무안군,전라남도 함평군,전라남도 영광군,전라남도 장성군,전라남도 완도군,전라남도 진도군,전라남도 신안군
2020년07월_계_80~89세,"108,178","6,916","10,496","9,994","6,491","4,606","3,782","3,169","2,471","7,468","4,696","4,561","3,865","3,533","5,940","3,979","4,139","3,368","3,931","3,670","4,348","2,838","3,917"
2020년07월_계_90~99세,"15,591",944,"1,580","1,545",975,732,595,502,358,"1,208",691,629,609,489,786,511,575,474,546,484,545,354,459
2020년07월_계_100세 이상,842,79,105,65,59,22,31,12,20,48,39,33,24,30,45,34,36,26,34,42,25,17,16
2020년07월_남_총인구수,"931,280","113,775","143,194","140,466","57,573","79,014","23,422","13,808","12,518","31,213","19,828","30,996","18,471","16,828","34,243","27,869","40,886","16,154","26,646","23,172","25,263","14,946","20,995"
2020년07월_남_연령구간인구수,"931,280","113,775","143,194","140,466","57,573","79,014","23,422","13,808","12,518","31,213","19,828","30,996","18,471","16,828","34,243","27,869","40,886","16,154","26,646","23,172","25,263","14,946","20,995"
2020년07월_남_0~9세,"68,920","10,018","10,923","12,255","5,175","6,993","1,163",574,589,"1,326",959,"1,816","1,059",924,"2,121","1,911","3,581",749,"1,942","1,466","1,684",835,857
2020년07월_남_10~19세,"88,092","12,922","13,985","16,067","4,811","8,377","1,586","1,063","1,013","2,097","1,351","3,046","1,519","1,329","2,789","2,444","4,495","1,106","2,226","1,754","1,890","1,164","1,058"
2020년07월_남_20~29세,"111,599","14,822","19,061","20,234","6,417","11,762","2,884","1,292","1,065","2,491","1,705","3,656","1,739","1,607","3,146","2,873","4,469","1,494","2,825","2,719","2,229","1,380","1,729"
2020년07월_남_30~39세,"99,666","14,047","16,994","16,975","7,570","10,115","1,949",959,915,"2,074","1,405","2,473","1,529","1,301","2,742","2,790","4,742","1,173","2,550","2,028","2,282","1,240","1,813"
2020년07월_남_40~49세,"140,422","19,674","22,368","21,602","9,124","12,264","3,047","1,756","1,643","3,767","2,423","4,431","2,345","2,139","4,644","4,512","6,755","2,117","3,800","3,288","3,715","2,061","2,947"
2020년07월_남_50~59세,"168,457","18,449","25,341","24,855","9,410","15,816","4,504","2,718","2,568","5,773","3,782","6,189","3,449","3,094","6,464","5,360","6,813","3,241","4,746","4,294","4,503","2,756","4,332"
2020년07월_남_60~69세,"133,396","13,545","19,802","16,558","7,958","8,569","4,150","2,546","2,223","6,204","3,759","4,757","3,231","3,022","6,001","3,991","5,242","2,994","4,195","3,702","4,197","2,603","4,147"
2020년07월_남_70~79세,"83,590","7,758","10,923","8,371","4,987","3,535","2,799","1,813","1,620","4,900","2,822","3,075","2,297","2,248","4,358","2,642","3,449","2,169","3,046","2,618","3,270","2,021","2,869"
2020년07월_남_80~89세,"33,921","2,329","3,493","3,231","1,906","1,446","1,208",985,804,"2,318","1,473","1,407","1,184","1,069","1,825","1,235","1,240","1,001","1,214","1,182","1,394",821,"1,156"
2020년07월_남_90~99세,"3,100",195,289,310,205,132,129,99,76,256,143,144,115,91,152,104,96,107,98,116,96,65,82
2020년07월_남_100세 이상,117,16,15,8,10,5,3,3,2,7,6,2,4,4,1,7,4,3,4,5,3,0,5
2020년07월_여_총인구수,"922,059","114,423","137,731","140,900","56,796","72,648","22,618","14,446","13,248","33,060","20,998","31,666","19,527","18,030","35,156","26,354","40,636","16,153","26,794","21,954","24,947","15,479","18,495"
2020년07월_여_연령구간인구수,"922,059","114,423","137,731","140,900","56,796","72,648","22,618","14,446","13,248","33,060","20,998","31,666","19,527","18,030","35,156","26,354","40,636","16,153","26,794","21,954","24,947","15,479","18,495"
2020년07월_여_0~9세,"66,229","9,472","10,595","11,554","4,938","6,788","1,162",550,591,"1,322",871,"1,765",996,930,"2,081","1,889","3,423",689,"1,873","1,454","1,574",909,803
2020년07월_여_10~19세,"81,485","12,278","12,831","14,661","4,544","7,808","1,461",964,901,"1,868","1,301","2,787","1,373","1,243","2,585","2,135","4,295",982,"2,045","1,559","1,792","1,082",990
2020년07월_여_20~29세,"88,646","12,685","14,698","17,008","5,729","8,477","1,934","1,090",935,"1,771","1,331","3,105","1,356","1,275","2,445","2,163","3,821","1,050","2,220","1,789","1,560","1,021","1,183"
2020년07월_여_30~39세,"89,607","13,218","14,586","16,271","6,975","8,780","1,738",812,800,"1,723","1,219","2,375","1,359","1,250","2,546","2,272","4,514","1,009","2,395","1,795","1,877","1,035","1,058"
2020년07월_여_40~49세,"121,735","18,513","20,043","22,176","7,127","11,840","2,204","1,375","1,351","2,683","1,848","4,063","1,889","1,693","3,548","3,106","5,933","1,445","2,869","2,420","2,613","1,514","1,482"
2020년07월_여_50~59세,"146,265","18,286","23,245","24,292","7,821","12,996","3,634","2,205","2,080","4,693","2,988","5,123","2,930","2,656","5,314","4,025","5,634","2,351","3,932","3,281","3,681","2,276","2,822"
2020년07월_여_60~69세,"132,023","14,849","20,109","16,450","7,718","7,690","3,885","2,343","2,330","6,317","3,772","4,365","3,226","3,062","6,111","3,892","5,240","2,823","4,174","3,399","4,268","2,562","3,438"
2020년07월_여_70~79세,"108,596","9,723","13,240","10,433","6,540","4,492","3,532","2,511","2,293","6,540","3,864","4,413","3,203","3,033","5,733","3,694","4,366","3,047","4,091","3,364","4,157","2,757","3,570"
2020년07월_여_80~89세,"74,257","4,587","7,003","6,763","4,585","3,160","2,574","2,184","1,667","5,150","3,223","3,154","2,681","2,464","4,115","2,744","2,899","2,367","2,717","2,488","2,954","2,017","2,761"
2020년07월_여_90~99세,"12,491",749,"1,291","1,235",770,600,466,403,282,952,548,485,494,398,634,407,479,367,448,368,449,289,377
2020년07월_여_100세 이상,725,63,90,57,49,17,28,9,18,41,33,31,20,26,44,27,32,23,30,37,22,17,11
