카테고리,경상북도,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 북구,경상북도 경주시,경상북도 김천시,경상북도 안동시,경상북도 구미시,경상북도 영주시,경상북도 영천시,경상북도 상주시,경상북도 문경시,경상북도 경산시,경상북도 군위군,경상북도 의성군,경상북도 청송군,경상북도 영양군,경상북도 영덕군,경상북도 청도군,경상북도 고령군,경상북도 성주군,경상북도 칠곡군,경상북도 예천군,경상북도 봉화군,경상북도 울진군,경상북도 울릉군
2020년10월_계_80~89세,"134,094","15,257","6,711","8,546","12,934","8,062","9,600","7,959","6,809","6,908","8,344","5,404","9,167","2,594","6,075","2,450","1,703","3,734","4,254","2,651","3,457","4,359","4,884","3,193","3,799",497
2020년10월_계_90~99세,"18,666","2,114",863,"1,251","1,734","1,184","1,447","1,147",996,795,"1,273",811,"1,075",324,800,302,249,518,606,309,491,616,659,500,640,76
2020년10월_계_100세 이상,990,111,55,56,90,57,64,52,61,42,61,56,67,16,48,22,26,29,19,10,27,40,34,29,17,12
2020년10월_남_총인구수,"1,329,257","254,459","118,884","135,575","126,760","70,434","78,669","213,931","51,227","51,701","47,856","34,924","132,200","11,923","25,355","12,541","8,236","17,279","20,828","16,076","22,357","59,858","27,269","15,925","24,419","5,030"
2020년10월_남_연령구간인구수,"1,329,257","254,459","118,884","135,575","126,760","70,434","78,669","213,931","51,227","51,701","47,856","34,924","132,200","11,923","25,355","12,541","8,236","17,279","20,828","16,076","22,357","59,858","27,269","15,925","24,419","5,030"
2020년10월_남_0~9세,"98,704","20,804","9,159","11,645","8,366","5,448","5,645","21,565","3,173","2,913","2,723","2,128","10,544",372,"1,020",504,395,844,791,727,973,"4,950","2,373",731,"1,500",215
2020년10월_남_10~19세,"119,260","24,587","11,202","13,385","10,947","6,536","7,244","23,567","4,675","3,594","4,023","3,031","11,780",537,"1,222",659,489,"1,099","1,175","1,109","1,284","6,100","2,312",998,"2,060",232
2020년10월_남_20~29세,"160,420","32,378","15,432","16,946","15,145","8,255","9,119","31,346","5,657","5,988","4,767","3,452","19,678",923,"1,817","1,041",654,"1,427","1,717","1,451","2,053","6,881","2,302","1,188","2,667",514
2020년10월_남_30~39세,"156,294","31,744","14,654","17,090","13,616","8,044","8,060","35,151","4,591","5,171","4,076","3,054","17,780",770,"1,830","1,008",553,"1,254","1,505","1,264","1,787","8,303","2,758","1,087","2,352",536
2020년10월_남_40~49세,"200,759","38,794","18,402","20,392","19,243","10,209","11,662","37,118","7,249","7,001","6,164","4,722","21,257","1,287","2,782","1,391","1,023","2,189","2,501","2,196","2,854","11,087","3,869","1,904","3,451",806
2020년10월_남_50~59세,"238,080","45,423","21,575","23,848","24,154","12,517","13,570","35,587","9,226","9,784","8,863","6,215","22,458","2,445","4,761","2,501","1,632","3,304","3,890","3,325","4,684","10,618","4,216","3,152","4,667","1,088"
2020년10월_남_60~69세,"200,606","38,187","17,992","20,195","20,050","10,664","12,286","19,888","8,722","9,211","8,905","6,408","16,803","2,792","5,869","2,739","1,694","3,510","4,779","3,244","4,791","7,018","4,608","3,512","3,987",939
2020년10월_남_70~79세,"107,181","17,163","8,147","9,016","10,820","5,837","7,439","7,004","5,330","5,586","5,451","4,023","8,516","1,847","3,884","1,768","1,174","2,375","3,013","1,811","2,692","3,316","3,060","2,113","2,482",477
2020년10월_남_80~89세,"43,922","4,971","2,169","2,802","4,051","2,661","3,317","2,483","2,378","2,248","2,626","1,712","3,135",884,"1,988",863,555,"1,180","1,334",872,"1,123","1,432","1,648","1,117","1,147",197
2020년10월_남_90~99세,"3,821",378,135,243,347,252,312,215,213,192,247,164,237,65,174,61,61,90,122,72,110,146,120,118,104,21
2020년10월_남_100세 이상,210,30,17,13,21,11,15,7,13,13,11,15,12,1,8,6,6,7,1,5,6,7,3,5,2,5
2020년10월_여_총인구수,"1,310,506","248,997","111,916","137,081","126,522","69,979","80,165","202,791","52,159","50,139","49,777","36,394","130,366","11,428","26,524","12,569","8,434","19,194","21,581","15,322","20,848","54,922","28,168","15,700","24,357","4,170"
2020년10월_여_연령구간인구수,"1,310,506","248,997","111,916","137,081","126,522","69,979","80,165","202,791","52,159","50,139","49,777","36,394","130,366","11,428","26,524","12,569","8,434","19,194","21,581","15,322","20,848","54,922","28,168","15,700","24,357","4,170"
2020년10월_여_0~9세,"92,603","19,304","8,515","10,789","7,991","5,073","5,091","20,149","2,977","2,863","2,525","1,962","10,085",324,934,478,347,851,763,699,947,"4,659","2,252",690,"1,446",193
2020년10월_여_10~19세,"107,620","22,302","10,117","12,185","9,988","5,599","6,577","21,637","4,270","3,090","3,632","2,593","10,936",450,"1,105",574,462,"1,031","1,109",962,999,"5,442","2,031",860,"1,732",239
2020년10월_여_20~29세,"123,477","24,161","10,795","13,366","11,743","6,432","7,532","25,315","3,989","4,169","3,455","2,678","16,166",601,"1,338",681,473,"1,039","1,151","1,061","1,424","5,263","1,774",842,"1,851",339
2020년10월_여_30~39세,"136,741","28,375","12,533","15,842","11,926","7,212","7,461","30,847","4,004","4,293","3,460","2,709","15,375",577,"1,461",708,484,"1,194","1,338","1,033","1,472","6,871","2,713",913,"1,962",353
2020년10월_여_40~49세,"183,708","38,424","17,288","21,136","17,592","9,165","10,750","36,277","6,733","5,726","5,428","4,087","20,292",892,"1,953","1,009",711,"1,742","1,961","1,708","1,908","9,446","3,200","1,348","2,855",501
2020년10월_여_50~59세,"222,289","45,079","20,047","25,032","22,625","11,426","12,990","34,179","8,851","8,527","7,976","5,821","22,206","1,895","4,025","2,232","1,362","2,928","3,474","2,586","3,858","8,961","3,873","2,665","3,960",790
2020년10월_여_60~69세,"204,094","39,659","18,359","21,300","20,661","11,078","13,061","18,957","9,503","9,233","9,285","6,875","17,611","2,522","5,841","2,747","1,712","3,827","4,784","2,960","4,358","6,529","4,681","3,268","4,112",830
2020년10월_여_70~79세,"134,177","19,590","8,954","10,636","13,657","7,615","9,236","8,977","6,570","6,946","7,222","5,289","10,770","2,183","5,114","2,296","1,527","3,578","3,579","2,292","3,146","4,321","3,838","2,632","3,236",563
2020년10월_여_80~89세,"90,172","10,286","4,542","5,744","8,883","5,401","6,283","5,476","4,431","4,660","5,718","3,692","6,032","1,710","4,087","1,587","1,148","2,554","2,920","1,779","2,334","2,927","3,236","2,076","2,652",300
2020년10월_여_90~99세,"14,845","1,736",728,"1,008","1,387",932,"1,135",932,783,603,"1,026",647,838,259,626,241,188,428,484,237,381,470,539,382,536,55
2020년10월_여_100세 이상,780,81,38,43,69,46,49,45,48,29,50,41,55,15,40,16,20,22,18,5,21,33,31,24,15,7
