카테고리,경상북도 김천시,경상북도 김천시 아포읍,경상북도 김천시 농소면,경상북도 김천시 남면,경상북도 김천시 개령면,경상북도 김천시 감문면,경상북도 김천시 어모면,경상북도 김천시 봉산면,경상북도 김천시 대항면,경상북도 김천시 감천면,경상북도 김천시 조마면,경상북도 김천시 구성면,경상북도 김천시 지례면,경상북도 김천시 부항면,경상북도 김천시 대덕면,경상북도 김천시 증산면,경상북도 김천시 자산동,경상북도 김천시 평화남산동,경상북도 김천시 양금동,경상북도 김천시 대신동,경상북도 김천시 대곡동,경상북도 김천시 지좌동,경상북도 김천시 율곡동
2020년07월_남_연령구간인구수,"70,548","3,618","1,576","1,613","1,252","1,664","2,080","1,641","1,782","1,010","1,124","1,411",801,631,"1,108",516,"3,480","3,837","1,942","12,318","10,290","5,628","11,226"
2020년07월_남_0~9세,"5,504",210,53,42,36,47,86,57,53,38,30,26,18,15,37,8,128,129,85,"1,114",732,462,"2,098"
2020년07월_남_10~19세,"6,554",225,69,83,53,61,125,85,101,49,54,58,33,22,106,19,184,245,132,"1,548","1,382",624,"1,296"
2020년07월_남_20~29세,"8,325",338,150,158,128,116,199,148,197,77,86,92,62,40,75,34,393,494,178,"1,973","1,423",779,"1,185"
2020년07월_남_30~39세,"8,160",317,131,104,81,111,123,119,124,88,70,85,48,32,73,14,339,440,144,"1,459","1,101",741,"2,416"
2020년07월_남_40~49세,"10,295",487,194,188,134,162,237,176,178,116,131,132,71,72,95,57,520,506,234,"1,986","1,475",968,"2,176"
2020년07월_남_50~59세,"12,479",758,333,346,263,334,408,345,410,208,235,319,162,129,209,128,608,675,362,"2,128","1,780",983,"1,356"
2020년07월_남_60~69세,"10,515",718,316,377,301,417,452,372,397,212,269,341,199,175,241,140,688,691,384,"1,288","1,374",666,497
2020년07월_남_70~79세,"5,836",373,197,201,179,254,302,235,213,134,161,232,120,87,171,62,457,425,279,566,727,307,154
2020년07월_남_80~89세,"2,636",175,122,108,71,150,132,91,101,82,78,107,72,54,96,50,151,216,131,235,279,92,43
2020년07월_남_90~99세,234,16,11,6,6,12,15,12,7,6,10,18,14,5,5,4,12,16,11,21,16,6,5
2020년07월_남_100세 이상,10,1,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,0,2,0,1,0,0
2020년07월_여_총인구수,"70,079","3,572","1,451","1,527","1,239","1,670","2,018","1,561","1,714",946,"1,142","1,443",800,635,"1,105",546,"3,356","3,981","2,067","12,580","10,300","5,415","11,011"
2020년07월_여_연령구간인구수,"70,079","3,572","1,451","1,527","1,239","1,670","2,018","1,561","1,714",946,"1,142","1,443",800,635,"1,105",546,"3,356","3,981","2,067","12,580","10,300","5,415","11,011"
2020년07월_여_0~9세,"5,164",184,59,33,27,30,71,42,42,19,33,28,17,10,19,5,105,125,67,"1,058",719,457,"2,014"
2020년07월_여_10~19세,"5,613",208,67,67,50,48,76,61,88,33,46,34,25,19,91,17,206,201,114,"1,481",955,496,"1,230"
2020년07월_여_20~29세,"6,463",252,104,98,71,71,121,121,119,73,57,92,30,27,49,14,255,354,155,"1,622",987,623,"1,168"
2020년07월_여_30~39세,"7,293",286,86,88,64,72,98,85,97,35,57,54,28,19,45,15,227,295,128,"1,405","1,046",586,"2,477"
2020년07월_여_40~49세,"9,199",368,114,119,76,94,190,112,141,68,84,75,47,41,69,39,325,389,184,"2,110","1,553",917,"2,084"
2020년07월_여_50~59세,"11,469",699,225,258,221,265,345,296,337,177,203,228,115,94,179,107,543,694,336,"2,106","1,975",923,"1,143"
2020년07월_여_60~69세,"10,926",676,324,308,293,365,423,362,381,198,252,319,164,132,222,132,814,915,445,"1,372","1,550",759,520
2020년07월_여_70~79세,"7,670",469,257,280,229,340,373,273,259,157,185,286,193,153,208,92,565,625,405,814,881,401,225
2020년07월_여_80~89세,"5,342",360,186,218,176,327,262,186,200,159,192,276,159,118,192,108,275,322,208,532,547,211,128
2020년07월_여_90~99세,896,69,29,53,32,57,56,22,47,26,31,51,20,20,29,15,41,56,24,73,85,40,20
2020년07월_여_100세 이상,44,1,0,5,0,1,3,1,3,1,2,0,2,2,2,2,0,5,1,7,2,2,2
