,서울특별시 송파구,서울특별시 송파구 풍납1동,서울특별시 송파구 풍납2동,서울특별시 송파구 거여1동,서울특별시 송파구 거여2동,서울특별시 송파구 마천1동,서울특별시 송파구 마천2동,서울특별시 송파구 방이1동,서울특별시 송파구 방이2동,서울특별시 송파구 오륜동,서울특별시 송파구 오금동,서울특별시 송파구 송파1동,서울특별시 송파구 송파2동,서울특별시 송파구 석촌동,서울특별시 송파구 삼전동,서울특별시 송파구 가락본동,서울특별시 송파구 가락1동,서울특별시 송파구 가락2동,서울특별시 송파구 문정1동,서울특별시 송파구 문정2동,서울특별시 송파구 장지동,서울특별시 송파구 위례동,서울특별시 송파구 잠실본동,서울특별시 송파구 잠실2동,서울특별시 송파구 잠실3동,서울특별시 송파구 잠실4동,서울특별시 송파구 잠실6동,서울특별시 송파구 잠실7동
2020년12월_계_80~89세,"14,132",452,563,364,583,730,693,366,468,350,993,470,413,623,538,587,313,637,406,675,670,301,525,491,695,365,449,412
2020년12월_계_90~99세,"2,519",64,91,53,103,103,117,60,72,97,197,79,78,86,106,82,60,109,68,112,158,89,74,83,139,78,88,73
2020년12월_계_100세 이상,299,8,9,3,16,18,34,7,3,1,10,10,12,8,13,8,5,11,14,10,4,3,13,31,12,20,13,3
2020년12월_남_총인구수,"322,299","6,829","12,133","6,579","9,451","10,071","9,919","7,803","12,316","9,090","19,152","11,629","9,908","15,501","14,838","13,410","13,505","16,240","10,203","13,608","14,627","14,751","13,495","17,248","16,824","10,438","8,119","4,612"
2020년12월_남_연령구간인구수,"322,299","6,829","12,133","6,579","9,451","10,071","9,919","7,803","12,316","9,090","19,152","11,629","9,908","15,501","14,838","13,410","13,505","16,240","10,203","13,608","14,627","14,751","13,495","17,248","16,824","10,438","8,119","4,612"
2020년12월_남_0~9세,"26,202",386,"1,034",354,708,517,454,545,656,717,"1,485",632,839,828,813,851,"1,759","1,345",700,840,"1,237","2,494",645,"2,135","1,718","1,468",730,312
2020년12월_남_10~19세,"30,245",468,"1,034",541,842,828,715,869,669,"1,554","1,709",681,968,981,"1,066",981,"1,068","1,884",801,769,"1,439","1,933",903,"2,936","2,061","1,216",902,427
2020년12월_남_20~29세,"44,784",904,"1,686",974,"1,155","1,242","1,328","1,270","2,194","1,151","2,896","2,064","1,373","2,554","2,409","2,054","1,752","2,308","1,637","2,036","2,077","1,468","2,255","1,555","1,874","1,002",953,613
2020년12월_남_30~39세,"53,058","1,011","2,036",932,"1,367","1,236","1,269","1,090","2,926",719,"2,791","2,651","1,458","3,396","3,286","2,435","2,525","2,343","1,843","3,492","2,434","2,408","3,021","1,648","1,920","1,303","1,051",467
2020년12월_남_40~49세,"52,639",991,"1,964",980,"1,485","1,474","1,459","1,236","1,791","1,505","2,736","1,635","1,527","2,432","2,485","1,914","2,166","2,726","1,406","2,095","2,351","3,123","2,143","4,052","2,921","2,128","1,290",624
2020년12월_남_50~59세,"49,788","1,184","1,802","1,181","1,624","1,928","1,890","1,273","1,705","1,556","3,226","1,620","1,606","2,284","2,103","2,323","1,895","2,548","1,594","1,737","2,294","1,733","1,959","2,643","2,602","1,437","1,230",811
2020년12월_남_60~69세,"39,689","1,117","1,554",931,"1,313","1,644","1,689",916,"1,441","1,161","2,676","1,397","1,341","1,815","1,654","1,813","1,566","1,966","1,433","1,468","1,757","1,031","1,552","1,305","2,169","1,124","1,178",678
2020년12월_남_70~79세,"19,724",570,782,526,729,898,810,457,727,567,"1,245",719,618,912,809,766,660,848,608,829,804,470,775,744,"1,228",584,567,472
2020년12월_남_80~89세,"5,501",178,217,144,205,269,284,130,188,135,344,209,160,272,192,242,102,241,159,301,212,82,217,202,295,151,182,188
2020년12월_남_90~99세,591,17,22,14,15,31,15,17,17,24,41,20,16,27,18,27,11,30,18,37,22,9,23,17,33,20,30,20
2020년12월_남_100세 이상,78,3,2,2,8,4,6,0,2,1,3,1,2,0,3,4,1,1,4,4,0,0,2,11,3,5,6,0
2020년12월_여_총인구수,"345,661","7,072","13,385","6,401","9,792","9,660","9,642","8,385","13,853","9,394","20,352","13,184","10,738","17,026","16,617","13,647","14,287","16,775","10,486","15,770","15,572","15,554","15,077","18,862","18,492","11,283","9,079","5,276"
2020년12월_여_연령구간인구수,"345,661","7,072","13,385","6,401","9,792","9,660","9,642","8,385","13,853","9,394","20,352","13,184","10,738","17,026","16,617","13,647","14,287","16,775","10,486","15,770","15,572","15,554","15,077","18,862","18,492","11,283","9,079","5,276"
2020년12월_여_0~9세,"24,542",305,946,316,638,472,464,550,564,604,"1,381",614,798,799,783,795,"1,492","1,237",651,843,"1,184","2,431",636,"2,032","1,580","1,376",756,295
2020년12월_여_10~19세,"28,823",432,"1,032",483,729,791,664,819,580,"1,258","1,520",707,979,949,970,901,"1,139","1,676",728,701,"1,363","1,957",898,"2,945","1,995","1,150",853,604
2020년12월_여_20~29세,"49,335",817,"2,154",875,"1,091","1,141","1,148","1,218","2,990","1,032","2,709","2,539","1,552","3,071","2,974","2,143","1,796","2,273","1,666","3,240","2,046","1,451","2,854","1,750","2,043","1,033","1,058",671
2020년12월_여_30~39세,"57,532",932,"2,261",824,"1,319",999,"1,026","1,190","3,067",998,"2,902","2,775","1,613","3,648","3,390","2,352","2,816","2,496","1,748","4,032","2,394","2,889","3,152","2,448","2,566","1,817","1,319",559
2020년12월_여_40~49세,"56,660","1,004","2,099",979,"1,554","1,385","1,315","1,457","1,872","1,899","3,108","1,871","1,660","2,493","2,710","1,980","2,285","2,926","1,489","2,226","2,457","3,028","2,305","4,653","3,376","2,259","1,486",784
2020년12월_여_50~59세,"52,778","1,265","1,901","1,152","1,707","1,687","1,827","1,427","1,947","1,575","3,652","1,897","1,759","2,448","2,412","2,431","2,133","2,725","1,798","1,813","2,612","1,771","2,179","2,209","2,705","1,461","1,427",858
2020년12월_여_60~69세,"44,495","1,319","1,726",996,"1,436","1,630","1,700","1,036","1,721","1,284","3,003","1,675","1,501","2,116","2,026","1,835","1,717","2,104","1,500","1,668","2,002","1,245","1,837","1,593","2,490","1,310","1,258",767
2020년12월_여_70~79세,"20,716",672,844,516,844,"1,008",959,402,776,456,"1,265",777,551,"1,084",908,806,645,853,599,792,916,480,846,857,"1,222",590,590,458
2020년12월_여_80~89세,"8,631",274,346,220,378,461,409,236,280,215,649,261,253,351,346,345,211,396,247,374,458,219,308,289,400,214,267,224
2020년12월_여_90~99세,"1,928",47,69,39,88,72,102,43,55,73,156,59,62,59,88,55,49,79,50,75,136,80,51,66,106,58,58,53
2020년12월_여_100세 이상,221,5,7,1,8,14,28,7,1,0,7,9,10,8,10,4,4,10,10,6,4,3,11,20,9,15,7,3
