,전라북도 익산시,전라북도 익산시 함열읍,전라북도 익산시 오산면,전라북도 익산시 황등면,전라북도 익산시 함라면,전라북도 익산시 웅포면,전라북도 익산시 성당면,전라북도 익산시 용안면,전라북도 익산시 낭산면,전라북도 익산시 망성면,전라북도 익산시 여산면,전라북도 익산시 금마면,전라북도 익산시 왕궁면,전라북도 익산시 춘포면,전라북도 익산시 삼기면,전라북도 익산시 용동면,전라북도 익산시 중앙동,전라북도 익산시 평화동,전라북도 익산시 인화동,전라북도 익산시 동산동,전라북도 익산시 마동,전라북도 익산시 남중동,전라북도 익산시 모현동,전라북도 익산시 송학동,전라북도 익산시 영등1동,전라북도 익산시 영등2동,전라북도 익산시 어양동,전라북도 익산시 신동,전라북도 익산시 팔봉동,전라북도 익산시 삼성동
2020년10월_계_80~89세,"12,447",488,499,608,245,217,217,322,326,364,321,311,540,410,269,207,215,189,427,852,353,648,"1,171",252,568,239,415,708,279,787
2020년10월_계_90~99세,"1,946",81,77,108,48,41,39,51,42,52,43,41,102,73,51,33,44,31,48,104,57,86,174,28,112,31,58,118,76,97
2020년10월_계_100세 이상,107,6,3,11,4,1,3,0,1,4,2,2,7,2,4,3,5,3,2,10,2,3,5,2,2,0,3,12,3,2
2020년10월_남_총인구수,"140,864","3,449","3,926","3,634","1,145",812,990,"1,341","1,633","1,483","1,689","2,806","2,267","2,376","1,351",777,"1,856","2,587","3,616","11,239","4,816","5,960","18,630","4,274","11,496","7,076","12,448","7,952","3,480","15,755"
2020년10월_남_연령구간인구수,"140,864","3,449","3,926","3,634","1,145",812,990,"1,341","1,633","1,483","1,689","2,806","2,267","2,376","1,351",777,"1,856","2,587","3,616","11,239","4,816","5,960","18,630","4,274","11,496","7,076","12,448","7,952","3,480","15,755"
2020년10월_남_0~9세,"9,938",200,269,139,29,13,25,36,52,41,80,176,56,106,42,11,63,173,171,854,243,258,"1,890",437,783,663,"1,226",330,291,"1,281"
2020년10월_남_10~19세,"14,354",280,311,266,64,41,49,72,83,60,91,172,116,169,61,49,89,158,221,"1,206",403,467,"2,138",516,"1,399","1,096","1,750",554,332,"2,141"
2020년10월_남_20~29세,"19,815",357,368,395,104,51,75,103,126,87,189,451,148,235,144,60,205,283,450,"1,386",740,763,"2,516",475,"1,848","1,187","1,896","2,309",439,"2,425"
2020년10월_남_30~39세,"15,037",282,437,282,74,42,56,103,112,107,161,264,151,185,104,34,195,283,466,"1,305",507,565,"2,135",579,"1,224",812,"1,557",854,472,"1,689"
2020년10월_남_40~49세,"21,535",443,565,458,130,91,115,152,211,154,199,338,266,323,161,102,251,404,480,"1,827",684,835,"3,098",761,"1,697","1,269","2,296",929,545,"2,751"
2020년10월_남_50~59세,"24,932",643,698,719,240,165,214,200,323,290,317,484,414,476,302,118,292,531,614,"1,992",914,971,"3,016",646,"2,147","1,251","2,241","1,138",574,"3,002"
2020년10월_남_60~69세,"19,858",694,710,713,235,185,230,315,364,354,316,513,527,478,276,186,390,438,610,"1,609",799,"1,003","2,308",495,"1,604",488,999,956,461,"1,602"
2020년10월_남_70~79세,"10,883",379,378,440,176,136,152,242,233,256,236,285,380,268,168,139,272,243,433,757,400,790,"1,100",268,610,222,354,667,257,642
2020년10월_남_80~89세,"4,038",154,169,197,81,78,66,105,117,120,90,110,170,118,79,71,86,66,158,276,115,282,385,88,160,82,116,198,92,209
2020년10월_남_90~99세,449,16,18,21,12,10,7,13,12,13,9,13,36,18,13,7,13,7,13,24,11,24,44,8,24,6,13,16,16,12
2020년10월_남_100세 이상,25,1,3,4,0,0,1,0,0,1,1,0,3,0,1,0,0,1,0,3,0,2,0,1,0,0,0,1,1,1
2020년10월_여_총인구수,"141,983","3,593","4,045","3,581","1,170",765,958,"1,311","1,462","1,537","1,680","2,510","2,155","2,222","1,278",803,"1,634","2,309","3,471","11,532","4,646","5,765","19,856","4,303","11,930","7,400","13,020","7,784","3,242","16,021"
2020년10월_여_연령구간인구수,"141,983","3,593","4,045","3,581","1,170",765,958,"1,311","1,462","1,537","1,680","2,510","2,155","2,222","1,278",803,"1,634","2,309","3,471","11,532","4,646","5,765","19,856","4,303","11,930","7,400","13,020","7,784","3,242","16,021"
2020년10월_여_0~9세,"9,507",181,273,132,37,15,10,36,57,54,104,151,31,82,30,12,40,146,148,880,192,229,"1,790",451,767,640,"1,131",317,273,"1,298"
2020년10월_여_10~19세,"13,716",318,310,251,74,21,50,72,55,73,73,185,87,132,47,37,61,182,203,"1,038",321,378,"2,193",455,"1,349","1,001","1,727",599,329,"2,095"
2020년10월_여_20~29세,"16,541",274,334,286,71,45,54,75,93,55,139,229,118,169,106,41,156,225,450,"1,184",626,601,"2,328",403,"1,540","1,110","1,637","1,802",317,"2,073"
2020년10월_여_30~39세,"13,648",258,370,244,53,20,41,44,85,54,111,200,75,156,57,34,120,249,320,"1,170",375,437,"2,282",598,"1,173",842,"1,569",621,381,"1,709"
2020년10월_여_40~49세,"20,655",372,491,336,93,48,60,78,116,112,139,249,140,218,83,49,168,313,374,"1,683",578,669,"3,183",683,"1,906","1,550","2,707",799,505,"2,953"
2020년10월_여_50~59세,"24,172",597,693,612,198,102,152,170,227,237,247,447,330,358,253,111,274,418,507,"2,035",987,962,"3,314",618,"2,363","1,232","2,206","1,172",504,"2,846"
2020년10월_여_60~69세,"20,208",700,715,671,206,189,216,299,292,360,326,482,477,447,248,176,352,403,704,"1,778",825,"1,117","2,456",548,"1,622",487,"1,123","1,065",419,"1,505"
2020년10월_여_70~79세,"13,548",489,470,544,234,154,190,282,297,306,275,336,457,311,223,178,298,224,459,"1,101",456,943,"1,389",362,712,356,573,786,265,878
2020년10월_여_80~89세,"8,409",334,330,411,164,139,151,217,209,244,231,201,370,292,190,136,129,123,269,576,238,366,786,164,408,157,299,510,187,578
2020년10월_여_90~99세,"1,497",65,59,87,36,31,32,38,30,39,34,28,66,55,38,26,31,24,35,80,46,62,130,20,88,25,45,102,60,85
2020년10월_여_100세 이상,82,5,0,7,4,1,2,0,1,3,1,2,4,2,3,3,5,2,2,7,2,1,5,1,2,0,3,11,2,1
