카테고리,경상남도 창원시,경상남도 창원시 의창구,경상남도 창원시 의창구 동읍,경상남도 창원시 의창구 북면,경상남도 창원시 의창구 대산면,경상남도 창원시 의창구 의창동,경상남도 창원시 의창구 팔룡동,경상남도 창원시 의창구 명곡동,경상남도 창원시 의창구 봉림동,경상남도 창원시 의창구 용지동,경상남도 창원시 성산구,경상남도 창원시 성산구 반송동,경상남도 창원시 성산구 중앙동,경상남도 창원시 성산구 상남동,경상남도 창원시 성산구 사파동,경상남도 창원시 성산구 가음정동,경상남도 창원시 성산구 성주동,경상남도 창원시 성산구 웅남동,경상남도 창원시 마산합포구,경상남도 창원시 마산합포구 구산면,경상남도 창원시 마산합포구 진동면,경상남도 창원시 마산합포구 진북면,경상남도 창원시 마산합포구 진전면,경상남도 창원시 마산합포구 현동,경상남도 창원시 마산합포구 가포동,경상남도 창원시 마산합포구 월영동,경상남도 창원시 마산합포구 문화동,경상남도 창원시 마산합포구 반월중앙동,경상남도 창원시 마산합포구 완월동,경상남도 창원시 마산합포구 자산동,경상남도 창원시 마산합포구 교방동,경상남도 창원시 마산합포구 오동동,경상남도 창원시 마산합포구 합포동,경상남도 창원시 마산합포구 산호동,경상남도 창원시 마산회원구,경상남도 창원시 마산회원구 내서읍,경상남도 창원시 마산회원구 회원1동,경상남도 창원시 마산회원구 회원2동,경상남도 창원시 마산회원구 석전동,경상남도 창원시 마산회원구 회성동,경상남도 창원시 마산회원구 양덕1동,경상남도 창원시 마산회원구 양덕2동,경상남도 창원시 마산회원구 합성1동,경상남도 창원시 마산회원구 합성2동,경상남도 창원시 마산회원구 구암1동,경상남도 창원시 마산회원구 구암2동,경상남도 창원시 마산회원구 봉암동,경상남도 창원시 진해구,경상남도 창원시 진해구 충무동,경상남도 창원시 진해구 여좌동,경상남도 창원시 진해구 태백동,경상남도 창원시 진해구 경화동,경상남도 창원시 진해구 병암동,경상남도 창원시 진해구 석동,경상남도 창원시 진해구 이동,경상남도 창원시 진해구 자은동,경상남도 창원시 진해구 덕산동,경상남도 창원시 진해구 풍호동,경상남도 창원시 진해구 웅천동,경상남도 창원시 진해구 웅동1동,경상남도 창원시 진해구 웅동2동
2020년05월_계_80~89세,"25,559","5,588",795,912,492,882,477,824,694,512,"2,884",591,289,343,659,514,270,218,"6,811",328,463,310,491,265,38,716,522,661,431,416,536,857,364,413,"5,118","1,339",561,318,506,361,321,567,265,238,300,232,110,"5,158",684,632,366,348,312,267,296,433,309,462,325,240,484
2020년05월_계_90~99세,"3,273",747,100,132,72,121,59,97,85,81,430,87,57,64,95,73,25,29,936,58,60,56,80,36,6,101,75,79,43,53,85,106,46,52,559,139,55,40,47,43,35,77,32,17,39,26,9,601,88,61,45,42,30,37,42,46,26,48,39,37,60
2020년05월_계_100세 이상,178,34,3,6,2,7,3,7,5,1,21,7,4,3,5,2,0,0,66,0,3,2,1,0,2,5,5,8,3,3,20,6,3,5,38,2,6,3,2,6,3,1,4,2,3,3,3,19,4,1,2,4,2,2,0,1,0,1,1,0,1
2020년05월_남_총인구수,"527,377","133,709","10,405","21,572","3,728","25,715","18,878","22,042","16,029","15,340","111,068","21,507","12,609","14,374","23,118","21,237","13,984","4,239","87,221","2,267","6,420","1,959","1,990","7,232",338,"16,163","5,754","7,502","4,674","5,522","7,254","10,056","3,611","6,479","96,813","33,222","5,459","3,819","8,643","3,314","5,803","16,047","4,932","4,012","4,700","4,935","1,927","98,566","9,104","4,467","2,647","5,818","3,780","8,895","4,525","10,794","5,062","13,130","6,330","3,371","20,643"
2020년05월_남_연령구간인구수,"527,377","133,709","10,405","21,572","3,728","25,715","18,878","22,042","16,029","15,340","111,068","21,507","12,609","14,374","23,118","21,237","13,984","4,239","87,221","2,267","6,420","1,959","1,990","7,232",338,"16,163","5,754","7,502","4,674","5,522","7,254","10,056","3,611","6,479","96,813","33,222","5,459","3,819","8,643","3,314","5,803","16,047","4,932","4,012","4,700","4,935","1,927","98,566","9,104","4,467","2,647","5,818","3,780","8,895","4,525","10,794","5,062","13,130","6,330","3,371","20,643"
2020년05월_남_0~9세,"44,533","11,363",660,"3,420",157,"2,245","1,529","1,337",820,"1,195","8,865","1,727",723,"1,114","1,894","1,976","1,178",253,"6,614",70,650,44,33,"1,211",13,"1,461",286,557,229,300,542,621,184,413,"7,231","2,874",249,185,619,88,353,"1,710",372,157,239,302,83,"10,460",824,216,112,595,316,802,218,"1,302",571,"1,987",974,310,"2,233"
2020년05월_남_10~19세,"53,229","12,697","1,066","1,786",240,"2,478","2,083","2,264","1,232","1,548","12,613","2,881",794,"1,893","2,612","2,232","1,775",426,"7,235",94,503,92,79,585,15,"1,724",422,731,401,564,627,665,228,505,"9,811","4,437",338,326,668,204,458,"1,858",335,267,367,424,129,"10,873",962,392,164,559,402,"1,262",307,"1,162",644,"1,596",442,364,"2,617"
2020년05월_남_20~29세,"73,297","20,220","1,385","2,174",389,"3,956","3,084","3,782","2,794","2,656","18,379","3,344","2,474","2,402","3,674","3,502","2,342",641,"10,669",204,623,192,164,660,45,"2,384",945,951,630,714,812,"1,117",392,836,"12,506","4,642",592,438,"1,014",371,760,"1,975",656,568,592,677,221,"11,523","1,361",524,301,655,433,"1,231",590,"1,302",643,"1,290",655,339,"2,199"
2020년05월_남_30~39세,"72,551","18,850","1,005","4,084",412,"3,866","2,709","2,347","2,253","2,174","16,089","2,380","2,541","1,882","3,489","3,332","1,853",612,"11,033",215,867,135,106,"1,359",37,"2,083",712,856,526,585,889,"1,320",490,853,"11,950","3,653",641,372,"1,324",353,779,"2,117",787,497,544,634,249,"14,629","1,277",434,238,908,446,"1,180",636,"1,711",711,"2,026","1,260",395,"3,407"
2020년05월_남_40~49세,"85,735","20,818","1,723","3,663",495,"3,911","3,036","3,387","2,335","2,268","17,470","3,567","2,049","2,210","3,713","3,219","2,060",652,"13,451",266,"1,088",215,190,"1,287",34,"2,468",755,"1,209",662,747,"1,162","1,745",579,"1,044","15,554","5,664",836,557,"1,272",456,869,"2,780",711,616,671,779,343,"18,442","1,623",665,364,911,676,"1,677",766,"1,885",867,"2,542","1,060",613,"4,793"
2020년05월_남_50~59세,"93,532","25,136","2,057","2,967",712,"4,795","3,690","4,740","3,185","2,990","21,620","4,201","2,253","2,937","4,320","4,132","3,036",741,"14,766",435,"1,109",450,416,956,64,"2,722",970,"1,250",865,963,"1,176","1,653",636,"1,101","17,476","6,405",932,681,"1,474",626,998,"2,607",859,732,928,850,384,"14,534","1,194",730,505,902,594,"1,361",772,"1,661",696,"1,667",873,587,"2,992"
2020년05월_남_60~69세,"67,146","16,624","1,521","2,337",785,"3,037","2,018","2,866","2,331","1,729","11,964","2,478","1,268","1,488","2,607","2,181","1,375",567,"13,793",559,946,469,521,739,80,"2,106",932,"1,070",811,982,"1,215","1,710",634,"1,019","13,797","3,622","1,024",753,"1,341",705,970,"1,986",721,702,859,784,330,"10,968",993,711,493,767,509,938,753,"1,212",558,"1,339",672,484,"1,539"
2020년05월_남_70~79세,"28,368","6,148",737,865,390,"1,121",571,"1,009",848,607,"3,174",731,391,340,626,518,303,265,"7,239",324,477,255,317,347,38,968,549,639,403,517,629,913,328,535,"6,575","1,479",621,398,734,362,498,776,390,395,380,395,147,"5,232",610,524,332,395,296,333,373,421,274,516,276,205,677
2020년05월_남_80~89세,"8,305","1,721",242,256,132,286,148,286,215,156,803,186,99,93,164,132,57,72,"2,217",91,149,99,149,81,9,229,168,219,136,139,175,288,125,160,"1,793",427,211,99,185,133,112,224,93,74,113,83,39,"1,771",239,251,123,118,105,102,104,127,92,159,108,67,176
2020년05월_남_90~99세,640,126,9,19,15,19,10,23,15,16,85,11,14,14,19,12,5,10,188,9,7,8,15,7,3,18,14,20,11,10,17,22,14,13,112,19,15,10,10,12,6,14,7,4,7,7,1,129,20,19,14,8,2,9,6,11,6,8,10,7,9
2020년05월_남_100세 이상,41,6,0,1,1,1,0,1,1,1,6,1,3,1,0,1,0,0,16,0,1,0,0,0,0,0,1,0,0,1,10,2,1,0,8,0,0,0,2,4,0,0,1,0,0,0,1,5,1,1,1,0,1,0,0,0,0,0,0,0,1
2020년05월_여_총인구수,"513,396","129,020","10,013","21,126","3,603","25,012","17,977","21,349","14,732","15,208","106,362","20,989","10,520","14,199","23,275","20,600","12,938","3,841","88,018","2,120","6,094","1,700","2,024","7,289",321,"16,458","5,854","7,859","4,899","5,696","7,405","10,238","3,494","6,567","95,938","32,819","5,517","3,842","8,544","3,225","5,737","16,286","4,740","4,014","4,711","4,952","1,551","94,058","8,493","4,536","2,587","5,679","3,849","8,531","4,050","10,859","5,232","13,200","6,133","3,203","17,706"
2020년05월_여_연령구간인구수,"513,396","129,020","10,013","21,126","3,603","25,012","17,977","21,349","14,732","15,208","106,362","20,989","10,520","14,199","23,275","20,600","12,938","3,841","88,018","2,120","6,094","1,700","2,024","7,289",321,"16,458","5,854","7,859","4,899","5,696","7,405","10,238","3,494","6,567","95,938","32,819","5,517","3,842","8,544","3,225","5,737","16,286","4,740","4,014","4,711","4,952","1,551","94,058","8,493","4,536","2,587","5,679","3,849","8,531","4,050","10,859","5,232","13,200","6,133","3,203","17,706"
2020년05월_여_0~9세,"41,546","10,668",625,"3,187",115,"2,173","1,495","1,228",809,"1,036","8,489","1,638",606,"1,105","1,846","1,925","1,098",271,"6,077",57,560,34,34,"1,122",18,"1,372",280,473,219,252,492,593,175,396,"6,690","2,675",215,152,559,83,303,"1,594",329,167,251,278,84,"9,622",796,179,97,532,274,757,186,"1,249",546,"1,754",842,270,"2,140"
2020년05월_여_10~19세,"48,182","11,399",921,"1,696",193,"2,275","1,849","2,028","1,104","1,333","11,158","2,556",698,"1,650","2,370","2,029","1,483",372,"6,657",76,521,80,69,614,13,"1,545",407,670,435,411,588,532,202,494,"8,857","3,993",325,287,594,178,410,"1,690",306,243,319,409,103,"10,111",941,321,142,486,346,"1,173",247,"1,081",574,"1,595",462,355,"2,388"
2020년05월_여_20~29세,"58,733","16,212",978,"1,841",304,"3,255","2,452","3,148","2,069","2,165","14,781","2,585","2,003","1,926","3,084","2,874","1,902",407,"8,593",119,492,127,106,621,26,"1,889",722,757,548,573,641,971,275,726,"10,250","3,805",462,350,901,275,591,"1,588",538,485,457,669,129,"8,897",807,384,220,512,377,972,411,"1,118",509,"1,039",609,259,"1,680"
2020년05월_여_30~39세,"65,006","17,030",914,"4,248",258,"3,410","2,439","2,094","1,660","2,007","14,132","2,375","1,777","1,743","3,211","2,970","1,628",428,"9,770",116,766,87,75,"1,412",26,"2,004",554,803,393,491,795,"1,201",321,726,"10,639","3,541",444,338,"1,049",249,639,"2,200",631,364,437,563,184,"13,435","1,067",329,180,771,416,"1,074",419,"1,709",707,"2,310","1,235",371,"2,847"
2020년05월_여_40~49세,"83,389","20,507","1,601","3,143",356,"3,971","3,210","3,527","2,148","2,551","19,205","4,080","1,629","2,646","4,250","3,574","2,403",623,"12,154",144,889,137,138,"1,117",41,"2,632",733,"1,131",649,777,"1,009","1,386",449,922,"15,118","6,218",658,476,"1,084",335,810,"2,890",614,527,598,680,228,"16,405","1,386",612,272,866,618,"1,758",547,"1,866",864,"2,392",908,514,"3,802"
2020년05월_여_50~59세,"94,550","25,771","1,920","3,179",675,"4,984","3,735","4,791","3,187","3,300","22,350","4,289","2,008","3,206","4,930","4,322","2,867",728,"15,060",385,960,316,331,983,54,"2,974","1,003","1,335",950,"1,105","1,211","1,711",599,"1,143","17,587","6,061",968,689,"1,533",648,"1,031","2,880",872,742,976,904,283,"13,782","1,059",725,444,948,622,"1,304",770,"1,787",713,"1,862",835,521,"2,192"
2020년05월_여_60~69세,"68,334","16,030","1,500","2,131",756,"3,034","1,802","2,776","2,301","1,730","10,285","2,185","1,183","1,234","2,190","1,842","1,065",586,"15,288",559,996,392,440,840,77,"2,322","1,086","1,322",879,"1,114","1,374","1,979",737,"1,171","15,157","3,625","1,262",802,"1,577",729,"1,179","2,111",796,889,993,886,308,"11,574","1,122",846,530,838,600,909,826,"1,188",692,"1,344",645,462,"1,572"
2020년05월_여_70~79세,"33,632","6,887",907,927,528,"1,206",614,"1,139",901,665,"3,521",794,382,387,818,620,259,261,"9,027",378,541,266,423,367,32,"1,145",650,859,496,651,856,"1,208",463,692,"7,838","1,867",787,496,889,467,533,926,454,418,458,392,151,"6,359",799,717,427,458,360,389,416,519,390,560,350,248,726
2020년05월_여_80~89세,"17,254","3,867",553,656,360,596,329,538,479,356,"2,081",405,190,250,495,382,213,146,"4,594",237,314,211,342,184,29,487,354,442,295,277,361,569,239,253,"3,325",912,350,219,321,228,209,343,172,164,187,149,71,"3,387",445,381,243,230,207,165,192,306,217,303,217,173,308
2020년05월_여_90~99세,"2,633",621,91,113,57,102,49,74,70,65,345,76,43,50,76,61,20,19,748,49,53,48,65,29,3,83,61,59,32,43,68,84,32,39,447,120,40,30,37,31,29,63,25,13,32,19,8,472,68,42,31,34,28,28,36,35,20,40,29,30,51
2020년05월_여_100세 이상,137,28,3,5,1,6,3,6,4,0,15,6,1,2,5,1,0,0,50,0,2,2,1,0,2,5,4,8,3,2,10,4,2,5,30,2,6,3,0,2,3,1,3,2,3,3,2,14,3,0,1,4,1,2,0,1,0,1,1,0,0
