카테고리,부산광역시 해운대구,부산광역시 해운대구 우제1동,부산광역시 해운대구 우제2동,부산광역시 해운대구 우제3동,부산광역시 해운대구 중제1동,부산광역시 해운대구 중제2동,부산광역시 해운대구 좌제1동,부산광역시 해운대구 좌제2동,부산광역시 해운대구 좌제3동,부산광역시 해운대구 좌제4동,부산광역시 해운대구 송정동,부산광역시 해운대구 반여제1동,부산광역시 해운대구 반여제2동,부산광역시 해운대구 반여제3동,부산광역시 해운대구 반여제4동,부산광역시 해운대구 반송제1동,부산광역시 해운대구 반송제2동,부산광역시 해운대구 재송제1동,부산광역시 해운대구 재송제2동
2021년11월_여_연령구간인구수,"206,138","11,816","16,038","15,214","14,364","8,329","9,688","17,335","8,589","12,181","5,110","17,532","6,537","4,381","8,172","6,913","11,974","19,291","12,674"
2021년11월_여_0~9세,"13,192",621,"1,352","1,404","1,022",639,580,973,519,790,216,"1,217",242,94,577,177,390,"1,802",577
2021년11월_여_10~19세,"17,938",763,"1,479","1,575","1,217",563,942,"1,373",851,"1,446",217,"1,917",277,217,752,336,648,"2,423",942
2021년11월_여_20~29세,"22,575","1,520","1,640","1,311","1,667",795,"1,443","2,671",872,"1,357",513,"1,859",596,411,923,683,"1,010","1,948","1,356"
2021년11월_여_30~39세,"23,074","1,398","1,975","1,914","1,864","1,152","1,110","2,328",842,"1,287",558,"1,817",662,310,942,434,815,"2,337","1,329"
2021년11월_여_40~49세,"33,556","1,736","2,810","2,707","2,521","1,391","1,781","2,707","1,378","2,194",622,"3,202",765,485,"1,279",722,"1,372","4,058","1,826"
2021년11월_여_50~59세,"36,396","2,037","2,815","2,599","2,523","1,482","1,652","3,180","1,590","2,277",910,"3,158","1,205",823,"1,555","1,224","2,056","2,818","2,492"
2021년11월_여_60~69세,"31,845","2,024","2,154","2,121","1,911","1,367","1,029","2,153","1,247","1,460","1,114","2,450","1,403","1,044","1,345","1,460","2,738","2,326","2,499"
2021년11월_여_70~79세,"17,284","1,143","1,124",997,"1,037",617,667,"1,162",730,800,572,"1,209",903,628,517,"1,217","1,856","1,076","1,029"
2021년11월_여_80~89세,"8,821",477,570,491,523,258,434,681,477,490,330,597,438,333,244,579,930,424,545
2021년11월_여_90~99세,"1,415",94,115,93,77,60,49,106,82,79,56,104,44,36,36,77,155,76,76
2021년11월_여_100세 이상,42,3,4,2,2,5,1,1,1,1,2,2,2,0,2,4,4,3,3
