카테고리,서울특별시 용산구,서울특별시 용산구 후암동,서울특별시 용산구 용산2가동,서울특별시 용산구 남영동,서울특별시 용산구 청파동,서울특별시 용산구 원효로제1동,서울특별시 용산구 원효로제2동,서울특별시 용산구 효창동,서울특별시 용산구 용문동,서울특별시 용산구 한강로동,서울특별시 용산구 이촌제1동,서울특별시 용산구 이촌제2동,서울특별시 용산구 이태원제1동,서울특별시 용산구 이태원제2동,서울특별시 용산구 한남동,서울특별시 용산구 서빙고동,서울특별시 용산구 보광동
2021년12월_남_10~19세,"7,444",651,253,148,552,474,482,369,365,524,"1,357",240,131,213,561,712,412
2021년12월_남_20~29세,"15,432","1,197",770,432,"1,665","1,029",861,698,860,"1,572","1,319",425,548,675,"1,340",873,"1,168"
2021년12월_남_30~39세,"18,641","1,459",868,558,"1,728","1,704","1,059",885,959,"2,259","1,382",684,603,801,"1,833",720,"1,139"
2021년12월_남_40~49세,"16,651","1,259",670,646,"1,292","1,302","1,074",737,857,"1,403","2,017",611,418,650,"1,636","1,090",989
2021년12월_남_50~59세,"17,821","1,347",647,"1,107","1,521","1,094","1,100",745,987,"1,658","2,099",613,482,584,"1,536","1,131","1,170"
2021년12월_남_60~69세,"14,068","1,063",636,967,"1,167",823,850,517,713,"1,341","1,412",617,466,512,"1,328",766,890
2021년12월_남_70~79세,"6,977",554,386,365,586,373,446,265,405,597,688,310,214,326,654,320,488
2021년12월_남_80~89세,"3,206",202,160,139,274,146,170,128,165,288,438,120,120,156,303,215,182
2021년12월_남_90~99세,427,29,19,12,22,15,19,18,13,37,83,11,22,23,39,36,29
2021년12월_남_100세 이상,20,2,0,1,1,1,0,1,1,1,3,0,0,0,8,1,0
2021년12월_여_총인구수,"115,743","8,622","4,887","2,880","10,357","8,368","7,273","5,289","6,188","11,429","13,774","4,414","3,282","4,860","10,548","6,810","6,762"
2021년12월_여_연령구간인구수,"115,743","8,622","4,887","2,880","10,357","8,368","7,273","5,289","6,188","11,429","13,774","4,414","3,282","4,860","10,548","6,810","6,762"
2021년12월_여_0~9세,"6,130",426,159,76,320,631,416,363,358,575,"1,171",257,113,198,519,360,188
2021년12월_여_10~19세,"7,248",527,234,112,495,428,685,326,354,476,"1,351",258,132,252,577,722,319
2021년12월_여_20~29세,"17,346","1,193",696,510,"2,553","1,416","1,020",825,906,"2,151","1,373",419,501,700,"1,270",886,927
2021년12월_여_30~39세,"19,078","1,334",818,461,"1,503","1,929","1,053",946,994,"2,533","1,835",686,499,848,"1,989",736,914
2021년12월_여_40~49세,"17,130","1,325",621,388,"1,285","1,272","1,090",801,859,"1,477","2,447",608,409,708,"1,626","1,259",955
2021년12월_여_50~59세,"18,301","1,388",739,486,"1,552","1,130","1,153",829,"1,002","1,768","2,254",716,536,689,"1,645","1,171","1,243"
2021년12월_여_60~69세,"15,101","1,211",778,414,"1,309",863,930,577,860,"1,296","1,496",757,538,682,"1,502",761,"1,127"
2021년12월_여_70~79세,"8,983",716,490,254,839,449,527,373,554,690,952,409,307,455,855,457,656
2021년12월_여_80~89세,"5,385",422,294,144,428,205,350,216,255,384,730,249,197,283,454,397,377
2021년12월_여_90~99세,990,72,57,30,70,43,47,31,44,74,159,54,50,43,103,60,53
2021년12월_여_100세 이상,51,8,1,5,3,2,2,2,2,5,6,1,0,2,8,1,3
