,전라남도,전라남도 목포시,전라남도 여수시,전라남도 순천시,전라남도 나주시,전라남도 광양시,전라남도 담양군,전라남도 곡성군,전라남도 구례군,전라남도 고흥군,전라남도 보성군,전라남도 화순군,전라남도 장흥군,전라남도 강진군,전라남도 해남군,전라남도 영암군,전라남도 무안군,전라남도 함평군,전라남도 영광군,전라남도 장성군,전라남도 완도군,전라남도 진도군,전라남도 신안군
2021년10월_남_연령구간인구수,"923,037","109,103","141,225","140,625","58,861","78,423","23,427","13,565","12,237","30,606","19,314","30,920","17,854","16,418","33,386","27,495","45,431","15,785","26,039","22,282","24,606","14,920","20,515"
2021년10월_남_0~9세,"63,759","8,570","10,010","11,627","5,131","6,457","1,079",518,502,"1,216",823,"1,667",924,777,"1,841","1,642","4,208",635,"1,843","1,264","1,515",769,741
2021년10월_남_10~19세,"84,670","12,177","13,258","15,327","4,957","8,121","1,549","1,011",933,"1,984","1,284","2,893","1,393","1,250","2,565","2,274","4,883","1,090","2,099","1,671","1,832","1,103","1,016"
2021년10월_남_20~29세,"108,946","14,279","18,721","20,096","6,462","11,276","2,692","1,209","1,037","2,288","1,609","3,599","1,630","1,536","3,076","2,899","5,041","1,390","2,681","2,321","2,121","1,419","1,564"
2021년10월_남_30~39세,"94,367","12,313","15,969","17,002","7,540","9,673","1,810",858,789,"1,877","1,241","2,411","1,354","1,177","2,469","2,398","5,618",997,"2,378","1,845","1,973","1,110","1,565"
2021년10월_남_40~49세,"134,765","18,672","21,482","20,949","9,249","11,938","2,920","1,616","1,457","3,459","2,232","4,060","2,121","1,962","4,258","4,337","7,485","1,956","3,471","2,929","3,497","1,976","2,739"
2021년10월_남_50~59세,"168,244","18,204","25,345","24,849","9,525","15,962","4,559","2,667","2,531","5,617","3,665","6,174","3,392","3,026","6,350","5,405","7,364","3,142","4,690","4,276","4,435","2,800","4,266"
2021년10월_남_60~69세,"143,325","14,192","20,766","18,204","8,616","9,519","4,565","2,759","2,429","6,485","3,966","5,343","3,354","3,232","6,380","4,470","5,798","3,255","4,416","4,048","4,369","2,792","4,367"
2021년10월_남_70~79세,"84,976","7,918","11,541","8,717","5,035","3,816","2,794","1,792","1,607","4,940","2,788","3,111","2,299","2,208","4,336","2,655","3,577","2,113","3,033","2,548","3,287","1,964","2,897"
2021년10월_남_80~89세,"36,562","2,571","3,830","3,513","2,121","1,524","1,319","1,027",868,"2,462","1,544","1,503","1,255","1,139","1,948","1,300","1,351","1,089","1,315","1,264","1,451",913,"1,255"
2021년10월_남_90~99세,"3,360",201,299,336,219,136,138,105,81,273,158,156,127,106,163,114,104,118,113,114,124,74,101
2021년10월_남_100세 이상,63,6,4,5,6,1,2,3,3,5,4,3,5,5,0,1,2,0,0,2,2,0,4
2021년10월_여_총인구수,"911,616","110,047","135,783","141,162","57,850","71,731","22,771","14,051","12,884","32,324","20,250","31,678","18,847","17,442","34,039","25,505","45,057","15,594","26,074","21,271","24,255","15,190","17,811"
2021년10월_여_연령구간인구수,"911,616","110,047","135,783","141,162","57,850","71,731","22,771","14,051","12,884","32,324","20,250","31,678","18,847","17,442","34,039","25,505","45,057","15,594","26,074","21,271","24,255","15,190","17,811"
2021년10월_여_0~9세,"61,354","8,059","9,746","11,099","4,833","6,232","1,138",479,534,"1,230",737,"1,615",931,787,"1,802","1,571","3,973",593,"1,817","1,251","1,427",800,700
2021년10월_여_10~19세,"78,906","11,636","12,428","14,161","4,702","7,547","1,443",865,847,"1,708","1,229","2,658","1,234","1,174","2,418","2,045","4,745",930,"1,913","1,509","1,677","1,072",965
2021년10월_여_20~29세,"85,589","12,088","14,167","16,787","5,750","8,088","1,838",986,798,"1,617","1,180","3,056","1,255","1,175","2,338","2,006","4,376",956,"2,037","1,607","1,489","1,002",993
2021년10월_여_30~39세,"85,077","11,567","13,799","16,013","6,950","8,304","1,735",767,736,"1,574","1,100","2,266","1,199","1,093","2,175","2,038","5,458",880,"2,246","1,591","1,678",979,929
2021년10월_여_40~49세,"117,866","17,497","19,213","21,551","7,473","11,102","2,201","1,284","1,238","2,536","1,696","3,889","1,731","1,598","3,401","2,905","6,830","1,329","2,760","2,314","2,490","1,436","1,392"
2021년10월_여_50~59세,"143,976","17,748","22,769","24,419","7,817","13,346","3,646","2,113","2,000","4,307","2,868","5,197","2,747","2,512","5,033","4,027","6,047","2,220","3,737","3,173","3,450","2,145","2,655"
2021년10월_여_60~69세,"140,228","15,712","21,381","18,132","8,294","8,604","4,171","2,484","2,425","6,522","3,784","4,782","3,384","3,190","6,292","4,049","5,708","2,921","4,224","3,570","4,359","2,688","3,552"
2021년10월_여_70~79세,"106,197","9,957","13,434","10,486","6,368","4,530","3,387","2,340","2,188","6,365","3,662","4,206","3,048","2,883","5,543","3,505","4,295","2,850","3,958","3,202","4,053","2,588","3,349"
2021년10월_여_80~89세,"78,222","4,974","7,419","7,123","4,789","3,261","2,719","2,252","1,787","5,401","3,354","3,451","2,756","2,537","4,258","2,880","3,092","2,495","2,930","2,622","3,115","2,152","2,855"
2021년10월_여_90~99세,"13,688",773,"1,387","1,329",845,696,468,466,320,"1,022",619,534,542,486,743,470,510,404,426,416,502,317,413
2021년10월_여_100세 이상,513,36,40,62,29,21,25,15,11,42,21,24,20,7,36,9,23,16,26,16,15,11,8
