카테고리,서울특별시 성북구,서울특별시 성북구 성북동,서울특별시 성북구 삼선동,서울특별시 성북구 동선동,서울특별시 성북구 돈암제1동,서울특별시 성북구 돈암제2동,서울특별시 성북구 안암동,서울특별시 성북구 보문동,서울특별시 성북구 정릉제1동,서울특별시 성북구 정릉제2동,서울특별시 성북구 정릉제3동,서울특별시 성북구 정릉제4동,서울특별시 성북구 길음제1동,서울특별시 성북구 길음제2동,서울특별시 성북구 종암동,서울특별시 성북구 월곡제1동,서울특별시 성북구 월곡제2동,서울특별시 성북구 장위제1동,서울특별시 성북구 장위제2동,서울특별시 성북구 장위제3동,서울특별시 성북구 석관동
2020년05월_남_40~49세,"35,168","1,267","1,896","1,002","1,075","2,190",905,"1,268","1,629","1,816","1,006","2,130","3,867","1,406","3,237","2,333","1,502","1,431","1,081","1,423","2,704"
2020년05월_남_50~59세,"34,437","1,290","1,860",919,"1,355","1,942","1,041","1,232","1,439","1,802","1,167","2,040","2,461","1,356","3,200","2,151","1,544","1,883","1,291","1,469","2,995"
2020년05월_남_60~69세,"25,287",951,"1,257",645,985,"1,255",703,880,"1,012","1,517",968,"1,610","1,450",993,"2,186","1,644","1,258","1,412","1,018","1,034","2,509"
2020년05월_남_70~79세,"14,680",605,782,466,562,626,435,462,613,857,631,962,906,487,"1,251",959,709,710,654,547,"1,456"
2020년05월_남_80~89세,"5,319",277,305,172,199,262,175,166,227,317,260,331,283,162,513,309,270,248,218,164,461
2020년05월_남_90~99세,511,35,27,20,28,30,10,11,21,31,30,33,25,17,65,20,22,25,17,12,32
2020년05월_남_100세 이상,93,7,8,5,5,3,4,5,1,2,2,4,7,5,13,6,1,4,2,2,7
2020년05월_여_총인구수,"228,534","9,041","12,637","9,018","8,294","12,934","7,643","8,351","9,778","12,109","7,880","13,454","19,206","8,830","20,321","14,011","10,460","10,396","7,055","9,036","18,080"
2020년05월_여_연령구간인구수,"228,534","9,041","12,637","9,018","8,294","12,934","7,643","8,351","9,778","12,109","7,880","13,454","19,206","8,830","20,321","14,011","10,460","10,396","7,055","9,036","18,080"
2020년05월_여_0~9세,"14,771",434,592,303,460,"1,051",242,497,716,767,347,865,"2,036",706,"1,381","1,100",574,512,306,889,993
2020년05월_여_10~19세,"18,987",581,990,582,753,"1,430",453,523,928,932,517,"1,072","2,509",667,"1,770","1,375",785,792,473,738,"1,117"
2020년05월_여_20~29세,"34,530","1,480","2,385","2,941","1,132","1,511","2,364","1,446","1,163","1,590","1,353","1,620","1,815","1,124","2,744","1,578","2,018","1,471",949,"1,160","2,686"
2020년05월_여_30~39세,"30,799","1,343","1,761","1,354","1,032","1,671",918,"1,341","1,424","1,526",853,"1,796","2,738","1,324","2,703","1,843","1,371","1,105",784,"1,490","2,422"
2020년05월_여_40~49세,"36,272","1,384","1,965","1,092","1,209","2,439",872,"1,236","1,704","1,871","1,019","2,178","4,151","1,592","3,336","2,367","1,439","1,517",935,"1,394","2,572"
2020년05월_여_50~59세,"35,521","1,449","1,860",973,"1,436","2,101","1,089","1,361","1,456","1,979","1,228","2,169","2,410","1,370","3,185","2,153","1,528","2,037","1,243","1,393","3,101"
2020년05월_여_60~69세,"28,483","1,067","1,420",820,"1,160","1,384",780,969,"1,165","1,751","1,194","1,918","1,758","1,078","2,429","1,842","1,348","1,524","1,156","1,089","2,631"
2020년05월_여_70~79세,"18,935",811,"1,073",624,709,839,594,621,795,"1,124",867,"1,227","1,172",645,"1,668","1,167",906,939,797,605,"1,752"
2020년05월_여_80~89세,"8,490",389,491,269,350,412,279,285,365,472,410,503,506,270,910,493,407,431,325,223,700
2020년05월_여_90~99세,"1,462",96,73,47,45,88,42,61,51,81,84,87,91,40,167,73,74,58,63,44,97
2020년05월_여_100세 이상,284,7,27,13,8,8,10,11,11,16,8,19,20,14,28,20,10,10,24,11,9
