카테고리,경상남도 진주시,경상남도 진주시 문산읍,경상남도 진주시 내동면,경상남도 진주시 정촌면,경상남도 진주시 금곡면,경상남도 진주시 진성면,경상남도 진주시 일반성면,경상남도 진주시 이반성면,경상남도 진주시 사봉면,경상남도 진주시 지수면,경상남도 진주시 대곡면,경상남도 진주시 금산면,경상남도 진주시 집현면,경상남도 진주시 미천면,경상남도 진주시 명석면,경상남도 진주시 대평면,경상남도 진주시 수곡면,경상남도 진주시 천전동,경상남도 진주시 성북동,경상남도 진주시 중앙동,경상남도 진주시 상봉동,경상남도 진주시 상대동,경상남도 진주시 하대동,경상남도 진주시 상평동,경상남도 진주시 초장동,경상남도 진주시 평거동,경상남도 진주시 신안동,경상남도 진주시 이현동,경상남도 진주시 판문동,경상남도 진주시 가호동,경상남도 진주시 충무공동
2021년06월_남_총인구수,"171,653","4,140","2,020","4,391","1,044",937,"1,274",792,735,726,"1,603","10,566","2,356",779,"1,966",505,"1,070","13,534","5,200","5,266","6,901","9,625","12,222","5,926","13,559","13,142","5,566","5,902","10,057","13,770","16,079"
2021년06월_남_연령구간인구수,"171,653","4,140","2,020","4,391","1,044",937,"1,274",792,735,726,"1,603","10,566","2,356",779,"1,966",505,"1,070","13,534","5,200","5,266","6,901","9,625","12,222","5,926","13,559","13,142","5,566","5,902","10,057","13,770","16,079"
2021년06월_남_0~9세,"14,226",339,179,488,19,26,50,16,13,19,29,"1,113",116,7,67,11,31,804,225,165,314,470,696,340,"1,756","1,025",331,333,"1,169","1,267","2,808"
2021년06월_남_10~19세,"18,294",339,233,265,56,25,101,29,32,29,75,"1,448",205,33,97,19,49,"1,342",378,351,542,793,"1,300",506,"2,252","1,753",577,708,"1,429","1,327","2,001"
2021년06월_남_20~29세,"24,702",441,226,609,82,69,122,46,36,69,136,"1,307",251,46,174,58,73,"2,326",750,607,941,"1,590","2,097",848,"1,861","2,175",839,886,"1,251","3,070","1,716"
2021년06월_남_30~39세,"21,109",467,198,891,71,71,88,45,46,37,85,"1,224",184,29,125,26,52,"1,448",616,457,670,"1,090","1,366",748,"1,656","1,498",594,556,"1,102","2,251","3,418"
2021년06월_남_40~49세,"26,747",558,323,643,118,92,158,60,103,92,168,"1,790",334,73,234,54,138,"1,939",821,743,"1,019","1,393","1,723",907,"2,464","2,031",754,810,"1,929","1,985","3,291"
2021년06월_남_50~59세,"28,119",729,357,609,198,188,268,161,128,142,330,"1,654",475,166,375,100,226,"2,160",854,949,"1,292","1,693","2,338","1,050","2,069","2,392",942,"1,094","1,576","1,903","1,701"
2021년06월_남_60~69세,"22,878",765,297,579,254,250,270,230,178,164,371,"1,262",454,209,518,141,280,"1,875",867,"1,054","1,185","1,497","1,756",943,"1,020","1,457",856,915,"1,081","1,304",846
2021년06월_남_70~79세,"11,259",357,152,234,156,128,149,135,135,122,270,551,223,143,251,61,137,"1,166",493,706,698,817,737,440,366,551,469,471,386,509,246
2021년06월_남_80~89세,"3,980",132,50,68,86,78,60,63,58,47,124,207,101,66,115,32,78,434,179,214,224,267,195,136,103,237,191,117,126,145,47
2021년06월_남_90~99세,323,13,5,5,4,10,6,7,6,5,14,9,13,7,9,3,6,38,16,17,16,15,12,8,10,23,13,11,8,9,5
2021년06월_남_100세 이상,16,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,2,1,3,0,0,2,0,2,0,0,1,0,0,0
2021년06월_여_총인구수,"175,551","4,020","2,018","4,195","1,162",961,"1,321",794,747,718,"1,610","10,501","2,349",812,"2,042",540,"1,138","14,110","5,362","5,687","7,038","9,800","12,252","5,735","13,200","14,330","6,129","6,072","11,047","13,483","16,378"
2021년06월_여_연령구간인구수,"175,551","4,020","2,018","4,195","1,162",961,"1,321",794,747,718,"1,610","10,501","2,349",812,"2,042",540,"1,138","14,110","5,362","5,687","7,038","9,800","12,252","5,735","13,200","14,330","6,129","6,072","11,047","13,483","16,378"
2021년06월_여_0~9세,"13,255",276,149,483,16,19,48,6,14,20,22,"1,008",107,10,66,12,24,709,199,152,242,465,614,359,"1,499","1,019",303,308,"1,153","1,104","2,849"
2021년06월_여_10~19세,"16,444",296,216,247,49,25,86,15,19,39,59,"1,265",203,20,92,22,50,"1,108",343,294,472,758,"1,105",520,"1,745","1,632",521,536,"1,559","1,239","1,909"
2021년06월_여_20~29세,"20,206",349,200,476,51,53,82,24,23,35,69,974,175,29,153,42,60,"1,950",680,454,842,"1,289","1,635",684,"1,464","1,902",753,642,"1,092","2,336","1,688"
2021년06월_여_30~39세,"19,953",429,215,776,53,49,85,20,29,23,63,"1,186",176,28,98,19,55,"1,243",515,349,570,901,"1,119",618,"1,926","1,512",548,524,"1,306","1,941","3,577"
2021년06월_여_40~49세,"26,938",465,323,546,65,49,115,34,44,49,88,"1,919",301,29,191,36,64,"1,956",713,588,822,"1,341","1,862",778,"2,785","2,557",832,934,"2,159","2,110","3,183"
2021년06월_여_50~59세,"28,851",653,328,665,172,149,224,104,80,104,242,"1,694",393,122,352,78,164,"2,335",882,900,"1,261","1,840","2,565","1,008","2,015","2,708","1,102","1,204","1,649","2,069","1,789"
2021년06월_여_60~69세,"25,047",675,271,523,232,243,249,211,183,150,361,"1,312",396,169,495,118,262,"2,305","1,023","1,374","1,399","1,768","1,969",989,979,"1,571","1,115","1,067","1,190","1,519",929
2021년06월_여_70~79세,"14,495",462,160,247,254,160,208,179,164,125,311,663,319,181,312,93,203,"1,550",628,976,904,976,855,526,492,822,577,527,594,747,280
2021년06월_여_80~89세,"8,815",340,131,186,215,181,203,175,169,140,336,412,235,195,239,97,227,820,312,514,452,406,452,215,255,509,320,279,302,357,141
2021년06월_여_90~99세,"1,486",73,23,42,54,31,21,26,22,32,57,66,44,28,42,21,28,129,62,76,73,55,74,37,36,96,56,48,42,61,31
2021년06월_여_100세 이상,61,2,2,4,1,2,0,0,0,1,2,2,0,1,2,2,1,5,5,10,1,1,2,1,4,2,2,3,1,0,2
