카테고리,서울특별시 구로구,서울특별시 구로구 신도림동,서울특별시 구로구 구로제1동,서울특별시 구로구 구로제2동,서울특별시 구로구 구로제3동,서울특별시 구로구 구로제4동,서울특별시 구로구 구로제5동,서울특별시 구로구 가리봉동,서울특별시 구로구 고척제1동,서울특별시 구로구 고척제2동,서울특별시 구로구 개봉제1동,서울특별시 구로구 개봉제2동,서울특별시 구로구 개봉제3동,서울특별시 구로구 오류제1동,서울특별시 구로구 오류제2동,서울특별시 구로구 수궁동,서울특별시 구로구 항동
2021년04월_남_10~19세,"15,271","1,797","1,026",754,691,543,801,154,973,"1,142","1,219","1,135",755,624,"1,972","1,072",613
2021년04월_남_20~29세,"27,054","2,028","1,336","1,665","2,077","1,348","2,255",811,"1,680","1,821","2,364","1,916","1,313","1,824","2,250","1,593",773
2021년04월_남_30~39세,"31,773","2,957","1,904","1,608","2,704","1,500","2,736",743,"1,469","1,625","2,677","2,207","1,381","2,274","2,510","1,654","1,824"
2021년04월_남_40~49세,"31,889","3,182","1,819","1,792","2,211","1,472","2,086",628,"1,737","2,125","2,507","2,419","1,611","1,685","3,285","1,853","1,477"
2021년04월_남_50~59세,"31,054","2,512","1,420","2,431","1,609","1,735","2,300","1,062","1,905","2,306","2,908","2,330","1,615","1,523","2,699","1,871",828
2021년04월_남_60~69세,"26,710","1,941","1,245","1,957","1,188","1,383","1,849",884,"1,687","1,987","2,514","2,323","1,609","1,443","2,281","1,751",668
2021년04월_남_70~79세,"15,034","1,020",487,"1,167",719,950,972,389,945,"1,090","1,378","1,424",859,886,"1,501",918,329
2021년04월_남_80~89세,"4,691",290,143,413,228,340,323,123,249,378,434,384,279,287,483,255,82
2021년04월_남_90~99세,367,17,18,24,23,26,22,14,21,25,36,36,22,14,38,20,11
2021년04월_남_100세 이상,13,2,1,0,0,0,0,1,1,0,1,2,2,0,1,2,0
2021년04월_여_총인구수,"202,746","18,314","10,729","11,920","11,575","10,311","15,128","4,134","11,437","13,664","17,091","16,014","10,460","11,617","19,993","12,047","8,312"
2021년04월_여_연령구간인구수,"202,746","18,314","10,729","11,920","11,575","10,311","15,128","4,134","11,437","13,664","17,091","16,014","10,460","11,617","19,993","12,047","8,312"
2021년04월_여_0~9세,"13,267","1,760",877,407,600,372,870,110,622,878,"1,100","1,002",587,609,"1,494",684,"1,295"
2021년04월_여_10~19세,"14,398","1,710",931,669,695,541,774,120,924,"1,058","1,159","1,132",658,593,"1,908",903,623
2021년04월_여_20~29세,"28,061","2,167","1,468","1,534","2,156","1,495","2,876",726,"1,549","1,709","2,244","1,894","1,247","2,269","2,357","1,496",874
2021년04월_여_30~39세,"30,307","3,182","1,867","1,277","2,243","1,378","2,746",509,"1,352","1,600","2,401","2,185","1,288","2,132","2,606","1,582","1,959"
2021년04월_여_40~49세,"30,422","3,301","1,798","1,591","1,776","1,420","2,009",485,"1,687","2,108","2,423","2,343","1,516","1,489","3,261","1,912","1,303"
2021년04월_여_50~59세,"31,614","2,582","1,576","2,197","1,433","1,720","2,249",746,"1,976","2,382","2,907","2,555","1,834","1,502","2,954","2,052",949
2021년04월_여_60~69세,"29,820","2,131","1,426","2,097","1,403","1,685","1,953",724,"1,857","2,064","2,664","2,779","1,887","1,578","2,813","1,907",852
2021년04월_여_70~79세,"16,682",955,497,"1,460",848,"1,133","1,116",445,983,"1,243","1,498","1,499",956,951,"1,779","1,031",288
2021년04월_여_80~89세,"7,022",445,238,588,377,504,469,233,415,541,594,540,427,415,695,406,135
2021년04월_여_90~99세,"1,112",78,48,96,43,63,63,34,71,77,98,81,57,76,124,72,31
2021년04월_여_100세 이상,41,3,3,4,1,0,3,2,1,4,3,4,3,3,2,2,3
