카테고리,경상북도 구미시,경상북도 구미시 선산읍,경상북도 구미시 고아읍,경상북도 구미시 무을면,경상북도 구미시 옥성면,경상북도 구미시 도개면,경상북도 구미시 해평면,경상북도 구미시 산동면,경상북도 구미시 장천면,경상북도 구미시 송정동,경상북도 구미시 원평1동,경상북도 구미시 원평2동,경상북도 구미시 도량동,경상북도 구미시 지산동,경상북도 구미시 선주원남동,경상북도 구미시 형곡1동,경상북도 구미시 형곡2동,경상북도 구미시 신평1동,경상북도 구미시 신평2동,경상북도 구미시 비산동,경상북도 구미시 공단1동,경상북도 구미시 공단2동,경상북도 구미시 광평동,경상북도 구미시 상모사곡동,경상북도 구미시 임오동,경상북도 구미시 인동동,경상북도 구미시 진미동,경상북도 구미시 양포동
2020년07월_계_80~89세,"7,915",949,931,252,250,276,484,274,310,357,96,172,527,109,502,260,240,76,91,63,44,16,73,315,181,573,121,373
2020년07월_계_90~99세,"1,119",143,153,45,39,39,61,40,31,37,20,20,65,12,69,31,25,10,10,6,4,5,11,55,28,81,27,52
2020년07월_계_100세 이상,49,5,8,1,2,2,4,1,2,4,3,1,0,1,1,0,2,0,3,0,0,1,0,2,0,2,2,2
2020년07월_남_총인구수,"214,052","7,514","18,661",937,897,"1,141","2,155","13,796","1,631","12,128","2,137","1,703","14,911","1,191","20,226","7,443","8,790","1,845","1,784","3,440","3,524","2,493","2,400","15,034","10,294","25,265","8,587","24,125"
2020년07월_남_연령구간인구수,"214,052","7,514","18,661",937,897,"1,141","2,155","13,796","1,631","12,128","2,137","1,703","14,911","1,191","20,226","7,443","8,790","1,845","1,784","3,440","3,524","2,493","2,400","15,034","10,294","25,265","8,587","24,125"
2020년07월_남_0~9세,"21,862",464,"1,737",19,10,19,37,"2,855",51,902,34,46,"1,305",39,"2,096",590,506,67,160,377,483,356,187,"1,348","1,194","2,793",490,"3,697"
2020년07월_남_10~19세,"23,791",604,"2,127",32,29,86,81,"1,101",115,"1,312",53,84,"1,818",71,"2,700",937,"1,126",101,124,241,321,97,180,"1,914","1,438","3,169",584,"3,346"
2020년07월_남_20~29세,"31,407",916,"2,749",67,68,88,182,"1,279",140,"1,913",300,212,"2,292",142,"2,921","1,163","1,600",370,242,553,503,413,392,"2,465","1,446","3,797","2,037","3,157"
2020년07월_남_30~39세,"35,499",715,"2,303",57,52,69,139,"4,394",107,"1,797",296,178,"1,858",106,"2,626",880,929,336,341,803,817,674,435,"2,072","1,652","4,751","2,479","4,633"
2020년07월_남_40~49세,"37,087","1,024","2,763",87,101,120,296,"2,267",220,"1,902",430,211,"2,375",165,"3,733","1,155","1,286",267,258,518,579,408,424,"2,881","1,978","4,914","1,498","5,227"
2020년07월_남_50~59세,"35,481","1,518","3,885",203,184,239,493,"1,117",353,"2,136",497,363,"2,872",261,"3,575","1,454","1,893",344,341,597,532,347,403,"2,927","1,754","3,507",930,"2,756"
2020년07월_남_60~69세,"19,281","1,328","2,091",248,225,242,469,509,325,"1,518",352,372,"1,716",263,"1,854",873,"1,090",226,209,243,226,159,234,"1,003",617,"1,622",395,872
2020년07월_남_70~79세,"6,982",641,689,135,140,183,272,186,209,524,143,182,493,108,550,307,284,102,73,88,55,34,114,320,158,545,131,316
2020년07월_남_80~89세,"2,447",280,290,77,78,84,172,75,105,121,30,50,170,36,163,82,73,31,32,19,7,5,27,91,53,149,37,110
2020년07월_남_90~99세,208,23,26,12,10,10,13,13,6,2,2,5,12,0,8,2,3,1,4,1,1,0,4,12,4,18,6,10
2020년07월_남_100세 이상,7,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2020년07월_여_총인구수,"203,046","7,642","18,098",946,853,"1,095","1,998","12,599","1,565","12,359","1,734","1,609","15,455","1,100","19,519","7,610","8,691","1,482","1,495","2,916","3,342","2,037","2,103","13,791","9,444","23,736","7,471","22,356"
2020년07월_여_연령구간인구수,"203,046","7,642","18,098",946,853,"1,095","1,998","12,599","1,565","12,359","1,734","1,609","15,455","1,100","19,519","7,610","8,691","1,482","1,495","2,916","3,342","2,037","2,103","13,791","9,444","23,736","7,471","22,356"
2020년07월_여_0~9세,"20,480",462,"1,633",22,8,21,29,"2,737",29,941,36,35,"1,189",41,"1,959",537,427,70,132,339,476,300,178,"1,295","1,164","2,406",485,"3,529"
2020년07월_여_10~19세,"21,725",582,"1,788",31,34,50,81,"1,010",91,"1,245",59,70,"1,811",65,"2,458",818,954,102,104,237,333,103,178,"1,746","1,227","2,880",552,"3,116"
2020년07월_여_20~29세,"25,521",626,"2,020",40,33,58,123,"1,458",125,"1,558",235,134,"1,799",99,"2,320",912,"1,223",226,191,447,435,303,287,"1,806","1,106","3,321","2,112","2,524"
2020년07월_여_30~39세,"31,207",645,"2,207",36,25,32,79,"3,732",81,"1,576",248,99,"1,827",64,"2,663",866,820,168,218,561,652,483,302,"1,856","1,528","4,267","1,685","4,487"
2020년07월_여_40~49세,"36,304",971,"3,073",51,48,84,158,"1,836",162,"2,108",295,154,"2,793",134,"3,867","1,417","1,627",195,194,460,574,287,351,"2,942","2,051","4,619","1,156","4,697"
2020년07월_여_50~59세,"33,967","1,526","3,832",161,150,158,335,929,298,"2,398",349,338,"3,235",233,"3,524","1,606","2,061",296,301,546,535,322,405,"2,533","1,458","3,341",785,"2,312"
2020년07월_여_60~69세,"18,485","1,241","1,823",223,195,247,425,446,295,"1,667",281,383,"1,733",246,"1,682",899,"1,029",234,181,198,234,178,235,913,532,"1,624",427,914
2020년07월_여_70~79세,"8,936",796,947,173,157,223,405,224,252,592,144,258,658,132,645,348,359,137,106,79,63,44,114,432,226,789,162,471
2020년07월_여_80~89세,"5,468",669,641,175,172,192,312,199,205,236,66,122,357,73,339,178,167,45,59,44,37,11,46,224,128,424,84,263
2020년07월_여_90~99세,911,120,127,33,29,29,48,27,25,35,18,15,53,12,61,29,22,9,6,5,3,5,7,43,24,63,21,42
2020년07월_여_100세 이상,42,4,7,1,2,1,3,1,2,3,3,1,0,1,1,0,2,0,3,0,0,1,0,1,0,2,2,1
