,서울특별시 성북구,서울특별시 성북구 성북동,서울특별시 성북구 삼선동,서울특별시 성북구 동선동,서울특별시 성북구 돈암제1동,서울특별시 성북구 돈암제2동,서울특별시 성북구 안암동,서울특별시 성북구 보문동,서울특별시 성북구 정릉제1동,서울특별시 성북구 정릉제2동,서울특별시 성북구 정릉제3동,서울특별시 성북구 정릉제4동,서울특별시 성북구 길음제1동,서울특별시 성북구 길음제2동,서울특별시 성북구 종암동,서울특별시 성북구 월곡제1동,서울특별시 성북구 월곡제2동,서울특별시 성북구 장위제1동,서울특별시 성북구 장위제2동,서울특별시 성북구 장위제3동,서울특별시 성북구 석관동
2020년06월_남_40~49세,"35,146","1,263","1,874",995,"1,072","2,190",905,"1,261","1,632","1,805","1,010","2,133","3,850","1,423","3,249","2,338","1,496","1,440","1,084","1,415","2,711"
2020년06월_남_50~59세,"34,317","1,293","1,876",919,"1,342","1,934","1,022","1,242","1,427","1,802","1,159","2,019","2,464","1,353","3,192","2,134","1,538","1,868","1,295","1,461","2,977"
2020년06월_남_60~69세,"25,385",947,"1,254",655,995,"1,255",707,883,"1,022","1,515",980,"1,607","1,456",988,"2,196","1,655","1,261","1,427","1,022","1,037","2,523"
2020년06월_남_70~79세,"14,742",605,791,463,565,635,436,466,609,865,636,956,911,494,"1,257",964,708,714,648,552,"1,467"
2020년06월_남_80~89세,"5,320",278,305,172,196,264,172,164,230,317,258,328,290,163,512,308,272,249,218,164,460
2020년06월_남_90~99세,506,35,27,20,27,29,11,10,21,31,29,31,26,18,67,20,21,24,17,11,31
2020년06월_남_100세 이상,93,7,8,5,5,3,4,5,1,2,2,4,7,5,13,6,1,4,2,2,7
2020년06월_여_총인구수,"228,381","9,014","12,578","9,059","8,274","12,918","7,646","8,330","9,780","12,116","7,885","13,392","19,163","8,860","20,299","14,001","10,462","10,400","7,103","9,034","18,067"
2020년06월_여_연령구간인구수,"228,381","9,014","12,578","9,059","8,274","12,918","7,646","8,330","9,780","12,116","7,885","13,392","19,163","8,860","20,299","14,001","10,462","10,400","7,103","9,034","18,067"
2020년06월_여_0~9세,"14,708",439,582,299,457,"1,045",239,498,718,761,349,867,"2,013",704,"1,367","1,087",565,517,314,890,997
2020년06월_여_10~19세,"18,906",579,980,581,741,"1,431",447,523,934,927,516,"1,063","2,493",676,"1,762","1,370",765,791,475,733,"1,119"
2020년06월_여_20~29세,"34,634","1,473","2,373","2,989","1,128","1,507","2,384","1,427","1,157","1,590","1,370","1,608","1,827","1,122","2,756","1,589","2,055","1,463",962,"1,169","2,685"
2020년06월_여_30~39세,"30,702","1,344","1,745","1,355","1,026","1,665",923,"1,336","1,418","1,532",845,"1,784","2,713","1,326","2,681","1,826","1,368","1,115",800,"1,485","2,415"
2020년06월_여_40~49세,"36,224","1,364","1,951","1,086","1,212","2,431",858,"1,241","1,703","1,874","1,025","2,169","4,153","1,581","3,354","2,365","1,429","1,515",944,"1,402","2,567"
2020년06월_여_50~59세,"35,406","1,444","1,854",972,"1,435","2,104","1,086","1,355","1,457","1,968","1,218","2,167","2,411","1,382","3,165","2,153","1,519","2,018","1,235","1,378","3,085"
2020년06월_여_60~69세,"28,559","1,072","1,418",818,"1,159","1,392",788,979,"1,157","1,765","1,190","1,912","1,764","1,086","2,436","1,842","1,359","1,532","1,162","1,092","2,636"
2020년06월_여_70~79세,"18,971",803,"1,078",627,711,839,593,618,803,"1,124",863,"1,215","1,175",653,"1,675","1,180",909,949,794,608,"1,754"
2020년06월_여_80~89세,"8,512",389,496,273,352,404,276,282,365,478,415,500,505,276,908,496,410,431,331,223,702
2020년06월_여_90~99세,"1,477",100,74,47,45,92,42,60,57,81,86,88,91,40,167,73,73,59,61,43,98
2020년06월_여_100세 이상,282,7,27,12,8,8,10,11,11,16,8,19,18,14,28,20,10,10,25,11,9
