카테고리,부산광역시 해운대구,부산광역시 해운대구 우제1동,부산광역시 해운대구 우제2동,부산광역시 해운대구 우제3동,부산광역시 해운대구 중제1동,부산광역시 해운대구 중제2동,부산광역시 해운대구 좌제1동,부산광역시 해운대구 좌제2동,부산광역시 해운대구 좌제3동,부산광역시 해운대구 좌제4동,부산광역시 해운대구 송정동,부산광역시 해운대구 반여제1동,부산광역시 해운대구 반여제2동,부산광역시 해운대구 반여제3동,부산광역시 해운대구 반여제4동,부산광역시 해운대구 반송제1동,부산광역시 해운대구 반송제2동,부산광역시 해운대구 재송제1동,부산광역시 해운대구 재송제2동
2021년09월_남_80~89세,"4,837",342,345,343,336,155,228,385,271,278,150,321,204,160,107,324,408,250,230
2021년09월_남_90~99세,402,25,26,34,22,21,33,37,29,21,11,30,13,8,8,18,34,17,15
2021년09월_남_100세 이상,22,3,1,1,4,2,1,1,0,1,0,1,1,0,1,2,1,1,1
2021년09월_여_총인구수,"206,614","11,840","16,121","15,185","14,305","8,321","9,686","17,341","8,627","12,222","5,142","17,582","6,569","4,406","8,209","6,983","12,022","19,320","12,733"
2021년09월_여_연령구간인구수,"206,614","11,840","16,121","15,185","14,305","8,321","9,686","17,341","8,627","12,222","5,142","17,582","6,569","4,406","8,209","6,983","12,022","19,320","12,733"
2021년09월_여_0~9세,"13,284",619,"1,364","1,405","1,027",638,584,962,525,807,222,"1,227",248,100,579,179,399,"1,808",591
2021년09월_여_10~19세,"18,002",766,"1,483","1,565","1,209",556,943,"1,391",849,"1,449",218,"1,945",281,218,756,352,660,"2,418",943
2021년09월_여_20~29세,"22,720","1,505","1,652","1,306","1,657",795,"1,461","2,685",887,"1,363",517,"1,872",604,426,934,693,"1,038","1,947","1,378"
2021년09월_여_30~39세,"23,301","1,433","2,013","1,938","1,864","1,159","1,105","2,327",849,"1,291",584,"1,847",676,315,943,445,818,"2,370","1,324"
2021년09월_여_40~49세,"33,779","1,741","2,836","2,718","2,514","1,389","1,784","2,725","1,382","2,223",622,"3,206",779,495,"1,300",741,"1,384","4,086","1,854"
2021년09월_여_50~59세,"36,393","2,042","2,813","2,593","2,499","1,483","1,653","3,165","1,592","2,264",921,"3,149","1,209",830,"1,562","1,238","2,069","2,796","2,515"
2021년09월_여_60~69세,"31,677","2,017","2,164","2,086","1,892","1,352","1,025","2,144","1,252","1,450","1,097","2,441","1,405","1,022","1,332","1,453","2,741","2,326","2,478"
2021년09월_여_70~79세,"17,250","1,139","1,113",994,"1,041",618,654,"1,165",732,800,578,"1,199",894,630,525,"1,232","1,839","1,063","1,034"
2021년09월_여_80~89세,"8,748",483,563,487,512,267,427,676,479,496,326,587,431,333,239,568,912,427,535
2021년09월_여_90~99세,"1,408",91,115,91,77,59,49,99,79,78,55,108,40,37,38,79,159,76,78
2021년09월_여_100세 이상,52,4,5,2,13,5,1,2,1,1,2,1,2,0,1,3,3,3,3
