카테고리,전라남도 신안군,전라남도 신안군 지도읍,전라남도 신안군 지도읍선도출장소,전라남도 신안군 압해읍,전라남도 신안군 압해읍매화출장소,전라남도 신안군 압해읍고이도출장소,전라남도 신안군 증도면,전라남도 신안군 증도면병풍출장소,전라남도 신안군 임자면,전라남도 신안군 자은면,전라남도 신안군 비금면,전라남도 신안군 도초면,전라남도 신안군 도초면우이도출장소,전라남도 신안군 흑산면,전라남도 신안군 흑산면가거도출장소,전라남도 신안군 흑산면태도출장소,전라남도 신안군 흑산면홍도출장소,전라남도 신안군 흑산면대둔도출장소,전라남도 신안군 하의면,전라남도 신안군 신의면,전라남도 신안군 장산면,전라남도 신안군 안좌면,전라남도 신안군 안좌면자라출장소,전라남도 신안군 팔금면,전라남도 신안군 암태면
2020년11월_남_50~59세,"4,285",466,36,645,23,22,194,45,343,248,389,223,42,283,61,32,65,43,202,173,154,285,23,77,211
2020년11월_남_60~69세,"4,197",467,33,692,35,25,123,34,313,243,374,258,23,227,40,23,35,38,178,165,174,304,39,122,232
2020년11월_남_70~79세,"2,893",314,13,390,20,25,120,31,217,197,294,189,17,134,15,11,20,22,143,98,136,213,24,97,153
2020년11월_남_80~89세,"1,164",130,12,170,5,12,50,9,61,91,105,78,3,68,8,3,7,2,50,28,56,103,5,34,74
2020년11월_남_90~99세,87,10,0,12,1,1,2,0,2,6,7,5,0,2,0,1,0,1,5,4,3,12,2,2,9
2020년11월_남_100세 이상,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
2020년11월_여_총인구수,"18,211","2,024",115,"2,682",119,93,678,135,"1,470","1,065","1,690","1,229",90,"1,034",160,98,219,131,828,702,745,"1,301",124,493,986
2020년11월_여_연령구간인구수,"18,211","2,024",115,"2,682",119,93,678,135,"1,470","1,065","1,690","1,229",90,"1,034",160,98,219,131,828,702,745,"1,301",124,493,986
2020년11월_여_0~9세,764,63,3,101,5,2,23,4,91,36,66,53,3,43,6,6,17,7,45,41,34,59,4,10,42
2020년11월_여_10~19세,988,120,4,152,3,2,23,3,101,46,112,113,2,49,9,5,12,9,46,46,38,43,3,16,31
2020년11월_여_20~29세,"1,110",100,4,224,3,2,43,11,86,61,104,64,4,77,18,7,26,11,41,57,31,79,3,7,47
2020년11월_여_30~39세,984,107,7,148,6,2,28,3,82,42,87,55,6,69,11,4,16,11,53,49,40,71,12,24,51
2020년11월_여_40~49세,"1,437",159,4,231,5,5,50,10,130,78,148,110,7,87,18,4,26,9,67,67,44,74,9,30,65
2020년11월_여_50~59세,"2,760",306,19,471,16,12,99,21,223,179,240,155,18,164,27,17,42,18,115,108,89,172,24,70,155
2020년11월_여_60~69세,"3,444",378,18,552,28,23,113,38,273,210,319,203,20,167,30,19,34,27,152,118,161,240,29,99,193
2020년11월_여_70~79세,"3,535",429,28,429,36,29,172,28,290,235,335,227,13,191,24,14,23,20,146,107,159,268,20,123,189
2020년11월_여_80~89세,"2,778",309,27,313,16,16,113,16,178,160,240,224,14,145,16,20,23,15,146,97,131,247,19,100,193
2020년11월_여_90~99세,398,52,1,58,1,0,14,1,16,17,39,24,2,38,1,2,0,4,17,11,17,48,1,14,20
2020년11월_여_100세 이상,13,1,0,3,0,0,0,0,0,1,0,1,1,4,0,0,0,0,0,1,1,0,0,0,0
