카테고리,강원도 강릉시,강원도 강릉시 주문진읍,강원도 강릉시 성산면,강원도 강릉시 왕산면,강원도 강릉시 구정면,강원도 강릉시 강동면,강원도 강릉시 옥계면,강원도 강릉시 사천면,강원도 강릉시 연곡면,강원도 강릉시 홍제동,강원도 강릉시 중앙동,강원도 강릉시 옥천동,강원도 강릉시 교1동,강원도 강릉시 교2동,강원도 강릉시 포남1동,강원도 강릉시 포남2동,강원도 강릉시 초당동,강원도 강릉시 송정동,강원도 강릉시 내곡동,강원도 강릉시 강남동,강원도 강릉시 성덕동,강원도 강릉시 경포동
2021년03월_남_60~69세,"16,419","1,653",384,257,479,495,456,514,660,939,435,310,"1,512",682,890,"1,060",369,693,"1,042","1,402","1,651",536
2021년03월_남_70~79세,"8,785",974,222,143,228,292,257,259,375,484,285,257,769,379,511,516,160,254,480,904,715,321
2021년03월_남_80~89세,"3,649",416,94,59,110,127,90,128,142,186,109,117,375,152,205,178,76,118,184,390,294,99
2021년03월_남_90~99세,324,49,11,6,14,15,9,8,12,19,20,3,21,11,13,12,8,11,14,31,28,9
2021년03월_남_100세 이상,22,5,1,0,3,1,0,0,3,1,2,0,0,2,1,1,0,0,0,1,1,0
2021년03월_여_총인구수,"107,345","8,393","1,685",741,"2,036","1,990","1,723","2,236","3,285","7,896","2,629","1,642","13,378","3,959","5,264","6,596","2,465","5,209","8,386","9,025","14,448","4,359"
2021년03월_여_연령구간인구수,"107,345","8,393","1,685",741,"2,036","1,990","1,723","2,236","3,285","7,896","2,629","1,642","13,378","3,959","5,264","6,596","2,465","5,209","8,386","9,025","14,448","4,359"
2021년03월_여_0~9세,"6,423",303,58,5,90,42,53,92,192,659,83,46,874,177,196,288,164,470,696,476,"1,123",336
2021년03월_여_10~19세,"8,930",431,95,23,124,85,62,102,231,773,154,65,"1,441",295,348,535,193,486,756,705,"1,645",381
2021년03월_여_20~29세,"11,278",603,110,41,143,142,101,163,223,827,289,144,"1,692",450,609,771,227,534,"1,143",835,"1,598",633
2021년03월_여_30~39세,"10,156",541,87,22,168,101,81,185,266,976,183,120,"1,277",333,388,569,249,676,"1,082",753,"1,599",500
2021년03월_여_40~49세,"15,787",926,157,38,216,146,137,255,441,"1,368",309,165,"2,435",515,649,900,389,849,"1,313","1,191","2,658",730
2021년03월_여_50~59세,"18,097","1,451",330,143,318,332,292,404,563,"1,245",381,264,"2,216",714,"1,009","1,260",489,883,"1,304","1,512","2,322",665
2021년03월_여_60~69세,"17,972","1,865",365,229,453,455,413,514,681,"1,037",563,376,"1,747",759,"1,095","1,245",381,740,"1,115","1,605","1,750",584
2021년03월_여_70~79세,"10,846","1,321",214,135,261,374,314,278,391,599,389,307,"1,021",427,620,619,211,333,567,"1,172","1,004",289
2021년03월_여_80~89세,"6,438",774,224,86,198,261,230,197,251,331,210,129,564,231,298,323,137,189,340,651,626,188
2021년03월_여_90~99세,"1,353",164,40,19,63,50,39,45,45,75,61,25,106,55,50,86,25,46,68,120,118,53
2021년03월_여_100세 이상,65,14,5,0,2,2,1,1,1,6,7,1,5,3,2,0,0,3,2,5,5,0
