,서울특별시 관악구,서울특별시 관악구 보라매동,서울특별시 관악구 청림동,서울특별시 관악구 성현동,서울특별시 관악구 행운동,서울특별시 관악구 낙성대동,서울특별시 관악구 청룡동,서울특별시 관악구 은천동,서울특별시 관악구 중앙동,서울특별시 관악구 인헌동,서울특별시 관악구 남현동,서울특별시 관악구 서원동,서울특별시 관악구 신원동,서울특별시 관악구 서림동,서울특별시 관악구 신사동,서울특별시 관악구 신림동,서울특별시 관악구 난향동,서울특별시 관악구 조원동,서울특별시 관악구 대학동,서울특별시 관악구 삼성동,서울특별시 관악구 미성동,서울특별시 관악구 난곡동
2021년07월_남_10~19세,"14,178",761,581,"1,483",666,408,800,"1,349",272,781,380,424,421,521,569,250,709,420,497,780,"1,121",985
2021년07월_남_20~29세,"52,842","2,254",944,"1,919","3,384","2,645","5,034","2,580","1,871","2,768","1,776","3,213","2,237","3,135","2,824","4,123",888,"1,779","3,566","1,438","2,350","2,114"
2021년07월_남_30~39세,"47,516","2,190","1,274","1,902","3,192","1,964","3,680","2,655","1,641","2,586","1,943","2,701","1,811","2,878","2,238","3,315",864,"1,773","3,279","1,443","2,204","1,983"
2021년07월_남_40~49세,"35,666","1,745","1,249","2,422","1,868","1,064","2,071","2,650",927,"1,773","1,168","1,512","1,197","1,932","1,478","1,420","1,478","1,208","2,391","1,706","2,373","2,034"
2021년07월_남_50~59세,"33,853","1,596","1,125","2,318","1,684",858,"1,926","2,405",891,"1,678","1,181","1,315","1,223","1,657","1,599","1,040","1,304","1,279","2,018","2,061","2,374","2,321"
2021년07월_남_60~69세,"27,802","1,549",889,"1,760","1,483",658,"1,542","1,959",783,"1,350","1,015","1,176",996,"1,325","1,256",719,964,"1,087","1,234","1,921","2,141","1,995"
2021년07월_남_70~79세,"16,723",972,521,"1,062",906,436,987,"1,233",482,816,607,715,669,752,737,430,578,605,610,"1,152","1,275","1,178"
2021년07월_남_80~89세,"5,695",305,219,360,316,150,307,416,191,282,210,242,225,257,264,148,189,221,249,414,356,374
2021년07월_남_90~99세,377,23,18,33,21,12,22,14,10,23,13,14,10,10,14,5,12,23,16,40,27,17
2021년07월_남_100세 이상,21,0,1,1,2,2,1,2,1,0,0,1,1,0,1,1,1,0,0,1,5,0
2021년07월_여_총인구수,"243,155","12,390","7,825","15,270","14,957","8,370","18,386","17,069","7,915","13,250","9,387","10,931","8,938","10,497","11,229","10,360","7,870","8,550","9,383","11,346","15,738","13,494"
2021년07월_여_연령구간인구수,"243,155","12,390","7,825","15,270","14,957","8,370","18,386","17,069","7,915","13,250","9,387","10,931","8,938","10,497","11,229","10,360","7,870","8,550","9,383","11,346","15,738","13,494"
2021년07월_여_0~9세,"10,158",562,574,919,547,307,621,935,175,516,456,312,281,381,355,174,572,310,331,389,832,609
2021년07월_여_10~19세,"13,622",688,559,"1,367",678,430,832,"1,307",292,744,421,392,416,515,505,252,697,411,472,679,"1,108",857
2021년07월_여_20~29세,"55,760","2,483",884,"1,926","4,141","2,880","6,425","2,851","2,601","3,045","2,135","3,141","2,157","2,502","3,047","4,294",846,"2,195","2,509","1,259","2,443","1,996"
2021년07월_여_30~39세,"38,244","1,836","1,279","1,886","2,788","1,568","3,223","2,496","1,350","2,373","1,699","1,867","1,355","1,752","1,716","2,381",942,"1,427","1,558","1,114","2,020","1,614"
2021년07월_여_40~49세,"30,970","1,600","1,189","2,499","1,713",921,"1,909","2,493",789,"1,713","1,117","1,250","1,008","1,240","1,373","1,038","1,426","1,066","1,143","1,460","2,221","1,802"
2021년07월_여_50~59세,"33,222","1,765","1,171","2,428","1,753",785,"1,913","2,431",897,"1,772","1,369","1,406","1,197","1,450","1,581",766,"1,249","1,090","1,170","2,030","2,543","2,456"
2021년07월_여_60~69세,"31,983","1,780","1,077","2,152","1,726",719,"1,816","2,392",909,"1,623","1,241","1,392","1,264","1,446","1,395",771,"1,145","1,101","1,140","2,207","2,529","2,158"
2021년07월_여_70~79세,"19,918","1,139",683,"1,391","1,155",515,"1,164","1,497",616,"1,032",691,802,840,817,887,490,673,628,708,"1,434","1,405","1,351"
2021년07월_여_80~89세,"7,945",453,355,616,392,219,413,566,256,380,210,327,362,328,316,160,277,283,303,644,536,549
2021년07월_여_90~99세,"1,245",78,52,81,60,24,68,98,25,50,45,38,55,60,51,30,40,36,48,124,88,94
2021년07월_여_100세 이상,88,6,2,5,4,2,2,3,5,2,3,4,3,6,3,4,3,3,1,6,13,8
