카테고리,대구광역시 동구,대구광역시 동구 신암1동,대구광역시 동구 신암2동,대구광역시 동구 신암3동,대구광역시 동구 신암4동,대구광역시 동구 신암5동,대구광역시 동구 신천1.2동,대구광역시 동구 신천3동,대구광역시 동구 신천4동,대구광역시 동구 효목1동,대구광역시 동구 효목2동,대구광역시 동구 도평동,대구광역시 동구 불로.봉무동,대구광역시 동구 지저동,대구광역시 동구 동촌동,대구광역시 동구 방촌동,대구광역시 동구 해안동,대구광역시 동구 안심1동,대구광역시 동구 안심2동,대구광역시 동구 안심3동,대구광역시 동구 안심4동,대구광역시 동구 혁신동,대구광역시 동구 공산동
2021년11월_계_100세 이상,42,0,2,2,2,1,0,2,2,2,3,0,3,2,0,4,3,5,3,1,1,2,2
2021년11월_남_총인구수,"167,733","4,100","4,913","5,657","5,813","3,005","6,161","5,790","3,670","6,868","6,353","2,133","10,521","7,219","7,848","9,080","7,594","20,810","5,557","10,241","14,400","9,316","10,684"
2021년11월_남_연령구간인구수,"167,733","4,100","4,913","5,657","5,813","3,005","6,161","5,790","3,670","6,868","6,353","2,133","10,521","7,219","7,848","9,080","7,594","20,810","5,557","10,241","14,400","9,316","10,684"
2021년11월_남_0~9세,"12,236",202,479,646,178,93,365,437,73,268,306,76,"1,053",305,403,434,350,"1,791",306,"1,133","1,202","1,486",650
2021년11월_남_10~19세,"13,715",243,460,389,315,202,467,572,186,422,465,124,"1,188",450,451,672,489,"1,936",329,"1,336","1,485",793,741
2021년11월_남_20~29세,"21,570",502,507,591,870,414,809,775,599,941,875,382,"1,177","1,024","1,148","1,313","1,025","2,630",729,"1,100","1,991",864,"1,304"
2021년11월_남_30~39세,"22,983",537,643,"1,047",776,299,746,737,608,780,806,261,"1,292",836,"1,040",953,890,"2,795",724,"1,416","2,105","2,276","1,416"
2021년11월_남_40~49세,"26,021",558,907,848,814,405,946,858,535,863,930,243,"1,979",933,"1,063","1,175","1,018","3,381",756,"2,008","2,357","1,950","1,494"
2021년11월_남_50~59세,"27,591",709,741,828,"1,147",559,"1,018","1,042",634,"1,238","1,057",357,"1,598","1,368","1,359","1,673","1,418","3,342","1,038","1,520","2,313",812,"1,820"
2021년11월_남_60~69세,"24,853",706,615,709,980,559,942,796,570,"1,284","1,065",394,"1,347","1,380","1,389","1,603","1,345","2,985",967,907,"1,783",734,"1,793"
2021년11월_남_70~79세,"13,392",423,371,426,530,331,577,383,336,727,590,207,661,695,712,889,792,"1,434",491,589,867,314,"1,047"
2021년11월_남_80~89세,"5,020",211,174,166,182,138,268,178,123,325,234,84,210,215,264,347,249,482,202,215,278,82,393
2021년11월_남_90~99세,340,9,15,7,20,5,23,12,5,19,24,5,16,13,19,21,17,33,12,17,18,5,25
2021년11월_남_100세 이상,12,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,3,0,1,0,1
2021년11월_여_총인구수,"173,381","4,117","5,478","5,804","5,715","3,355","6,824","5,943","3,685","6,925","6,925","1,879","10,898","7,267","7,761","9,767","7,548","21,686","5,518","10,945","14,743","9,528","11,070"
2021년11월_여_연령구간인구수,"173,381","4,117","5,478","5,804","5,715","3,355","6,824","5,943","3,685","6,925","6,925","1,879","10,898","7,267","7,761","9,767","7,548","21,686","5,518","10,945","14,743","9,528","11,070"
2021년11월_여_0~9세,"11,784",190,430,596,161,109,330,394,81,193,336,90,"1,072",302,377,431,351,"1,648",305,"1,132","1,145","1,435",676
2021년11월_여_10~19세,"12,478",180,397,330,268,174,400,424,146,353,462,92,"1,135",413,416,597,399,"1,729",288,"1,367","1,425",784,699
2021년11월_여_20~29세,"19,042",429,462,593,835,323,705,689,677,788,785,188,997,818,945,"1,092",837,"2,373",600,"1,106","1,750",989,"1,061"
2021년11월_여_30~39세,"20,186",363,667,973,567,250,694,688,467,581,652,171,"1,315",622,793,837,671,"2,565",592,"1,467","1,865","2,180","1,206"
2021년11월_여_40~49세,"24,765",467,885,798,661,376,894,951,371,749,927,190,"2,003",789,907,"1,133",869,"3,293",633,"2,175","2,463","1,708","1,523"
2021년11월_여_50~59세,"28,897",673,807,876,"1,051",627,"1,165","1,051",606,"1,263","1,179",349,"1,676","1,433","1,457","1,950","1,332","3,481","1,093","1,425","2,426",966,"2,011"
2021년11월_여_60~69세,"28,736",779,829,845,"1,123",748,"1,238",861,674,"1,478","1,318",373,"1,472","1,570","1,465","1,925","1,529","3,541","1,085","1,130","2,007",857,"1,889"
2021년11월_여_70~79세,"17,284",609,634,506,696,474,887,535,413,984,811,259,780,845,891,"1,114",989,"1,854",619,740,"1,078",411,"1,155"
2021년11월_여_80~89세,"8,952",368,327,252,312,249,448,309,224,486,393,143,375,428,450,618,501,"1,037",261,359,520,163,729
2021년11월_여_90~99세,"1,227",59,39,33,40,24,63,39,25,49,60,24,70,45,60,66,68,161,42,43,64,33,120
2021년11월_여_100세 이상,30,0,1,2,1,1,0,2,1,1,2,0,3,2,0,4,2,4,0,1,0,2,1
