카테고리,서울특별시 강서구,서울특별시 강서구 염창동,서울특별시 강서구 등촌제1동,서울특별시 강서구 등촌제2동,서울특별시 강서구 등촌제3동,서울특별시 강서구 화곡제1동,서울특별시 강서구 화곡제2동,서울특별시 강서구 화곡제3동,서울특별시 강서구 화곡제4동,서울특별시 강서구 화곡본동,서울특별시 강서구 화곡제6동,서울특별시 강서구 화곡제8동,서울특별시 강서구 가양제1동,서울특별시 강서구 가양제2동,서울특별시 강서구 가양제3동,서울특별시 강서구 발산제1동,서울특별시 강서구 우장산동,서울특별시 강서구 공항동,서울특별시 강서구 방화제1동,서울특별시 강서구 방화제2동,서울특별시 강서구 방화제3동
2021년05월_남_연령구간인구수,"278,408","20,362","11,312","10,056","14,721","25,267","8,840","10,325","10,195","16,755","12,110","11,890","15,651","6,666","7,110","17,301","20,667","15,357","21,145","11,489","11,189"
2021년05월_남_0~9세,"19,593","2,086",652,667,859,"1,307",581,668,565,"1,090",607,630,858,237,353,"1,653","1,793","1,747","1,962",615,663
2021년05월_남_10~19세,"22,477","2,297",751,874,"1,017","1,230",693,826,705,"1,277",915,795,945,240,277,"2,320","2,665","1,051","2,105",734,760
2021년05월_남_20~29세,"40,064","2,638","2,002","1,573","2,010","4,289","1,310","1,458","1,510","2,774","2,037","1,890","2,809",741,853,"2,262","2,493","2,007","2,508","1,637","1,263"
2021년05월_남_30~39세,"49,788","3,448","2,954","1,774","2,399","5,560","1,497","1,568","1,716","3,377","2,129","2,124","4,178","1,179","1,509","1,968","2,542","2,925","3,074","1,980","1,887"
2021년05월_남_40~49세,"45,315","3,735","1,602","1,479","1,864","3,895","1,544","1,551","1,682","2,809","1,834","1,994","2,404",739,997,"3,360","3,948","2,660","3,794","1,683","1,741"
2021년05월_남_50~59세,"40,797","2,931","1,468","1,512","2,363","3,468","1,363","1,536","1,588","2,297","1,832","1,676","2,009",963,"1,048","2,731","3,288","2,086","3,139","1,812","1,687"
2021년05월_남_60~69세,"36,162","2,123","1,086","1,333","2,514","3,182","1,061","1,612","1,423","1,890","1,741","1,538","1,666","1,608","1,210","1,749","2,343","1,721","2,757","1,771","1,834"
2021년05월_남_70~79세,"18,160",823,500,653,"1,150","1,831",627,873,757,943,797,974,569,701,635,952,"1,259",861,"1,366",916,973
2021년05월_남_80~89세,"5,470",256,251,172,459,467,156,210,231,274,200,250,187,227,205,283,308,281,401,313,339
2021년05월_남_90~99세,553,25,42,19,82,34,8,21,18,24,18,18,25,28,22,23,27,16,38,26,39
2021년05월_남_100세 이상,29,0,4,0,4,4,0,2,0,0,0,1,1,3,1,0,1,2,1,2,3
2021년05월_여_총인구수,"299,076","21,670","12,883","10,518","16,287","26,706","9,282","11,121","10,629","17,732","12,729","12,815","18,414","7,494","8,161","19,205","22,596","15,005","22,242","11,737","11,850"
2021년05월_여_연령구간인구수,"299,076","21,670","12,883","10,518","16,287","26,706","9,282","11,121","10,629","17,732","12,729","12,815","18,414","7,494","8,161","19,205","22,596","15,005","22,242","11,737","11,850"
2021년05월_여_0~9세,"18,800","1,947",616,606,806,"1,282",563,569,550,"1,034",585,623,774,242,338,"1,555","1,828","1,653","2,026",568,635
2021년05월_여_10~19세,"21,607","2,224",544,689,941,"1,189",705,809,643,"1,107",716,779,941,219,272,"2,524","2,806","1,036","2,079",679,705
2021년05월_여_20~29세,"46,696","3,050","3,036","1,602","1,984","5,231","1,282","1,618","1,453","3,257","2,301","1,984","5,481",912,913,"2,307","2,769","1,964","2,667","1,705","1,180"
2021년05월_여_30~39세,"48,764","3,912","3,143","1,719","2,243","4,885","1,358","1,539","1,560","2,980","2,078","1,925","4,233","1,160","1,533","2,205","2,807","2,783","3,206","1,727","1,768"
2021년05월_여_40~49세,"44,900","3,891","1,626","1,546","2,016","3,543","1,490","1,676","1,559","2,656","1,770","1,941","2,194",714,901,"3,724","4,501","2,289","3,700","1,505","1,658"
2021년05월_여_50~59세,"44,162","3,014","1,575","1,798","2,819","3,867","1,485","1,702","1,746","2,566","2,067","1,990","2,160","1,116","1,176","2,954","3,281","1,995","3,256","1,782","1,813"
2021년05월_여_60~69세,"41,861","2,192","1,214","1,533","2,858","3,912","1,408","1,846","1,784","2,447","1,941","2,053","1,646","1,641","1,534","2,170","2,737","1,842","3,045","1,958","2,100"
2021년05월_여_70~79세,"20,658",926,618,671,"1,400","1,934",705,895,902,"1,155",821,"1,084",602,845,929,"1,167","1,306",921,"1,447","1,140","1,190"
2021년05월_여_80~89세,"9,649",440,421,287,"1,003",734,237,387,365,431,376,370,322,535,469,481,458,425,689,572,647
2021년05월_여_90~99세,"1,916",71,88,67,210,123,49,74,66,96,72,64,59,107,95,112,99,95,123,99,147
2021년05월_여_100세 이상,63,3,2,0,7,6,0,6,1,3,2,2,2,3,1,6,4,2,4,2,7
