카테고리,전라북도 정읍시,전라북도 정읍시 신태인읍,전라북도 정읍시 북면,전라북도 정읍시 입암면,전라북도 정읍시 소성면,전라북도 정읍시 고부면,전라북도 정읍시 영원면,전라북도 정읍시 덕천면,전라북도 정읍시 이평면,전라북도 정읍시 정우면,전라북도 정읍시 태인면,전라북도 정읍시 감곡면,전라북도 정읍시 옹동면,전라북도 정읍시 칠보면,전라북도 정읍시 산내면,전라북도 정읍시 산외면,전라북도 정읍시 수성동,전라북도 정읍시 장명동,전라북도 정읍시 내장상동,전라북도 정읍시 시기동,전라북도 정읍시 초산동,전라북도 정읍시 연지동,전라북도 정읍시 농소동,전라북도 정읍시 상교동
2021년08월_남_0~9세,"3,071",111,75,32,36,32,29,16,20,43,38,37,23,34,14,26,682,66,789,79,507,232,85,65
2021년08월_남_10~19세,"4,994",214,143,79,44,55,38,57,61,47,79,41,37,89,30,40,"1,046",135,"1,345",132,731,264,163,124
2021년08월_남_20~29세,"5,756",208,221,112,68,96,58,77,75,96,130,71,45,88,40,57,"1,212",169,"1,294",193,662,324,223,237
2021년08월_남_30~39세,"4,542",207,163,76,71,119,55,57,57,76,106,101,68,74,31,55,989,114,878,115,492,312,144,182
2021년08월_남_40~49세,"7,501",343,254,144,110,177,97,106,111,141,199,147,96,133,47,114,"1,525",244,"1,565",193,782,494,251,228
2021년08월_남_50~59세,"9,781",468,459,315,217,248,144,184,191,269,323,250,152,240,142,234,"1,590",288,"1,697",257,819,503,400,391
2021년08월_남_60~69세,"8,803",515,443,326,220,318,205,199,228,285,367,335,182,243,164,238,995,226,"1,248",286,599,436,373,372
2021년08월_남_70~79세,"5,749",392,262,202,192,215,161,137,171,198,254,285,145,171,94,179,506,133,739,206,331,323,211,242
2021년08월_남_80~89세,"2,781",176,127,132,110,112,84,61,97,112,160,125,89,104,51,96,171,73,286,104,140,124,100,147
2021년08월_남_90~99세,254,22,7,9,9,9,6,11,13,9,27,13,10,4,2,11,13,4,19,12,6,11,11,16
2021년08월_남_100세 이상,10,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,1,2,1
2021년08월_여_총인구수,"53,927","2,750","2,093","1,412","1,005","1,394",892,880,"1,038","1,273","1,694","1,389",815,"1,123",593,"1,037","8,509","1,520","10,587","1,679","5,192","3,034","2,126","1,892"
2021년08월_여_연령구간인구수,"53,927","2,750","2,093","1,412","1,005","1,394",892,880,"1,038","1,273","1,694","1,389",815,"1,123",593,"1,037","8,509","1,520","10,587","1,679","5,192","3,034","2,126","1,892"
2021년08월_여_0~9세,"2,920",119,92,25,25,38,21,19,16,30,27,23,24,45,13,30,663,78,757,70,426,226,97,56
2021년08월_여_10~19세,"4,406",142,127,58,33,61,33,39,30,58,66,23,30,52,24,49,896,139,"1,355",123,578,245,142,103
2021년08월_여_20~29세,"4,642",162,157,72,42,51,49,55,44,58,96,61,34,57,27,56,951,153,"1,170",134,549,288,184,192
2021년08월_여_30~39세,"3,966",148,129,60,47,65,30,24,38,62,57,63,33,35,16,38,884,117,917,123,521,292,145,122
2021년08월_여_40~49세,"6,769",252,202,91,58,81,52,71,62,77,115,66,45,96,32,65,"1,498",219,"1,796",158,905,428,220,180
2021년08월_여_50~59세,"8,360",393,368,216,133,182,104,143,131,179,231,166,106,156,95,124,"1,433",251,"1,690",264,869,462,370,294
2021년08월_여_60~69세,"8,822",516,390,295,207,306,185,180,213,261,369,349,171,202,124,218,"1,046",204,"1,381",350,647,472,403,333
2021년08월_여_70~79세,"7,432",550,303,277,214,297,204,161,226,269,346,310,180,232,138,228,681,196,892,282,443,393,301,309
2021년08월_여_80~89세,"5,602",409,273,271,220,267,175,156,243,235,335,274,154,210,105,197,393,141,529,138,223,173,231,250
2021년08월_여_90~99세,955,55,47,45,25,45,38,31,34,41,51,49,36,35,18,32,56,21,98,36,30,54,29,49
2021년08월_여_100세 이상,53,4,5,2,1,1,1,1,1,3,1,5,2,3,1,0,8,1,2,1,1,1,4,4
