카테고리,대구광역시 북구,대구광역시 북구 고성동,대구광역시 북구 칠성동,대구광역시 북구 침산1동,대구광역시 북구 침산2동,대구광역시 북구 침산3동,대구광역시 북구 산격1동,대구광역시 북구 산격2동,대구광역시 북구 산격3동,대구광역시 북구 산격4동,대구광역시 북구 대현동,대구광역시 북구 복현1동,대구광역시 북구 복현2동,대구광역시 북구 검단동,대구광역시 북구 무태조야동,대구광역시 북구 관문동,대구광역시 북구 태전1동,대구광역시 북구 태전2동,대구광역시 북구 구암동,대구광역시 북구 관음동,대구광역시 북구 읍내동,대구광역시 북구 동천동,대구광역시 북구 노원동,대구광역시 북구 국우동
2021년02월_여_연령구간인구수,"220,593","2,569","12,166","1,969","9,966","10,474","4,801","5,620","4,431","4,128","9,140","3,472","14,603","3,365","18,038","18,698","11,119","12,769","18,420","8,490","13,477","14,916","5,783","12,179"
2021년02월_여_0~9세,"16,351",185,"1,191",84,"1,087",822,121,295,135,140,594,82,"1,114",145,"1,666","2,201",654,775,"1,333",452,795,"1,116",315,"1,049"
2021년02월_여_10~19세,"20,637",187,"1,018",82,"1,099","1,110",212,435,215,208,579,172,"1,455",199,"1,915","1,547",810,"1,179","2,387",771,"1,116","2,128",310,"1,503"
2021년02월_여_20~29세,"28,471",276,"1,482",204,"1,047","1,115",424,726,"1,185",557,"1,151",946,"1,859",316,"2,003","1,817","1,794","1,762","2,489","1,068","1,983","1,947",618,"1,702"
2021년02월_여_30~39세,"25,449",322,"1,839",188,"1,455","1,200",308,520,453,394,950,384,"1,736",348,"2,356","3,147","1,171","1,285","1,715",723,"1,390","1,490",657,"1,418"
2021년02월_여_40~49세,"36,690",323,"2,050",207,"1,920","1,853",493,760,446,437,"1,254",346,"2,461",413,"3,437","3,117","1,591","2,047","3,665","1,290","2,035","3,384",711,"2,450"
2021년02월_여_50~59세,"39,435",382,"1,659",424,"1,444","1,777",928,"1,191",642,775,"1,491",605,"2,681",630,"2,971","3,065","2,159","2,501","3,631","1,798","2,859","2,692","1,113","2,017"
2021년02월_여_60~69세,"28,089",444,"1,393",419,"1,021","1,274","1,051",901,660,862,"1,455",519,"1,889",693,"2,101","2,176","1,571","1,789","1,656","1,322","1,789","1,001","1,126",977
2021년02월_여_70~79세,"16,174",284,936,224,584,840,827,501,444,493,"1,032",275,873,401,"1,061","1,080",855,952,960,620,900,721,668,643
2021년02월_여_80~89세,"8,066",139,500,117,274,424,393,258,219,226,535,125,437,197,444,467,446,408,510,400,542,409,230,366
2021년02월_여_90~99세,"1,154",24,88,20,30,53,39,32,29,36,89,18,94,22,83,77,66,69,72,43,63,26,29,52
2021년02월_여_100세 이상,77,3,10,0,5,6,5,1,3,0,10,0,4,1,1,4,2,2,2,3,5,2,6,2
