카테고리,서울특별시 성동구,서울특별시 성동구 왕십리제2동,서울특별시 성동구 왕십리도선동,서울특별시 성동구 마장동,서울특별시 성동구 사근동,서울특별시 성동구 행당제1동,서울특별시 성동구 행당제2동,서울특별시 성동구 응봉동,서울특별시 성동구 금호1가동,서울특별시 성동구 금호2.3가동,서울특별시 성동구 금호4가동,서울특별시 성동구 옥수동,서울특별시 성동구 성수1가제1동,서울특별시 성동구 성수1가제2동,서울특별시 성동구 성수2가제1동,서울특별시 성동구 성수2가제3동,서울특별시 성동구 송정동,서울특별시 성동구 용답동
2020년06월_남_40~49세,"23,069","1,337","2,038","1,571",589,"1,077","2,031","1,410","1,328","1,881","1,318","2,213","1,203","1,058","1,293",788,885,"1,049"
2020년06월_남_50~59세,"23,911","1,352","2,123","1,856",639,"1,143","1,928","1,184","1,148","1,766","1,049","1,845","1,538","1,103","1,759","1,017","1,117","1,344"
2020년06월_남_60~69세,"17,364",993,"1,479","1,439",426,842,"1,229",754,921,"1,346",796,"1,419","1,050",850,"1,347",784,819,870
2020년06월_남_70~79세,"9,186",526,710,801,333,438,752,513,470,761,460,761,418,427,579,402,350,485
2020년06월_남_80~89세,"3,103",171,241,274,112,152,269,187,176,239,146,287,139,118,185,136,111,160
2020년06월_남_90~99세,313,18,28,22,10,19,26,17,18,31,14,32,19,13,12,16,11,7
2020년06월_남_100세 이상,69,7,6,3,6,2,8,3,2,7,4,8,3,4,1,3,1,1
2020년06월_여_총인구수,"152,139","8,873","14,276","11,722","5,801","7,494","12,924","8,379","8,270","12,443","7,750","14,333","8,353","7,012","8,105","5,558","5,172","5,674"
2020년06월_여_연령구간인구수,"152,139","8,873","14,276","11,722","5,801","7,494","12,924","8,379","8,270","12,443","7,750","14,333","8,353","7,012","8,105","5,558","5,172","5,674"
2020년06월_여_0~9세,"10,331",591,"1,217",615,208,502,957,607,675,854,692,"1,315",478,384,426,294,287,229
2020년06월_여_10~19세,"10,405",618,811,857,499,541,"1,197",890,530,772,469,837,564,486,455,275,279,325
2020년06월_여_20~29세,"23,058","1,308","2,373","2,243","2,017","1,196","1,611",891,920,"1,508",773,"1,666","1,259","1,117","1,144","1,113",837,"1,082"
2020년06월_여_30~39세,"25,384","1,489","2,565","1,576",730,"1,226","1,983","1,177","1,526","2,223","1,483","2,903","1,488","1,305","1,244",934,759,773
2020년06월_여_40~49세,"22,950","1,358","2,031","1,570",552,"1,142","2,182","1,579","1,285","1,934","1,313","2,260","1,260","1,106","1,129",730,740,779
2020년06월_여_50~59세,"23,980","1,442","2,349","1,930",655,"1,215","2,016","1,254","1,243","1,963","1,104","2,124","1,505","1,033","1,472",846,904,925
2020년06월_여_60~69세,"18,447","1,085","1,475","1,494",512,834,"1,477",934,"1,114","1,612",981,"1,689","1,019",840,"1,215",694,742,730
2020년06월_여_70~79세,"11,386",656,918,936,423,545,989,683,627,"1,005",608,976,509,463,665,438,400,545
2020년06월_여_80~89세,"5,192",268,443,423,174,237,427,307,305,476,286,445,240,235,285,203,185,253
2020년06월_여_90~99세,834,45,78,63,26,50,72,52,35,76,36,99,26,33,57,24,32,30
2020년06월_여_100세 이상,172,13,16,15,5,6,13,5,10,20,5,19,5,10,13,7,7,3
