카테고리,인천광역시 남동구,인천광역시 남동구 구월1동,인천광역시 남동구 구월2동,인천광역시 남동구 구월3동,인천광역시 남동구 구월4동,인천광역시 남동구 간석1동,인천광역시 남동구 간석2동,인천광역시 남동구 간석3동,인천광역시 남동구 간석4동,인천광역시 남동구 만수1동,인천광역시 남동구 만수2동,인천광역시 남동구 만수3동,인천광역시 남동구 만수4동,인천광역시 남동구 만수5동,인천광역시 남동구 만수6동,인천광역시 남동구 장수서창동,인천광역시 남동구 서창2동,인천광역시 남동구 남촌도림동,인천광역시 남동구 논현1동,인천광역시 남동구 논현2동,인천광역시 남동구 논현고잔동
2020년07월_남_0~9세,"22,456","1,706","1,929",866,388,722,889,847,965,395,953,722,792,382,832,895,"3,171",712,"1,516","1,368","2,406"
2020년07월_남_10~19세,"25,877","1,471","2,325",889,608,854,"1,137","1,106","1,206",561,"1,246",865,"1,047",519,"1,230","1,179","1,893","1,084","1,872","1,806","2,979"
2020년07월_남_20~29세,"37,042","2,110","2,296","2,871","1,145","1,686","1,565","2,141","2,208","1,008","1,730","1,321","1,594","1,211","1,857","1,325","2,025","1,637","2,277","2,473","2,562"
2020년07월_남_30~39세,"38,351","2,409","2,207","3,006","1,021","1,779","1,424","2,035","2,246","1,006","1,651","1,269","1,531","1,090","1,574","1,300","3,878","1,237","2,475","2,591","2,622"
2020년07월_남_40~49세,"45,669","2,912","3,261","2,443","1,266","1,844","2,037","2,354","2,300","1,209","2,106","1,503","1,643","1,201","1,868","1,774","3,824","1,845","3,005","2,938","4,336"
2020년07월_남_50~59세,"44,750","2,491","2,927","2,170","1,590","1,989","1,925","2,730","2,613","1,522","2,105","1,641","1,835","1,561","2,347","1,705","2,328","2,232","2,783","2,769","3,487"
2020년07월_남_60~69세,"30,721","1,702","1,856","1,352","1,079","1,455","1,388","1,935","1,945","1,174","1,575","1,194","1,403","1,239","1,666","1,376","1,865","1,491","1,604","1,686","1,736"
2020년07월_남_70~79세,"13,771",700,843,598,550,790,697,914,856,574,743,527,627,635,702,568,754,659,655,771,608
2020년07월_남_80~89세,"4,106",199,216,182,179,251,182,281,251,214,185,125,191,188,233,186,151,197,207,291,197
2020년07월_남_90~99세,403,20,28,22,12,11,36,27,26,17,18,11,25,10,25,18,10,16,23,31,17
2020년07월_남_100세 이상,30,0,4,1,1,1,1,6,2,0,4,4,0,0,0,0,1,2,1,2,0
2020년07월_여_총인구수,"266,237","16,525","18,457","14,500","7,655","11,725","11,163","14,331","14,644","8,209","12,781","9,045","11,158","7,895","12,899","10,431","20,209","10,510","16,230","16,425","21,445"
2020년07월_여_연령구간인구수,"266,237","16,525","18,457","14,500","7,655","11,725","11,163","14,331","14,644","8,209","12,781","9,045","11,158","7,895","12,899","10,431","20,209","10,510","16,230","16,425","21,445"
2020년07월_여_0~9세,"21,206","1,645","1,799",757,344,628,830,855,915,377,934,667,795,330,766,888,"3,000",671,"1,470","1,268","2,267"
2020년07월_여_10~19세,"24,745","1,580","2,163",852,519,832,"1,028","1,104","1,187",517,"1,249",832,965,519,"1,202","1,083","1,730",918,"1,811","1,649","3,005"
2020년07월_여_20~29세,"34,629","2,133","2,110","3,512","1,034","1,602","1,376","2,010","2,112",969,"1,581","1,227","1,388","1,020","1,650","1,117","2,031","1,311","1,964","2,123","2,359"
2020년07월_여_30~39세,"36,212","2,564","2,480","2,488",773,"1,537","1,432","1,799","1,979",920,"1,537","1,068","1,397",846,"1,450","1,266","4,112","1,122","2,233","2,152","3,057"
2020년07월_여_40~49세,"44,079","2,714","3,521","2,089","1,092","1,686","1,890","2,112","2,257","1,069","2,129","1,433","1,748","1,007","2,049","1,776","3,475","1,674","2,911","2,822","4,625"
2020년07월_여_50~59세,"46,050","2,678","2,928","2,230","1,562","2,138","1,905","2,726","2,706","1,571","2,316","1,666","2,034","1,602","2,574","1,841","2,642","2,149","2,757","2,819","3,206"
2020년07월_여_60~69세,"32,899","1,874","2,055","1,474","1,180","1,688","1,470","2,034","1,935","1,306","1,803","1,214","1,598","1,400","1,665","1,444","1,982","1,452","1,748","1,877","1,700"
2020년07월_여_70~79세,"16,675",818,941,735,729,"1,022",801,"1,096",958,870,814,621,728,798,890,659,808,766,830,"1,041",750
2020년07월_여_80~89세,"8,080",413,369,315,354,490,358,500,487,527,336,259,421,307,530,301,355,376,405,570,407
2020년07월_여_90~99세,"1,562",100,83,47,59,94,70,86,98,81,71,53,81,65,118,55,72,69,99,95,66
2020년07월_여_100세 이상,100,6,8,1,9,8,3,9,10,2,11,5,3,1,5,1,2,2,2,9,3
