카테고리,전라북도 군산시,전라북도 군산시 옥구읍,전라북도 군산시 옥산면,전라북도 군산시 회현면,전라북도 군산시 임피면,전라북도 군산시 서수면,전라북도 군산시 대야면,전라북도 군산시 개정면,전라북도 군산시 성산면,전라북도 군산시 나포면,전라북도 군산시 옥도면,전라북도 군산시 옥서면,전라북도 군산시 해신동,전라북도 군산시 월명동,전라북도 군산시 신풍동,전라북도 군산시 삼학동,전라북도 군산시 중앙동,전라북도 군산시 흥남동,전라북도 군산시 조촌동,전라북도 군산시 경암동,전라북도 군산시 구암동,전라북도 군산시 개정동,전라북도 군산시 수송동,전라북도 군산시 나운1동,전라북도 군산시 나운2동,전라북도 군산시 나운3동,전라북도 군산시 소룡동,전라북도 군산시 미성동
2020년10월_계_80~89세,"10,015",327,229,311,268,306,505,260,237,251,156,271,154,344,382,443,213,442,519,351,217,176,862,399,847,725,368,452
2020년10월_계_90~99세,"1,553",57,40,53,60,61,90,34,44,43,20,41,20,46,52,57,37,54,83,50,38,25,140,63,120,92,78,55
2020년10월_계_100세 이상,122,5,0,0,4,8,7,4,3,3,4,5,6,12,5,4,3,3,4,4,1,3,6,0,3,5,12,8
2020년10월_남_총인구수,"135,376","1,635","2,396","1,760","1,358","1,306","2,494","1,553","1,469","1,166","1,962","1,556","1,168","2,779","3,588","2,806","2,263","6,459","11,275","3,757","3,701","1,487","27,511","6,403","11,534","16,214","9,155","6,621"
2020년10월_남_연령구간인구수,"135,376","1,635","2,396","1,760","1,358","1,306","2,494","1,553","1,469","1,166","1,962","1,556","1,168","2,779","3,588","2,806","2,263","6,459","11,275","3,757","3,701","1,487","27,511","6,403","11,534","16,214","9,155","6,621"
2020년10월_남_0~9세,"10,787",44,292,85,34,42,74,38,47,29,57,71,58,102,189,88,128,586,"1,280",206,233,78,"3,454",345,865,"1,368",630,364
2020년10월_남_10~19세,"13,946",60,182,193,62,55,137,88,65,56,103,72,65,202,306,171,116,585,"1,118",253,325,146,"4,015",625,"1,453","2,181",853,459
2020년10월_남_20~29세,"16,223",164,218,144,135,102,190,162,148,84,203,149,77,270,470,344,222,746,"1,330",398,520,183,"3,431",900,"1,611","2,263","1,021",738
2020년10월_남_30~39세,"16,123",124,345,110,89,101,194,106,95,71,180,124,106,235,291,228,361,880,"1,968",444,471,147,"3,668",717,"1,076","1,842","1,234",916
2020년10월_남_40~49세,"22,885",192,409,276,165,160,319,175,159,141,336,231,160,382,511,347,337,"1,043","1,881",603,510,190,"5,380",889,"1,846","3,088","1,832","1,323"
2020년10월_남_50~59세,"23,076",335,373,337,268,264,469,330,297,238,421,269,187,513,576,484,346,"1,058","1,601",630,639,237,"4,077","1,184","2,078","2,777","1,760","1,328"
2020년10월_남_60~69세,"18,339",341,324,308,321,292,540,345,342,266,401,296,240,555,602,549,362,826,"1,242",635,621,255,"2,205","1,069","1,593","1,676","1,206",927
2020년10월_남_70~79세,"10,225",253,175,189,200,184,378,225,220,190,201,247,211,369,485,408,301,545,656,437,296,166,975,523,722,753,483,433
2020년10월_남_80~89세,"3,415",109,75,109,72,88,172,82,83,78,54,85,58,139,147,171,78,179,184,135,82,76,277,139,258,241,119,125
2020년10월_남_90~99세,320,11,3,9,12,16,20,2,13,12,4,12,4,7,10,14,11,10,15,14,3,7,26,12,32,22,11,8
2020년10월_남_100세 이상,37,2,0,0,0,2,1,0,0,1,2,0,2,5,1,2,1,1,0,2,1,2,3,0,0,3,6,0
2020년10월_여_총인구수,"132,611","1,552","2,305","1,667","1,327","1,297","2,562","1,488","1,440","1,061","1,507","1,507","1,240","2,813","3,597","2,924","2,189","6,370","10,873","3,742","3,681","1,411","27,770","6,401","12,338","16,268","7,664","5,617"
2020년10월_여_연령구간인구수,"132,611","1,552","2,305","1,667","1,327","1,297","2,562","1,488","1,440","1,061","1,507","1,507","1,240","2,813","3,597","2,924","2,189","6,370","10,873","3,742","3,681","1,411","27,770","6,401","12,338","16,268","7,664","5,617"
2020년10월_여_0~9세,"10,395",47,283,82,34,30,80,38,56,17,52,57,61,94,169,81,102,522,"1,246",196,234,86,"3,341",329,893,"1,326",579,360
2020년10월_여_10~19세,"13,057",51,194,161,52,59,103,71,70,46,80,72,72,201,289,170,103,546,972,230,321,114,"3,725",541,"1,484","2,105",807,418
2020년10월_여_20~29세,"13,406",90,159,99,98,64,151,108,94,52,125,107,89,187,343,243,228,668,"1,184",335,459,116,"3,147",685,"1,344","1,912",786,533
2020년10월_여_30~39세,"14,773",71,357,101,58,61,170,74,92,53,97,98,99,230,264,184,259,816,"1,802",329,377,112,"4,015",597,"1,131","1,784",895,647
2020년10월_여_40~49세,"20,747",121,319,202,89,94,208,131,123,90,177,153,120,336,454,273,255,889,"1,699",470,519,180,"5,550",940,"2,101","3,091","1,338",825
2020년10월_여_50~59세,"20,945",254,312,231,216,197,357,284,279,151,320,196,181,443,541,474,334,988,"1,519",602,700,244,"3,788","1,234","2,056","2,735","1,320",989
2020년10월_여_60~69세,"18,875",348,297,280,298,287,595,318,300,244,314,311,261,608,720,617,427,951,"1,331",755,586,262,"2,280","1,122","1,693","1,753","1,026",891
2020년10월_여_70~79세,"12,495",303,193,265,234,236,489,250,238,202,222,293,241,463,536,565,318,681,713,571,315,178,"1,222",642,956,"1,006",591,572
2020년10월_여_80~89세,"6,600",218,154,202,196,218,333,178,154,173,102,186,96,205,235,272,135,263,335,216,135,100,585,260,589,484,249,327
2020년10월_여_90~99세,"1,233",46,37,44,48,45,70,32,31,31,16,29,16,39,42,43,26,44,68,36,35,18,114,51,88,70,67,47
2020년10월_여_100세 이상,85,3,0,0,4,6,6,4,3,2,2,5,4,7,4,2,2,2,4,2,0,1,3,0,3,2,6,8
