카테고리,대구광역시 북구,대구광역시 북구 고성동,대구광역시 북구 칠성동,대구광역시 북구 침산1동,대구광역시 북구 침산2동,대구광역시 북구 침산3동,대구광역시 북구 산격1동,대구광역시 북구 산격2동,대구광역시 북구 산격3동,대구광역시 북구 산격4동,대구광역시 북구 대현동,대구광역시 북구 복현1동,대구광역시 북구 복현2동,대구광역시 북구 검단동,대구광역시 북구 무태조야동,대구광역시 북구 관문동,대구광역시 북구 태전1동,대구광역시 북구 태전2동,대구광역시 북구 구암동,대구광역시 북구 관음동,대구광역시 북구 읍내동,대구광역시 북구 동천동,대구광역시 북구 노원동,대구광역시 북구 국우동
2020년10월_남_90~99세,279,6,28,10,19,12,8,15,10,4,20,4,11,4,12,9,18,13,19,10,16,8,11,12
2020년10월_남_100세 이상,20,2,2,1,0,0,2,0,0,0,5,1,1,0,1,1,0,0,0,0,1,1,2,0
2020년10월_여_총인구수,"221,229","2,582","12,218","1,985","10,084","10,563","4,851","5,698","4,385","4,129","9,219","3,444","14,479","3,399","17,771","18,803","11,164","12,834","18,522","8,580","13,548","14,983","5,828","12,160"
2020년10월_여_연령구간인구수,"221,229","2,582","12,218","1,985","10,084","10,563","4,851","5,698","4,385","4,129","9,219","3,444","14,479","3,399","17,771","18,803","11,164","12,834","18,522","8,580","13,548","14,983","5,828","12,160"
2020년10월_여_0~9세,"16,806",175,"1,228",82,"1,137",851,131,298,147,143,631,86,"1,097",148,"1,679","2,243",696,798,"1,372",486,824,"1,156",326,"1,072"
2020년10월_여_10~19세,"21,012",190,"1,032",89,"1,114","1,129",228,448,230,217,582,177,"1,464",212,"1,921","1,554",813,"1,208","2,413",786,"1,166","2,178",314,"1,547"
2020년10월_여_20~29세,"28,306",277,"1,476",207,"1,046","1,138",432,746,"1,130",534,"1,145",891,"1,820",311,"1,929","1,861","1,782","1,792","2,507","1,090","1,976","1,946",616,"1,654"
2020년10월_여_30~39세,"26,017",325,"1,869",194,"1,524","1,226",302,542,441,401,979,383,"1,749",361,"2,387","3,218","1,198","1,319","1,754",733,"1,435","1,545",684,"1,448"
2020년10월_여_40~49세,"37,188",331,"2,039",200,"1,932","1,876",511,787,459,458,"1,277",361,"2,465",424,"3,424","3,120","1,618","2,074","3,747","1,335","2,094","3,456",719,"2,481"
2020년10월_여_50~59세,"39,422",381,"1,673",446,"1,418","1,780",960,"1,224",648,776,"1,502",614,"2,683",659,"2,878","3,097","2,192","2,490","3,627","1,803","2,843","2,608","1,145","1,975"
2020년10월_여_60~69세,"27,353",455,"1,380",409,"1,014","1,250","1,048",879,649,847,"1,454",517,"1,809",675,"2,014","2,103","1,514","1,758","1,566","1,287","1,712",956,"1,117",940
2020년10월_여_70~79세,"16,113",283,935,228,594,841,809,499,441,502,"1,032",276,854,399,"1,047","1,074",842,945,952,634,911,719,658,638
2020년10월_여_80~89세,"7,858",141,493,110,267,423,392,244,212,220,521,123,439,187,428,460,440,385,510,380,524,389,216,354
2020년10월_여_90~99세,"1,078",21,83,19,33,44,35,29,25,31,85,16,93,22,63,70,67,63,72,43,58,30,27,49
2020년10월_여_100세 이상,76,3,10,1,5,5,3,2,3,0,11,0,6,1,1,3,2,2,2,3,5,0,6,2
