,경상남도 진주시,경상남도 진주시 문산읍,경상남도 진주시 내동면,경상남도 진주시 정촌면,경상남도 진주시 금곡면,경상남도 진주시 진성면,경상남도 진주시 일반성면,경상남도 진주시 이반성면,경상남도 진주시 사봉면,경상남도 진주시 지수면,경상남도 진주시 대곡면,경상남도 진주시 금산면,경상남도 진주시 집현면,경상남도 진주시 미천면,경상남도 진주시 명석면,경상남도 진주시 대평면,경상남도 진주시 수곡면,경상남도 진주시 천전동,경상남도 진주시 성북동,경상남도 진주시 중앙동,경상남도 진주시 상봉동,경상남도 진주시 상대동,경상남도 진주시 하대동,경상남도 진주시 상평동,경상남도 진주시 초장동,경상남도 진주시 평거동,경상남도 진주시 신안동,경상남도 진주시 이현동,경상남도 진주시 판문동,경상남도 진주시 가호동,경상남도 진주시 충무공동
2020년11월_계_80~89세,"12,332",458,188,246,291,257,253,235,216,194,446,588,321,259,340,130,304,"1,197",483,692,663,654,622,324,357,718,471,376,399,478,172
2020년11월_계_90~99세,"1,741",84,28,47,57,40,28,29,23,40,71,79,50,32,48,20,27,168,76,88,86,65,81,43,42,113,64,59,53,67,33
2020년11월_계_100세 이상,96,2,3,4,0,2,1,0,1,1,3,1,3,1,3,1,1,16,7,18,3,1,3,2,6,1,2,5,1,2,2
2020년11월_남_총인구수,"171,968","4,159","2,056","4,059","1,051",940,"1,292",807,756,749,"1,619","10,599","2,389",793,"1,985",513,"1,082","13,537","5,339","5,444","7,046","9,853","12,451","6,012","13,626","13,370","5,657","6,010","10,183","13,498","15,093"
2020년11월_남_연령구간인구수,"171,968","4,159","2,056","4,059","1,051",940,"1,292",807,756,749,"1,619","10,599","2,389",793,"1,985",513,"1,082","13,537","5,339","5,444","7,046","9,853","12,451","6,012","13,626","13,370","5,657","6,010","10,183","13,498","15,093"
2020년11월_남_0~9세,"14,766",352,202,450,21,26,45,20,14,18,35,"1,159",128,8,70,11,34,824,251,177,360,520,751,370,"1,836","1,102",346,359,"1,269","1,272","2,736"
2020년11월_남_10~19세,"18,590",351,228,252,62,26,101,31,34,34,80,"1,483",213,33,99,23,58,"1,378",388,382,578,819,"1,363",534,"2,285","1,836",594,731,"1,452","1,345","1,797"
2020년11월_남_20~29세,"24,777",445,216,558,96,72,145,51,44,69,140,"1,308",265,53,196,59,74,"2,306",769,616,955,"1,649","2,137",858,"1,856","2,198",873,934,"1,254","2,934","1,647"
2020년11월_남_30~39세,"21,312",484,208,806,69,69,89,45,46,46,95,"1,234",197,35,124,26,53,"1,444",661,492,729,"1,135","1,421",750,"1,740","1,513",595,542,"1,184","2,200","3,280"
2020년11월_남_40~49세,"27,034",569,327,609,122,102,169,68,109,102,177,"1,829",352,81,238,59,142,"1,958",842,786,"1,047","1,461","1,776",941,"2,444","2,101",777,841,"1,945","2,013","3,047"
2020년11월_남_50~59세,"28,544",752,362,570,206,188,269,173,136,150,342,"1,681",484,170,407,109,238,"2,209",887,994,"1,315","1,769","2,426","1,081","2,045","2,462",967,"1,137","1,567","1,892","1,556"
2020년11월_남_60~69세,"21,675",720,290,523,233,247,257,219,175,152,347,"1,171",422,209,480,132,263,"1,776",861,"1,050","1,144","1,412","1,668",903,942,"1,358",863,888,"1,009","1,211",750
2020년11월_남_70~79세,"11,169",349,165,219,151,125,150,130,140,124,267,532,225,133,255,63,139,"1,190",494,724,688,813,719,439,367,548,456,462,383,487,232
2020년11월_남_80~89세,"3,778",122,53,68,85,76,59,64,54,49,120,190,93,64,108,29,76,406,176,202,217,260,176,128,100,232,173,106,112,135,45
2020년11월_남_90~99세,302,15,4,4,6,9,7,6,4,5,15,12,10,7,7,2,5,40,9,18,13,15,12,8,9,20,12,9,8,8,3
2020년11월_남_100세 이상,21,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,6,1,3,0,0,2,0,2,0,1,1,0,1,0
2020년11월_여_총인구수,"175,827","4,059","2,078","3,884","1,188",990,"1,342",802,765,736,"1,649","10,509","2,369",838,"2,039",560,"1,153","14,081","5,471","5,858","7,269","10,020","12,448","5,837","13,288","14,470","6,180","6,176","11,141","13,270","15,357"
2020년11월_여_연령구간인구수,"175,827","4,059","2,078","3,884","1,188",990,"1,342",802,765,736,"1,649","10,509","2,369",838,"2,039",560,"1,153","14,081","5,471","5,858","7,269","10,020","12,448","5,837","13,288","14,470","6,180","6,176","11,141","13,270","15,357"
2020년11월_여_0~9세,"13,712",279,176,446,23,23,47,8,19,21,26,"1,037",115,12,67,17,27,742,207,162,265,512,657,409,"1,584","1,058",314,325,"1,235","1,127","2,772"
2020년11월_여_10~19세,"16,625",310,234,221,54,30,86,18,17,42,68,"1,308",202,25,102,21,47,"1,139",336,307,508,792,"1,182",536,"1,752","1,685",523,559,"1,551","1,286","1,684"
2020년11월_여_20~29세,"20,289",355,194,449,61,58,87,25,28,36,66,955,181,32,152,44,67,"1,931",680,468,873,"1,309","1,664",673,"1,497","1,952",801,695,"1,095","2,219","1,642"
2020년11월_여_30~39세,"20,414",438,216,705,59,52,92,22,34,25,84,"1,232",193,26,95,31,54,"1,244",578,378,634,991,"1,153",662,"2,013","1,534",548,539,"1,415","1,915","3,452"
2020년11월_여_40~49세,"27,278",487,343,493,66,54,125,39,45,54,98,"1,952",307,39,194,39,75,"1,997",733,624,883,"1,390","1,980",824,"2,810","2,645",852,963,"2,146","2,118","2,903"
2020년11월_여_50~59세,"29,347",679,320,651,180,159,231,114,94,103,251,"1,705",397,122,367,86,182,"2,366",946,995,"1,346","1,908","2,652","1,039","1,981","2,722","1,143","1,230","1,663","2,058","1,657"
2020년11월_여_60~69세,"23,706",641,275,455,222,233,249,197,178,145,349,"1,215",388,171,465,105,231,"2,205","1,006","1,345","1,358","1,717","1,813",944,887,"1,460","1,079","1,007","1,117","1,411",838
2020년11월_여_70~79세,"14,388",463,159,239,266,167,210,185,168,129,323,639,315,190,322,97,219,"1,528",605,"1,004",880,956,831,517,470,834,569,534,586,733,250
2020년11월_여_80~89세,"8,554",336,135,178,206,181,194,171,162,145,326,398,228,195,232,101,228,791,307,490,446,394,446,196,257,486,298,270,287,343,127
2020년11월_여_90~99세,"1,439",69,24,43,51,31,21,23,19,35,56,67,40,25,41,18,22,128,67,70,73,50,69,35,33,93,52,50,45,59,30
2020년11월_여_100세 이상,75,2,2,4,0,2,0,0,1,1,2,1,3,1,2,1,1,10,6,15,3,1,1,2,4,1,1,4,1,1,2
