,강원도 춘천시,강원도 춘천시 신북읍,강원도 춘천시 동면,강원도 춘천시 동산면,강원도 춘천시 신동면,강원도 춘천시 남면,강원도 춘천시 서면,강원도 춘천시 사북면,강원도 춘천시 북산면,강원도 춘천시 동내면,강원도 춘천시 남산면,강원도 춘천시 교동,강원도 춘천시 조운동,강원도 춘천시 약사명동,강원도 춘천시 근화동,강원도 춘천시 소양동,강원도 춘천시 후평1동,강원도 춘천시 후평2동,강원도 춘천시 후평3동,강원도 춘천시 효자1동,강원도 춘천시 효자2동,강원도 춘천시 효자3동,강원도 춘천시 석사동,강원도 춘천시 퇴계동,강원도 춘천시 강남동,강원도 춘천시 신사우동
2021년11월_계_90~99세,"1,945",100,113,15,39,25,79,41,13,104,50,23,40,38,61,68,97,91,130,37,88,35,161,229,128,140
2021년11월_계_100세 이상,71,4,4,1,0,1,4,0,0,4,4,2,0,3,3,4,2,5,5,1,3,1,6,3,9,2
2021년11월_남_총인구수,"140,341","3,786","9,710",780,"1,340",581,"1,942","1,238",526,"8,568","1,808","1,834","1,311","1,566","4,318","4,568","5,787","6,938","9,951","2,202","6,340","2,200","17,003","23,549","10,979","11,516"
2021년11월_남_연령구간인구수,"140,341","3,786","9,710",780,"1,340",581,"1,942","1,238",526,"8,568","1,808","1,834","1,311","1,566","4,318","4,568","5,787","6,938","9,951","2,202","6,340","2,200","17,003","23,549","10,979","11,516"
2021년11월_남_0~9세,"10,706",151,"1,028",8,56,13,44,33,6,686,41,61,43,97,476,353,255,615,868,151,191,69,"1,150","2,147",989,"1,175"
2021년11월_남_10~19세,"13,772",229,"1,278",36,60,16,107,74,9,871,86,92,65,100,356,410,430,720,957,210,330,114,"2,119","2,937",975,"1,191"
2021년11월_남_20~29세,"20,020",400,"1,050",62,150,31,127,110,19,"1,086",120,494,165,221,501,619,970,"1,068","1,335",278,"1,644",480,"2,661","3,346","1,455","1,628"
2021년11월_남_30~39세,"17,560",350,"1,076",56,103,35,119,63,24,"1,188",141,226,159,210,760,592,764,"1,020","1,379",237,794,316,"1,861","2,932","1,649","1,506"
2021년11월_남_40~49세,"20,679",450,"1,767",67,138,46,198,95,33,"1,406",199,203,182,215,587,685,762,"1,003","1,456",343,778,262,"2,661","3,759","1,633","1,751"
2021년11월_남_50~59세,"23,522",735,"1,551",134,278,118,372,224,112,"1,428",374,254,249,277,674,792,952,"1,086","1,598",360,986,345,"3,111","3,956","1,753","1,803"
2021년11월_남_60~69세,"20,095",805,"1,299",255,324,165,548,367,183,"1,202",481,249,236,242,547,650,947,819,"1,414",342,863,327,"2,069","2,806","1,529","1,426"
2021년11월_남_70~79세,"8,950",405,438,95,145,96,279,176,91,437,241,179,133,130,236,295,456,384,625,163,473,160,872,"1,052",708,681
2021년11월_남_80~89세,"4,547",231,200,63,79,56,135,89,47,236,108,66,72,65,152,152,227,196,287,107,264,119,459,556,256,325
2021년11월_남_90~99세,469,28,23,4,7,5,13,7,2,27,15,9,7,8,27,18,24,27,29,11,15,8,39,57,29,30
2021년11월_남_100세 이상,21,2,0,0,0,0,0,0,0,1,2,1,0,1,2,2,0,0,3,0,2,0,1,1,3,0
2021년11월_여_총인구수,"143,780","3,762","9,939",662,"1,238",495,"1,831","1,262",433,"8,593","1,616","1,715","1,384","1,712","4,222","4,746","5,801","7,663","10,921","2,209","5,641","2,140","17,622","25,296","11,458","11,419"
2021년11월_여_연령구간인구수,"143,780","3,762","9,939",662,"1,238",495,"1,831","1,262",433,"8,593","1,616","1,715","1,384","1,712","4,222","4,746","5,801","7,663","10,921","2,209","5,641","2,140","17,622","25,296","11,458","11,419"
2021년11월_여_0~9세,"10,163",167,"1,001",15,43,6,54,33,7,617,30,37,36,115,414,351,227,614,830,162,185,57,"1,131","2,069",923,"1,039"
2021년11월_여_10~19세,"12,693",207,"1,189",22,75,12,68,60,9,829,65,71,48,94,280,347,384,675,940,158,304,109,"2,057","2,742",894,"1,054"
2021년11월_여_20~29세,"17,392",308,882,44,80,19,105,62,14,"1,016",99,407,174,189,506,554,863,"1,055","1,247",238,"1,164",472,"2,373","2,972","1,340","1,209"
2021년11월_여_30~39세,"16,722",310,"1,222",33,92,17,106,49,13,"1,080",96,186,132,207,668,550,590,"1,041","1,326",216,541,253,"1,729","3,089","1,613","1,563"
2021년11월_여_40~49세,"21,154",380,"1,810",36,105,38,135,107,23,"1,400",141,169,153,212,546,641,709,"1,100","1,582",303,587,187,"2,962","4,337","1,722","1,769"
2021년11월_여_50~59세,"23,203",654,"1,491",98,209,73,283,220,81,"1,360",276,233,209,253,519,818,926,"1,217","1,788",372,789,312,"3,081","4,308","1,943","1,690"
2021년11월_여_60~69세,"21,465",759,"1,348",189,321,140,462,348,122,"1,232",449,278,263,273,567,717,"1,037",972,"1,641",372,921,360,"2,205","3,157","1,747","1,585"
2021년11월_여_70~79세,"11,469",488,540,106,142,97,283,187,97,589,239,178,190,208,414,447,582,540,858,222,646,217,"1,189","1,437",733,840
2021년11월_여_80~89세,"7,993",415,362,107,139,72,265,162,56,390,184,141,146,129,273,269,408,380,606,139,430,145,768,"1,011",438,558
2021년11월_여_90~99세,"1,476",72,90,11,32,20,66,34,11,77,35,14,33,30,34,50,73,64,101,26,73,27,122,172,99,110
2021년11월_여_100세 이상,50,2,4,1,0,1,4,0,0,3,2,1,0,2,1,2,2,5,2,1,1,1,5,2,6,2
