카테고리,서울특별시 관악구,서울특별시 관악구 보라매동,서울특별시 관악구 청림동,서울특별시 관악구 성현동,서울특별시 관악구 행운동,서울특별시 관악구 낙성대동,서울특별시 관악구 청룡동,서울특별시 관악구 은천동,서울특별시 관악구 중앙동,서울특별시 관악구 인헌동,서울특별시 관악구 남현동,서울특별시 관악구 서원동,서울특별시 관악구 신원동,서울특별시 관악구 서림동,서울특별시 관악구 신사동,서울특별시 관악구 신림동,서울특별시 관악구 난향동,서울특별시 관악구 조원동,서울특별시 관악구 대학동,서울특별시 관악구 삼성동,서울특별시 관악구 미성동,서울특별시 관악구 난곡동
2020년01월_남_30~39세,"48,672","2,321","1,327","2,013","3,267","1,949","3,330","2,912","1,612","2,729","2,030","2,735","1,878","2,903","2,255","3,172","1,023","1,879","3,197","1,650","2,373","2,117"
2020년01월_남_40~49세,"37,677","1,781","1,379","2,651","1,993","1,093","2,091","2,848",964,"1,926","1,228","1,543","1,303","1,936","1,575","1,392","1,569","1,268","2,432","1,973","2,510","2,222"
2020년01월_남_50~59세,"34,472","1,673","1,156","2,340","1,717",859,"1,825","2,385",968,"1,739","1,193","1,390","1,200","1,662","1,667",937,"1,310","1,304","1,920","2,265","2,477","2,485"
2020년01월_남_60~69세,"26,790","1,483",868,"1,704","1,430",649,"1,455","1,922",762,"1,284",976,"1,127",985,"1,266","1,178",675,957,"1,055","1,117","1,892","2,109","1,896"
2020년01월_남_70~79세,"16,730",965,517,"1,084",960,439,934,"1,232",511,792,616,725,697,749,749,443,610,575,587,"1,169","1,220","1,156"
2020년01월_남_80~89세,"4,961",263,191,338,251,123,284,358,157,264,181,219,200,222,230,125,159,196,213,388,292,307
2020년01월_남_90~99세,389,21,21,32,18,13,26,21,11,22,9,11,13,15,15,9,18,23,13,42,18,18
2020년01월_남_100세 이상,63,1,3,4,6,1,7,6,1,2,0,0,4,1,4,1,6,0,3,5,5,3
2020년01월_여_총인구수,"248,938","12,836","8,199","15,846","15,171","8,356","17,264","17,680","8,017","13,611","9,721","11,286","9,230","10,624","11,464","10,573","8,237","8,637","9,336","12,454","16,352","14,044"
2020년01월_여_연령구간인구수,"248,938","12,836","8,199","15,846","15,171","8,356","17,264","17,680","8,017","13,611","9,721","11,286","9,230","10,624","11,464","10,573","8,237","8,637","9,336","12,454","16,352","14,044"
2020년01월_여_0~9세,"12,028",661,705,"1,051",638,386,654,"1,117",208,637,544,350,354,468,420,211,658,385,402,468,979,732
2020년01월_여_10~19세,"14,791",772,574,"1,463",720,461,867,"1,315",354,834,471,437,454,539,570,262,751,419,478,829,"1,270",951
2020년01월_여_20~29세,"54,951","2,391",926,"1,945","4,078","2,733","5,871","2,874","2,504","3,057","2,145","3,145","2,135","2,467","2,953","4,322",842,"2,168","2,455","1,457","2,484","1,999"
2020년01월_여_30~39세,"39,955","2,011","1,369","2,078","2,835","1,543","2,986","2,773","1,376","2,406","1,866","2,023","1,402","1,771","1,789","2,485","1,053","1,453","1,514","1,276","2,202","1,744"
2020년01월_여_40~49세,"33,099","1,703","1,278","2,705","1,799",969,"1,849","2,643",832,"1,871","1,187","1,301","1,118","1,310","1,559","1,028","1,536","1,041","1,181","1,745","2,422","2,022"
2020년01월_여_50~59세,"35,005","1,911","1,218","2,466","1,853",816,"1,872","2,614",944,"1,838","1,424","1,531","1,302","1,478","1,640",817,"1,295","1,161","1,215","2,263","2,715","2,632"
2020년01월_여_60~69세,"30,867","1,756","1,057","2,042","1,704",700,"1,663","2,295",885,"1,574","1,183","1,370","1,235","1,398","1,314",774,"1,118","1,078","1,072","2,190","2,431","2,028"
2020년01월_여_70~79세,"19,618","1,132",687,"1,416","1,108",509,"1,101","1,459",642,"1,006",673,787,848,804,863,473,670,629,691,"1,486","1,282","1,352"
2020년01월_여_80~89세,"7,179",418,330,569,361,201,338,489,236,329,178,292,311,306,296,156,260,256,275,606,482,490
2020년01월_여_90~99세,"1,199",72,36,86,65,30,49,90,28,53,47,41,63,66,50,31,47,38,44,111,68,84
2020년01월_여_100세 이상,246,9,19,25,10,8,14,11,8,6,3,9,8,17,10,14,7,9,9,23,17,10
