카테고리,경상북도 구미시,경상북도 구미시 선산읍,경상북도 구미시 고아읍,경상북도 구미시 무을면,경상북도 구미시 옥성면,경상북도 구미시 도개면,경상북도 구미시 해평면,경상북도 구미시 산동면,경상북도 구미시 장천면,경상북도 구미시 송정동,경상북도 구미시 원평1동,경상북도 구미시 원평2동,경상북도 구미시 도량동,경상북도 구미시 지산동,경상북도 구미시 선주원남동,경상북도 구미시 형곡1동,경상북도 구미시 형곡2동,경상북도 구미시 신평1동,경상북도 구미시 신평2동,경상북도 구미시 비산동,경상북도 구미시 공단1동,경상북도 구미시 공단2동,경상북도 구미시 광평동,경상북도 구미시 상모사곡동,경상북도 구미시 임오동,경상북도 구미시 인동동,경상북도 구미시 진미동,경상북도 구미시 양포동
2020년02월_여_0~9세,"20,859",488,"1,639",24,10,21,32,"2,660",28,449,37,48,"1,208",38,"2,517",564,459,91,124,327,459,315,178,"1,384","1,175","2,477",513,"3,594"
2020년02월_여_10~19세,"22,175",595,"1,884",32,40,60,83,947,97,673,63,74,"1,866",64,"3,102",866,997,99,113,247,336,102,185,"1,790","1,245","2,937",569,"3,109"
2020년02월_여_20~29세,"26,180",673,"2,117",43,32,64,131,"1,517",131,"1,170",241,128,"1,893",110,"2,686",945,"1,260",238,204,476,429,301,304,"1,852","1,155","3,380","2,179","2,521"
2020년02월_여_30~39세,"31,759",664,"2,248",40,29,37,81,"3,620",88,"1,016",257,104,"1,868",69,"3,317",896,856,177,233,562,626,500,305,"1,936","1,573","4,404","1,684","4,569"
2020년02월_여_40~49세,"36,585","1,012","3,156",58,50,86,166,"1,734",176,"1,316",298,168,"2,860",130,"4,722","1,463","1,697",195,191,480,578,278,363,"3,035","2,056","4,586","1,145","4,586"
2020년02월_여_50~59세,"33,697","1,536","3,758",166,151,169,338,904,300,"1,725",345,350,"3,236",242,"4,122","1,626","2,090",294,320,515,529,317,408,"2,479","1,420","3,330",797,"2,230"
2020년02월_여_60~69세,"17,862","1,212","1,730",218,196,246,437,442,294,"1,246",283,387,"1,676",243,"1,984",860,957,226,169,193,227,167,229,880,500,"1,574",410,876
2020년02월_여_70~79세,"8,813",792,934,175,159,224,406,227,250,457,143,257,657,128,763,336,347,135,103,74,67,38,113,423,226,759,152,468
2020년02월_여_80~89세,"5,407",647,654,171,173,188,306,192,202,188,67,118,348,72,388,183,158,42,62,40,33,10,43,225,126,421,90,260
2020년02월_여_90~99세,917,123,121,34,26,28,54,28,25,29,23,14,54,12,68,31,21,10,8,5,2,5,9,43,20,64,22,38
2020년02월_여_100세 이상,41,5,8,1,1,1,2,0,1,3,3,1,0,1,1,0,3,0,3,0,0,1,0,1,0,2,2,1
