카테고리,부산광역시 금정구,부산광역시 금정구 서제1동,부산광역시 금정구 서제2동,부산광역시 금정구 서제3동,부산광역시 금정구 금사회동동,부산광역시 금정구 부곡제1동,부산광역시 금정구 부곡제2동,부산광역시 금정구 부곡제3동,부산광역시 금정구 부곡제4동,부산광역시 금정구 장전제1동,부산광역시 금정구 장전제2동,부산광역시 금정구 선두구동,부산광역시 금정구 청룡노포동,부산광역시 금정구 남산동,부산광역시 금정구 구서제1동,부산광역시 금정구 구서제2동,부산광역시 금정구 금성동
2020년02월_남_50~59세,"19,966",680,"1,059","1,171",894,731,"1,430","1,404","1,086","1,124","1,800",274,867,"2,725","1,642","2,991",88
2020년02월_남_60~69세,"17,720",648,"1,022","1,164",981,790,"1,205","1,168","1,160",881,"1,474",286,872,"2,293","1,302","2,369",105
2020년02월_남_70~79세,"9,728",387,514,618,513,523,631,566,651,511,933,167,562,"1,279",644,"1,180",49
2020년02월_남_80~89세,"3,027",127,142,196,117,139,218,201,176,173,302,51,205,390,192,385,13
2020년02월_남_90~99세,268,8,7,11,9,14,13,23,12,9,33,8,24,33,14,46,4
2020년02월_남_100세 이상,40,1,4,0,1,2,1,2,0,3,23,0,0,0,1,1,1
2020년02월_여_총인구수,"121,602","3,211","5,180","5,772","4,138","4,626","8,845","9,122","6,991","8,748","14,499","1,141","5,183","15,475","10,207","17,893",571
2020년02월_여_연령구간인구수,"121,602","3,211","5,180","5,772","4,138","4,626","8,845","9,122","6,991","8,748","14,499","1,141","5,183","15,475","10,207","17,893",571
2020년02월_여_0~9세,"6,788",58,200,182,140,161,444,637,296,528,"1,317",39,275,652,661,"1,153",45
2020년02월_여_10~19세,"9,124",159,266,304,188,259,710,729,398,639,"1,144",54,346,"1,143",997,"1,732",56
2020년02월_여_20~29세,"15,614",283,556,561,404,424,"1,220","1,170",774,"2,319","1,694",88,472,"2,166","1,207","2,242",34
2020년02월_여_30~39세,"12,911",227,467,499,404,416,935,"1,136",752,921,"2,064",77,504,"1,470","1,143","1,848",48
2020년02월_여_40~49세,"16,834",360,590,636,438,543,"1,312","1,302",915,"1,068","2,431",123,691,"1,979","1,589","2,767",90
2020년02월_여_50~59세,"22,244",624,"1,077","1,225",847,823,"1,664","1,655","1,273","1,240","2,136",225,952,"3,136","1,950","3,324",93
2020년02월_여_60~69세,"20,056",762,"1,144","1,228",944,"1,003","1,316","1,362","1,425","1,080","1,805",240,"1,013","2,563","1,444","2,623",104
2020년02월_여_70~79세,"11,659",482,590,787,537,678,799,690,798,618,"1,153",177,594,"1,554",780,"1,363",59
2020년02월_여_80~89세,"5,346",218,241,299,195,290,381,372,299,290,548,102,291,697,375,715,33
2020년02월_여_90~99세,873,28,39,39,39,28,59,66,60,38,134,13,41,108,55,118,8
2020년02월_여_100세 이상,153,10,10,12,2,1,5,3,1,7,73,3,4,7,6,8,1
