카테고리,부산광역시,부산광역시 중구,부산광역시 서구,부산광역시 동구,부산광역시 영도구,부산광역시 부산진구,부산광역시 동래구,부산광역시 남구,부산광역시 북구,부산광역시 해운대구,부산광역시 사하구,부산광역시 금정구,부산광역시 강서구,부산광역시 연제구,부산광역시 수영구,부산광역시 사상구,부산광역시 기장군
2020년03월_남_연령구간인구수,"1,672,252","20,454","52,230","43,844","57,150","172,634","132,743","133,353","143,363","195,405","159,079","116,174","67,778","101,595","83,806","109,636","83,008"
2020년03월_남_0~9세,"123,551",767,"2,922","2,242","2,834","11,082","10,421","9,698","10,326","15,378","11,019","7,120","9,979","7,808","5,445","6,818","9,692"
2020년03월_남_10~19세,"144,939","1,123","3,748","2,778","4,048","13,168","13,298","12,397","12,864","20,276","13,867","9,650","5,457","8,756","6,319","8,328","8,862"
2020년03월_남_20~29세,"227,531","2,753","6,720","5,388","6,748","25,481","17,608","18,836","20,945","26,118","22,215","18,461","6,329","13,484","11,934","15,952","8,559"
2020년03월_남_30~39세,"219,981","2,455","5,918","5,644","6,100","24,139","17,082","16,344","18,174","23,421","20,822","13,697","13,590","14,120","12,073","14,201","12,201"
2020년03월_남_40~49세,"259,940","3,026","7,600","6,570","8,349","26,189","21,140","21,447","20,636","31,889","24,227","16,531","12,173","15,755","12,635","15,856","15,917"
2020년03월_남_50~59세,"280,755","3,631","9,359","7,579","10,311","28,559","21,401","21,364","26,787","33,845","27,696","19,906","8,464","16,368","12,716","21,281","11,488"
2020년03월_남_60~69세,"243,739","3,672","8,628","7,454","10,337","25,488","18,567","18,572","21,434","26,423","24,009","17,710","7,598","14,578","12,444","17,601","9,224"
2020년03월_남_70~79세,"129,019","2,157","5,298","4,473","6,262","13,699","10,032","11,004","9,420","13,287","11,756","9,758","3,249","8,047","7,593","7,670","5,314"
2020년03월_남_80~89세,"39,216",755,"1,835","1,533","1,989","4,428","2,937","3,427","2,558","4,354","3,179","3,033",852,"2,470","2,425","1,818","1,623"
2020년03월_남_90~99세,"3,179",97,170,154,139,355,234,241,197,372,256,267,76,189,208,103,121
2020년03월_남_100세 이상,402,18,32,29,33,46,23,23,22,42,33,41,11,20,14,8,7
2020년03월_여_총인구수,"1,737,680","21,310","55,439","45,445","58,736","184,027","139,576","139,028","146,212","209,750","159,787","121,334","63,362","108,731","93,161","107,204","84,578"
2020년03월_여_연령구간인구수,"1,737,680","21,310","55,439","45,445","58,736","184,027","139,576","139,028","146,212","209,750","159,787","121,334","63,362","108,731","93,161","107,204","84,578"
2020년03월_여_0~9세,"117,306",691,"2,687","2,004","2,796","10,744","9,774","9,357","9,772","14,144","10,479","6,732","9,483","7,515","5,148","6,591","9,389"
2020년03월_여_10~19세,"134,970","1,085","3,669","2,581","3,750","12,569","12,049","11,622","11,824","19,035","12,728","9,108","5,216","8,167","5,951","7,579","8,037"
2020년03월_여_20~29세,"207,749","2,754","6,807","5,206","5,619","26,023","15,927","16,664","18,088","23,819","19,047","15,592","5,548","12,983","12,354","13,792","7,526"
2020년03월_여_30~39세,"210,513","2,080","5,503","4,855","5,224","23,255","16,942","15,672","16,986","24,670","18,539","12,817","12,975","14,011","12,054","12,361","12,569"
2020년03월_여_40~49세,"256,949","2,570","7,080","5,628","7,493","25,639","22,312","21,392","21,145","35,239","23,288","16,737","9,499","16,388","13,122","14,533","14,884"
2020년03월_여_50~59세,"298,829","3,598","8,988","7,452","10,035","30,594","23,746","22,555","29,152","37,270","28,978","22,126","8,037","18,354","15,231","21,453","11,260"
2020년03월_여_60~69세,"269,746","4,109","9,897","8,229","11,313","28,472","21,298","21,642","21,958","29,267","25,601","20,133","7,209","16,922","15,389","17,663","10,644"
2020년03월_여_70~79세,"157,789","2,820","6,865","6,133","8,188","17,480","11,682","13,536","11,218","16,917","13,840","11,668","3,329","9,637","9,198","8,864","6,414"
2020년03월_여_80~89세,"71,038","1,280","3,290","2,884","3,624","7,936","4,922","5,610","5,181","8,003","6,140","5,395","1,677","4,063","4,021","3,770","3,242"
2020년03월_여_90~99세,"11,372",259,570,404,599,"1,138",811,868,810,"1,272","1,018",873,359,632,642,539,578
2020년03월_여_100세 이상,"1,419",64,83,69,95,177,113,110,78,114,129,153,30,59,51,59,35
