카테고리,경상북도 안동시,경상북도 안동시 풍산읍,경상북도 안동시 와룡면,경상북도 안동시 북후면,경상북도 안동시 서후면,경상북도 안동시 풍천면,경상북도 안동시 일직면,경상북도 안동시 남후면,경상북도 안동시 남선면,경상북도 안동시 임하면,경상북도 안동시 길안면,경상북도 안동시 임동면,경상북도 안동시 예안면,경상북도 안동시 도산면,경상북도 안동시 녹전면,경상북도 안동시 중구동,경상북도 안동시 명륜동,경상북도 안동시 용상동,경상북도 안동시 서구동,경상북도 안동시 태화동,경상북도 안동시 평화동,경상북도 안동시 안기동,경상북도 안동시 옥동,경상북도 안동시 송하동,경상북도 안동시 강남동
2021년04월_남_80~89세,"3,455",266,212,156,140,167,131,95,78,107,134,82,99,82,85,127,84,299,202,252,136,96,197,145,83
2021년04월_남_90~99세,324,36,24,14,16,24,9,4,10,16,10,8,6,11,11,10,9,23,20,13,8,10,13,12,7
2021년04월_남_100세 이상,12,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,2,0
2021년04월_여_총인구수,"79,931","3,153","1,967","1,423","1,673","3,371","1,412",887,"1,029","1,346","1,344",847,891,777,833,"2,654","2,621","11,157","4,724","6,614","3,244","3,123","11,273","8,290","5,278"
2021년04월_여_연령구간인구수,"79,931","3,153","1,967","1,423","1,673","3,371","1,412",887,"1,029","1,346","1,344",847,891,777,833,"2,654","2,621","11,157","4,724","6,614","3,244","3,123","11,273","8,290","5,278"
2021년04월_여_0~9세,"4,966",87,45,26,41,211,19,13,28,28,27,11,18,9,11,102,138,912,289,442,188,157,924,719,521
2021년04월_여_10~19세,"6,488",119,74,33,53,186,49,22,41,54,37,25,16,22,33,167,222,"1,103",435,435,247,268,"1,282",846,719
2021년04월_여_20~29세,"7,494",180,122,46,121,468,58,34,54,69,49,27,30,28,27,272,248,"1,309",387,612,278,302,"1,264",880,629
2021년04월_여_30~39세,"7,369",160,87,53,78,469,50,21,53,57,46,25,31,20,26,261,217,"1,237",403,695,253,260,"1,229","1,047",591
2021년04월_여_40~49세,"10,546",222,121,105,128,341,92,58,55,86,47,50,42,38,40,275,333,"1,766",680,857,436,413,"1,946","1,334","1,081"
2021년04월_여_50~59세,"12,695",478,288,215,254,409,184,124,197,204,217,111,166,116,116,389,458,"1,715",707,"1,120",551,592,"1,871","1,439",774
2021년04월_여_60~69세,"13,540",720,431,330,414,513,334,186,248,324,316,222,230,217,210,525,464,"1,506",858,"1,207",655,635,"1,448","1,064",483
2021년04월_여_70~79세,"9,129",577,381,283,277,401,303,197,164,255,321,192,174,167,179,400,320,932,558,780,382,326,754,531,275
2021년04월_여_80~89세,"6,474",513,352,280,243,312,270,186,157,218,249,164,165,136,171,210,193,574,348,397,206,141,470,352,167
2021년04월_여_90~99세,"1,178",90,61,52,64,58,50,45,31,49,34,15,18,24,20,53,28,102,54,65,46,29,82,73,35
2021년04월_여_100세 이상,52,7,5,0,0,3,3,1,1,2,1,5,1,0,0,0,0,1,5,4,2,0,3,5,3
