카테고리,서울특별시 동작구,서울특별시 동작구 노량진제1동,서울특별시 동작구 노량진제2동,서울특별시 동작구 상도제1동,서울특별시 동작구 상도제2동,서울특별시 동작구 상도제3동,서울특별시 동작구 상도제4동,서울특별시 동작구 흑석동,서울특별시 동작구 사당제1동,서울특별시 동작구 사당제2동,서울특별시 동작구 사당제3동,서울특별시 동작구 사당제4동,서울특별시 동작구 사당제5동,서울특별시 동작구 대방동,서울특별시 동작구 신대방제1동,서울특별시 동작구 신대방제2동
2020년09월_남_20~29세,"32,403","2,987","1,184","5,019","2,067","1,970","2,248","2,718","2,276","1,778","1,592","1,180","1,110","3,069","1,637","1,568"
2020년09월_남_30~39세,"31,725","2,965","1,099","3,122","2,317","2,226","2,538","2,317","2,432","2,243","1,981","1,294","1,316","2,704","1,526","1,645"
2020년09월_남_40~49세,"29,742","2,270",865,"3,279","2,185","1,849","2,232","2,531","1,533","2,019","1,975","1,071","1,171","3,212","1,965","1,585"
2020년09월_남_50~59세,"28,198","2,271","1,116","2,982","1,997","1,850","2,121","2,515","1,412","2,023","1,757",986,"1,045","2,959","1,866","1,298"
2020년09월_남_60~69세,"22,457","1,978",926,"2,435","1,506","1,391","1,725","1,855","1,363","1,756","1,600",869,820,"1,868","1,366",999
2020년09월_남_70~79세,"13,309","1,093",552,"1,365",886,947,985,"1,085",828,"1,116",962,568,457,"1,064",755,646
2020년09월_남_80~89세,"4,635",421,221,481,328,300,324,435,244,369,296,166,145,394,255,256
2020년09월_남_90~99세,474,46,19,61,37,25,38,48,12,35,23,15,12,48,28,27
2020년09월_남_100세 이상,92,10,5,11,8,5,4,16,1,14,6,0,1,6,1,4
2020년09월_여_총인구수,"203,132","16,225","6,090","23,416","14,602","13,185","14,995","16,678","12,135","14,244","12,996","7,604","7,601","20,454","12,296","10,611"
2020년09월_여_연령구간인구수,"203,132","16,225","6,090","23,416","14,602","13,185","14,995","16,678","12,135","14,244","12,996","7,604","7,601","20,454","12,296","10,611"
2020년09월_여_0~9세,"12,349","1,002",175,"1,481","1,121",631,869,"1,152",416,875,"1,080",363,534,"1,150",775,725
2020년09월_여_10~19세,"13,739",972,287,"1,608",945,845,889,"1,064",450,743,763,366,484,"2,187","1,286",850
2020년09월_여_20~29세,"34,524","2,725","1,013","4,899","2,286","2,275","2,399","2,469","2,967","1,969","1,810","1,368","1,141","3,453","1,771","1,979"
2020년09월_여_30~39세,"30,916","2,516",764,"3,204","2,447","2,037","2,361","2,347","2,226","2,269","2,161","1,262","1,296","2,772","1,564","1,690"
2020년09월_여_40~49세,"29,715","2,104",707,"3,315","2,182","1,905","2,198","2,412","1,438","2,098","1,894","1,015","1,175","3,473","2,137","1,662"
2020년09월_여_50~59세,"30,530","2,424","1,078","3,415","2,160","2,035","2,335","2,736","1,711","2,209","1,940","1,152","1,163","2,921","1,863","1,388"
2020년09월_여_60~69세,"26,380","2,244","1,055","2,787","1,753","1,755","1,998","2,140","1,670","2,126","1,823","1,108",958,"2,263","1,537","1,163"
2020년09월_여_70~79세,"16,376","1,395",662,"1,713","1,077","1,132","1,265","1,451",926,"1,324","1,068",660,557,"1,456",886,804
2020년09월_여_80~89세,"7,055",699,283,808,513,477,591,719,272,513,365,250,227,647,402,289
2020년09월_여_90~99세,"1,326",125,59,157,97,84,81,150,53,99,77,54,54,114,69,53
2020년09월_여_100세 이상,222,19,7,29,21,9,9,38,6,19,15,6,12,18,6,8
