카테고리,부산광역시,부산광역시 중구,부산광역시 서구,부산광역시 동구,부산광역시 영도구,부산광역시 부산진구,부산광역시 동래구,부산광역시 남구,부산광역시 북구,부산광역시 해운대구,부산광역시 사하구,부산광역시 금정구,부산광역시 강서구,부산광역시 연제구,부산광역시 수영구,부산광역시 사상구,부산광역시 기장군
2020년06월_남_80~89세,"39,938",761,"1,884","1,539","2,015","4,523","2,991","3,476","2,621","4,429","3,246","3,071",869,"2,503","2,479","1,861","1,670"
2020년06월_남_90~99세,"3,202",100,175,154,136,352,243,242,199,365,254,274,77,193,213,99,126
2020년06월_남_100세 이상,410,18,34,30,33,48,23,24,20,44,36,40,12,19,13,9,7
2020년06월_여_총인구수,"1,735,805","21,241","55,606","45,695","58,420","184,485","139,717","138,170","145,651","209,285","159,036","120,581","63,663","108,448","93,287","106,601","85,919"
2020년06월_여_연령구간인구수,"1,735,805","21,241","55,606","45,695","58,420","184,485","139,717","138,170","145,651","209,285","159,036","120,581","63,663","108,448","93,287","106,601","85,919"
2020년06월_여_0~9세,"116,069",666,"2,707","1,990","2,731","10,677","9,732","9,178","9,625","13,954","10,309","6,606","9,435","7,402","5,120","6,477","9,460"
2020년06월_여_10~19세,"133,597","1,056","3,636","2,542","3,723","12,447","12,014","11,432","11,622","18,794","12,558","8,947","5,322","8,070","5,848","7,457","8,129"
2020년06월_여_20~29세,"207,677","2,772","6,861","5,285","5,570","26,251","15,882","16,648","17,962","23,695","18,904","15,549","5,517","12,956","12,434","13,661","7,730"
2020년06월_여_30~39세,"209,155","2,082","5,523","4,882","5,157","23,348","16,911","15,308","16,798","24,519","18,281","12,626","12,917","13,852","12,130","12,125","12,696"
2020년06월_여_40~49세,"255,656","2,529","7,071","5,678","7,395","25,534","22,290","21,279","20,938","34,961","23,036","16,504","9,657","16,300","13,027","14,382","15,075"
2020년06월_여_50~59세,"296,602","3,562","8,935","7,411","9,886","30,365","23,663","22,279","28,853","37,099","28,706","21,855","8,028","18,186","15,125","21,135","11,514"
2020년06월_여_60~69세,"272,680","4,105","9,950","8,335","11,382","28,807","21,440","21,751","22,302","29,687","25,846","20,292","7,366","17,106","15,495","17,960","10,856"
2020년06월_여_70~79세,"159,545","2,852","6,926","6,167","8,223","17,718","11,873","13,638","11,384","17,060","14,036","11,742","3,323","9,744","9,332","8,983","6,544"
2020년06월_여_80~89세,"71,883","1,294","3,346","2,912","3,664","8,003","4,967","5,662","5,282","8,103","6,184","5,452","1,713","4,131","4,062","3,816","3,292"
2020년06월_여_90~99세,"11,503",260,564,423,591,"1,154",834,885,806,"1,298","1,047",851,354,639,664,546,587
2020년06월_여_100세 이상,"1,438",63,87,70,98,181,111,110,79,115,129,157,31,62,50,59,36
