카테고리,경기도 화성시,경기도 화성시 봉담읍,경기도 화성시 우정읍,경기도 화성시 향남읍,경기도 화성시 남양읍,경기도 화성시 매송면,경기도 화성시 비봉면,경기도 화성시 마도면,경기도 화성시 송산면,경기도 화성시 서신면,경기도 화성시 팔탄면,경기도 화성시 장안면,경기도 화성시 양감면,경기도 화성시 정남면,경기도 화성시 새솔동,경기도 화성시 진안동,경기도 화성시 병점1동,경기도 화성시 병점2동,경기도 화성시 반월동,경기도 화성시 기배동,경기도 화성시 화산동,경기도 화성시 동탄1동,경기도 화성시 동탄2동,경기도 화성시 동탄3동,경기도 화성시 동탄4동,경기도 화성시 동탄5동,경기도 화성시 동탄6동,경기도 화성시 동탄7동,경기도 화성시 동탄8동
2021년01월_남_70~79세,"15,071","1,754",764,"1,315","1,032",334,316,372,590,424,435,517,217,501,127,686,509,403,381,328,632,447,431,509,339,485,257,735,231
2021년01월_남_80~89세,"5,249",533,303,492,347,133,159,130,293,211,186,262,94,202,36,238,179,152,92,91,191,140,151,165,81,121,77,129,61
2021년01월_남_90~99세,436,49,29,33,29,12,17,11,35,20,23,19,8,13,3,21,11,6,10,6,8,9,5,18,6,9,9,14,3
2021년01월_남_100세 이상,36,4,3,5,0,2,2,0,0,3,0,6,0,2,0,1,0,0,2,0,2,0,1,0,0,0,1,2,0
2021년01월_여_총인구수,"412,415","40,269","7,933","40,088","19,018","3,385","2,553","2,792","5,043","3,195","3,947","4,397","1,540","4,815","10,763","20,250","13,946","12,537","16,061","6,676","10,946","24,986","18,198","20,463","26,764","20,831","15,036","42,081","13,902"
2021년01월_여_연령구간인구수,"412,415","40,269","7,933","40,088","19,018","3,385","2,553","2,792","5,043","3,195","3,947","4,397","1,540","4,815","10,763","20,250","13,946","12,537","16,061","6,676","10,946","24,986","18,198","20,463","26,764","20,831","15,036","42,081","13,902"
2021년01월_여_0~9세,"50,823","4,192",427,"5,140","1,973",145,101,109,217,83,142,171,42,195,"2,029","2,166","1,241","1,219","2,140",631,859,"3,161","2,092","2,816","4,498","3,042","2,214","7,245","2,533"
2021년01월_여_10~19세,"47,483","4,912",712,"4,922","1,734",222,155,184,358,138,223,277,71,358,"1,059","1,911","1,537","2,000","1,940",872,"1,036","3,372","3,281","2,566","4,421","2,067","1,415","4,526","1,214"
2021년01월_여_20~29세,"48,167","4,785",700,"4,621","2,328",354,235,256,424,194,337,398,129,509,"1,156","3,008","2,218","1,448","1,930",783,"1,344","3,658","1,869","2,816","2,095","2,577","2,229","4,296","1,470"
2021년01월_여_30~39세,"72,348","5,641",631,"6,948","2,999",284,193,248,344,216,322,323,116,385,"2,434","3,861","2,142","1,590","2,936",756,"1,332","4,828","2,333","3,991","5,225","5,035","3,566","9,880","3,789"
2021년01월_여_40~49세,"76,896","7,607","1,129","7,667","2,932",406,255,317,600,313,473,461,131,592,"1,969","3,443","2,522","2,801","2,927","1,304","1,765","5,168","4,512","4,142","6,423","3,845","2,715","8,131","2,346"
2021년01월_여_50~59세,"53,698","5,923","1,506","4,895","3,026",676,509,556,914,678,814,830,305,953,"1,357","2,796","2,027","1,573","2,337","1,071","1,992","2,873","2,202","1,987","2,440","2,032","1,589","4,501","1,336"
2021년01월_여_60~69세,"34,728","4,028","1,348","3,189","2,229",615,477,527,976,763,818,907,348,865,528,"1,748","1,236",971,"1,208",710,"1,467","1,168","1,060","1,164","1,025","1,358",815,"2,348",832
2021년01월_여_70~79세,"17,190","2,010",846,"1,632","1,055",413,332,342,660,426,426,585,201,526,127,856,684,608,373,364,709,489,592,691,412,564,304,731,232
2021년01월_여_80~89세,"9,330",980,542,932,601,233,237,211,435,313,329,398,173,358,89,397,283,281,226,154,379,232,222,245,184,263,155,357,121
2021년01월_여_90~99세,"1,669",178,88,138,137,36,58,38,104,65,57,45,23,68,14,63,55,45,43,29,58,36,33,44,41,46,34,64,29
2021년01월_여_100세 이상,83,13,4,4,4,1,1,4,11,6,6,2,1,6,1,1,1,1,1,2,5,1,2,1,0,2,0,2,0
