카테고리,인천광역시 부평구,인천광역시 부평구 부평1동,인천광역시 부평구 부평2동,인천광역시 부평구 부평3동,인천광역시 부평구 부평4동,인천광역시 부평구 부평5동,인천광역시 부평구 부평6동,인천광역시 부평구 산곡1동,인천광역시 부평구 산곡2동,인천광역시 부평구 산곡3동,인천광역시 부평구 산곡4동,인천광역시 부평구 청천1동,인천광역시 부평구 청천2동,인천광역시 부평구 갈산1동,인천광역시 부평구 갈산2동,인천광역시 부평구 삼산1동,인천광역시 부평구 삼산2동,인천광역시 부평구 부개1동,인천광역시 부평구 부개2동,인천광역시 부평구 부개3동,인천광역시 부평구 일신동,인천광역시 부평구 십정1동,인천광역시 부평구 십정2동
2020년11월_여_연령구간인구수,"250,696","19,447","8,476","6,647","18,570","16,904","7,081","6,569","16,241","11,583","9,474","3,234","17,500","8,242","9,965","17,608","15,173","8,298","8,911","16,682","6,297","6,321","11,473"
2020년11월_여_0~9세,"16,191","1,189",475,310,"1,273","1,265",434,293,"1,368",585,576,167,"1,336",449,632,"1,198","1,247",438,569,957,495,319,616
2020년11월_여_10~19세,"20,924","1,506",640,405,"1,140","1,192",395,487,"1,784",959,885,263,"1,409",580,702,"1,756","2,079",544,792,"1,694",492,486,734
2020년11월_여_20~29세,"34,087","3,177","1,094",806,"2,956","2,590","1,047",775,"1,959","1,391","1,332",392,"2,373","1,207","1,244","2,287","1,836","1,008","1,182","2,441",734,784,"1,472"
2020년11월_여_30~39세,"32,724","2,928","1,113",799,"3,172","2,883","1,059",682,"2,007","1,177","1,102",354,"2,506","1,024","1,354","1,961","1,585",966,"1,105","2,094",859,662,"1,332"
2020년11월_여_40~49세,"38,622","2,946","1,235",908,"2,748","2,549",952,871,"2,858","1,615","1,503",485,"2,593","1,155","1,275","2,981","3,217","1,101","1,370","2,817",888,938,"1,617"
2020년11월_여_50~59세,"46,105","3,225","1,512","1,224","3,171","2,839","1,254","1,273","2,987","2,168","1,843",637,"3,277","1,695","1,949","3,309","2,590","1,502","1,673","3,335","1,167","1,184","2,291"
2020년11월_여_60~69세,"33,735","2,471","1,291","1,089","2,262","1,966","1,042","1,156","1,879","1,857","1,211",514,"2,301","1,208","1,535","2,120","1,443","1,489","1,225","1,825",961,"1,029","1,861"
2020년11월_여_70~79세,"17,279","1,211",731,688,"1,180",999,529,610,864,"1,037",584,253,"1,061",573,725,"1,113",697,833,640,905,448,594,"1,004"
2020년11월_여_80~89세,"9,181",650,321,348,568,511,305,341,443,650,368,128,552,281,453,742,386,367,309,518,213,267,460
2020년11월_여_90~99세,"1,691",132,56,65,91,99,55,67,86,131,69,33,86,65,95,132,91,46,41,93,36,48,74
2020년11월_여_100세 이상,157,12,8,5,9,11,9,14,6,13,1,8,6,5,1,9,2,4,5,3,4,10,12
