카테고리,충청남도 천안시,충청남도 천안시 동남구,충청남도 천안시 동남구 목천읍,충청남도 천안시 동남구 풍세면,충청남도 천안시 동남구 광덕면,충청남도 천안시 동남구 북면,충청남도 천안시 동남구 성남면,충청남도 천안시 동남구 수신면,충청남도 천안시 동남구 병천면,충청남도 천안시 동남구 동면,충청남도 천안시 동남구 중앙동,충청남도 천안시 동남구 문성동,충청남도 천안시 동남구 원성1동,충청남도 천안시 동남구 원성2동,충청남도 천안시 동남구 봉명동,충청남도 천안시 동남구 일봉동,충청남도 천안시 동남구 신방동,충청남도 천안시 동남구 청룡동,충청남도 천안시 동남구 신안동,충청남도 천안시 서북구,충청남도 천안시 서북구 성환읍,충청남도 천안시 서북구 성거읍,충청남도 천안시 서북구 직산읍,충청남도 천안시 서북구 입장면,충청남도 천안시 서북구 성정1동,충청남도 천안시 서북구 성정2동,충청남도 천안시 서북구 쌍용1동,충청남도 천안시 서북구 쌍용2동,충청남도 천안시 서북구 쌍용3동,충청남도 천안시 서북구 백석동,충청남도 천안시 서북구 불당동,충청남도 천안시 서북구 부성1동,충청남도 천안시 서북구 부성2동
2021년10월_남_80~89세,"5,467","2,959",326,126,121,129,101,92,146,92,130,66,143,209,153,209,204,376,336,"2,508",484,230,227,199,190,135,121,197,150,123,138,213,101
2021년10월_남_90~99세,511,283,27,13,15,13,9,5,18,7,11,13,16,15,15,19,23,42,22,228,39,14,14,34,16,9,14,22,13,11,12,20,10
2021년10월_남_100세 이상,18,11,1,0,1,1,1,0,0,1,0,0,1,0,1,2,1,1,0,7,0,2,0,0,1,1,0,1,0,0,2,0,0
2021년10월_여_총인구수,"321,781","126,033","11,874","1,837","2,138","2,073","1,481","1,030","2,867",965,"2,561","2,067","4,173","4,479","8,801","11,600","21,726","27,507","18,854","195,748","11,407","10,254","9,105","3,874","8,284","11,863","7,034","18,997","9,718","20,174","35,076","22,803","27,159"
2021년10월_여_연령구간인구수,"321,781","126,033","11,874","1,837","2,138","2,073","1,481","1,030","2,867",965,"2,561","2,067","4,173","4,479","8,801","11,600","21,726","27,507","18,854","195,748","11,407","10,254","9,105","3,874","8,284","11,863","7,034","18,997","9,718","20,174","35,076","22,803","27,159"
2021년10월_여_0~9세,"28,918","9,220",756,46,57,54,37,24,122,11,88,75,171,136,504,989,"2,041","2,738","1,371","19,698",508,848,648,136,416,438,380,"1,559",673,"2,647","5,003","1,951","4,491"
2021년10월_여_10~19세,"32,612","12,296","1,239",104,85,104,80,36,166,25,123,103,283,290,647,"1,543","2,746","3,394","1,328","20,316","1,031","1,146",876,239,561,598,603,"2,278","1,063","2,747","4,696","1,963","2,515"
2021년10월_여_20~29세,"45,237","16,352","1,279",137,141,145,91,63,262,51,269,324,444,498,"1,366","1,229","2,745","3,270","4,038","28,885","1,183","1,093",984,330,"1,218","3,224","1,171","2,856","1,227","2,411","4,333","5,056","3,799"
2021년10월_여_30~39세,"47,920","15,067","1,165",119,135,131,64,59,213,36,192,247,374,332,"1,093","1,271","3,045","3,911","2,680","32,853",878,"1,215","1,084",242,"1,073","2,180",842,"2,431","1,155","3,368","7,214","4,126","7,045"
2021년10월_여_40~49세,"53,627","20,259","2,065",160,189,233,119,69,311,45,283,250,547,601,"1,381","2,165","4,351","5,060","2,430","33,368","1,591","1,871","1,543",411,"1,132","1,588",945,"3,461","1,606","3,942","7,293","3,627","4,358"
2021년10월_여_50~59세,"50,412","21,250","2,115",313,407,371,252,161,528,165,443,323,819,866,"1,574","2,027","3,477","4,263","3,146","29,162","1,911","1,693","1,600",766,"1,554","1,650","1,294","3,543","1,871","2,834","4,249","3,357","2,840"
2021년10월_여_60~69세,"34,217","16,741","1,624",446,512,505,366,248,585,251,577,400,796,862,"1,284","1,262","1,880","2,822","2,321","17,476","2,034","1,272","1,232",825,"1,270","1,263","1,086","1,709","1,107","1,377","1,452","1,531","1,318"
2021년10월_여_70~79세,"16,662","8,471",894,260,294,256,236,186,350,176,360,218,430,529,590,692,813,"1,222",965,"8,191","1,310",644,639,510,682,556,431,711,567,497,466,727,451
2021년10월_여_80~89세,"10,297","5,373",629,207,257,217,188,159,277,164,202,108,257,320,310,360,545,688,485,"4,924",831,410,434,348,320,300,238,385,377,295,300,399,287
2021년10월_여_90~99세,"1,813",968,106,44,60,57,45,24,51,38,23,18,49,45,51,60,81,132,84,845,126,61,62,66,54,63,44,64,71,50,66,64,54
2021년10월_여_100세 이상,66,36,2,1,1,0,3,1,2,3,1,1,3,0,1,2,2,7,6,30,4,1,3,1,4,3,0,0,1,6,4,2,1
