카테고리,경상남도 거제시,경상남도 거제시 일운면,경상남도 거제시 동부면,경상남도 거제시 남부면,경상남도 거제시 거제면,경상남도 거제시 둔덕면,경상남도 거제시 사등면,경상남도 거제시 사등면가조출장소,경상남도 거제시 연초면,경상남도 거제시 하청면,경상남도 거제시 하청면칠천출장소,경상남도 거제시 장목면,경상남도 거제시 장목면외포출장소,경상남도 거제시 장승포동,경상남도 거제시 능포동,경상남도 거제시 아주동,경상남도 거제시 옥포1동,경상남도 거제시 옥포2동,경상남도 거제시 장평동,경상남도 거제시 고현동,경상남도 거제시 상문동,경상남도 거제시 수양동
2020년10월_여_연령구간인구수,"116,903","3,889","1,519",795,"3,717","1,443","5,851",553,"3,745","1,753",545,"1,581",694,"2,846","4,381","12,698","3,333","12,724","8,814","17,390","17,064","11,568"
2020년10월_여_0~9세,"13,085",284,34,16,194,30,732,18,236,96,12,35,25,198,261,"2,233",280,"1,267",772,"1,724","2,953","1,685"
2020년10월_여_10~19세,"13,245",304,56,28,300,70,548,25,312,123,12,45,35,316,434,"1,627",290,"1,407","1,083","2,076","2,392","1,762"
2020년10월_여_20~29세,"10,703",295,108,35,253,79,418,29,330,142,26,98,29,288,456,"1,031",324,"1,344","1,120","1,860","1,444",994
2020년10월_여_30~39세,"17,508",405,84,33,304,65,921,28,385,144,27,77,48,274,412,"2,861",472,"1,748","1,229","2,477","3,514","2,000"
2020년10월_여_40~49세,"21,640",576,151,63,451,132,959,51,569,178,40,138,66,485,716,"2,604",575,"2,341","1,773","3,425","3,607","2,740"
2020년10월_여_50~59세,"18,286",773,293,140,643,290,861,117,732,312,91,272,119,542,905,"1,302",664,"2,426","1,654","2,951","1,855","1,344"
2020년10월_여_60~69세,"12,591",648,355,187,682,331,704,127,588,351,125,347,150,399,726,665,489,"1,488",825,"1,933",821,650
2020년10월_여_70~79세,"5,717",335,251,172,445,245,416,101,311,209,111,295,123,204,304,220,147,448,220,608,319,233
2020년10월_여_80~89세,"3,428",231,160,105,347,169,252,50,238,157,80,232,81,119,139,129,79,211,111,284,122,132
2020년10월_여_90~99세,663,36,27,16,89,30,37,7,43,40,21,41,17,13,26,26,13,42,26,51,36,26
2020년10월_여_100세 이상,37,2,0,0,9,2,3,0,1,1,0,1,1,8,2,0,0,2,1,1,1,2
